,TCGA-2L-AAQE-01A,TCGA-2L-AAQI-01A,TCGA-3A-A9IB-01A,TCGA-3E-AAAZ-01A,TCGA-F2-A7TX-01A,TCGA-FB-A5VM-01A,TCGA-FB-A78T-01A,TCGA-IB-7651-01A,TCGA-IB-7890-01A,TCGA-IB-A5SS-01A,TCGA-IB-AAUO-01A,TCGA-IB-AAUW-01A,TCGA-PZ-A5RE-01A,TCGA-US-A779-01A,TCGA-XD-AAUI-01A,TCGA-2J-AAB6-01A,TCGA-IB-AAUQ-01A,TCGA-LB-A7SX-01A
ENSG00000261771.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000261773.1,2,4,4,1,1,3,3,5,1,2,3,4,3,2,6,1,1,3
ENSG00000261774.1,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0
ENSG00000261775.1,2,1,1,2,2,2,1,2,2,0,2,6,2,5,4,0,1,6
ENSG00000261776.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000261777.6,7,16,10,9,13,30,20,33,16,13,11,25,8,17,13,3,8,28
ENSG00000261778.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000261779.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000261780.3,2,1,0,0,3,2,1,698,1,1,1,0,0,0,0,5,0,2
ENSG00000261781.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000261782.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000261783.1,5,0,15,5,5,9,20,26,11,18,21,10,10,5,8,6,5,20
ENSG00000261786.1,467,161,456,14,0,9,49,27,2,70,86,45,141,10,138,1,151,18
ENSG00000261787.2,34,3,0,6,4,6,1,2,3,6,0,3,7,2,3,5,5,16
ENSG00000261789.1,0,1,0,2,0,1,1,3,0,0,1,0,0,0,0,0,0,1
ENSG00000261790.2,21,13,14,36,11,13,49,27,11,7,27,21,20,32,19,14,27,91
ENSG00000261792.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000261793.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000261794.1,9,16,9,11,9,1,18,30,10,6,18,14,4,13,3,4,12,13
ENSG00000261795.1,2,2,1,17,20,8,43,5,22,2,2,11,41,15,1,0,6,7
ENSG00000261796.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000261797.1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
ENSG00000261798.1,12,5,2,18,2,1,8,2,0,0,22,5,4,7,12,4,4,25
ENSG00000261799.1,275,285,347,575,389,112,410,448,339,393,355,579,184,266,265,113,268,473
ENSG00000261800.2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1
ENSG00000261801.6,260,377,606,310,184,278,260,514,384,583,296,383,454,526,405,285,297,476
ENSG00000261802.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000261803.2,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,2
ENSG00000261804.2,30,62,0,81,5,34,48,58,0,35,4,4,27,35,43,0,2,130
ENSG00000261807.2,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000261809.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000261810.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1
ENSG00000261811.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000261812.6,4,7,0,3,6,2,3,12,2,9,3,10,13,4,2,4,5,1
ENSG00000261813.2,1,1,0,2,0,3,0,1,0,2,0,1,0,0,1,0,3,1
ENSG00000261815.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000261816.1,0,1,3,0,0,1,1,0,0,0,1,1,1,4,0,1,0,1
ENSG00000261817.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
ENSG00000261818.1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000261819.1,52,13,53,9,21,39,18,13,31,8,21,22,55,36,29,31,37,53
ENSG00000261820.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000261821.2,6,4,1,6,0,24,4,0,1,6,9,1,6,5,2,7,4,2
ENSG00000261822.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000261823.1,0,2,1,2,2,1,9,2,4,0,1,7,0,3,3,1,3,2
ENSG00000261824.7,529,444,319,499,384,502,536,727,534,1560,328,719,470,505,566,507,1079,464
ENSG00000261826.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000261829.1,2,10,2,79,9,6,44,52,2,0,11,57,27,92,12,0,11,64
ENSG00000261831.2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000261832.6,0,0,0,1,0,0,1,0,0,1,6,1,0,1,0,0,1,1
ENSG00000261834.2,3,4,1,3,1,0,0,4,6,0,0,2,23,1,4,0,2,28
ENSG00000261835.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000261837.1,1,0,0,0,0,0,1,1,2,0,1,0,0,0,1,0,0,1
ENSG00000261838.5,2,1,3,1,5,0,0,23,2,6,1,5,1,0,0,0,0,2
ENSG00000261839.1,2,3,2,2,2,0,0,5,0,4,3,7,1,0,0,0,0,4
ENSG00000261840.3,27,17,19,29,13,40,23,14,2,10,38,32,19,25,13,5,24,65
ENSG00000261842.1,0,7,1,2,2,5,0,2,3,7,7,4,4,4,1,5,1,5
ENSG00000261845.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000261848.5,1,0,0,0,0,3,0,0,0,1,0,1,0,0,0,0,0,0
ENSG00000261856.1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0
ENSG00000261857.7,16,2,1,8,11,4,52,5,1,7,22,1,15,4,4,13,1,15
ENSG00000261863.1,0,0,1,1,0,1,0,1,0,0,0,0,1,3,0,0,0,5
ENSG00000261864.1,0,1,2,3,0,0,8,2,0,1,4,5,0,2,2,2,0,3
ENSG00000261868.1,1,1,1,0,0,0,0,1,1,0,1,2,2,0,1,0,3,0
ENSG00000261872.1,0,3,0,1,1,0,2,1,0,0,1,0,0,0,2,0,1,0
ENSG00000261873.2,3,0,0,0,2,2,0,1,0,0,1,0,3,0,0,0,0,3
ENSG00000261879.7,62,56,43,64,26,30,142,48,14,22,63,152,27,48,65,32,85,69
ENSG00000261882.1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
ENSG00000261884.2,44,35,36,54,44,47,135,36,22,19,159,47,48,56,70,23,25,97
ENSG00000261886.1,0,0,2,3,1,3,0,1,0,0,2,4,0,0,2,0,0,2
ENSG00000261888.1,159,42,96,161,32,97,185,96,146,100,142,171,57,131,98,105,74,58
ENSG00000261889.1,34,38,21,23,14,9,36,45,16,14,33,32,31,41,9,9,21,22
ENSG00000261898.2,0,0,2,2,0,0,0,1,1,0,0,0,0,0,0,0,1,0
ENSG00000261904.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000261914.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000261915.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000261916.1,1,2,2,4,0,1,1,2,1,0,6,9,1,2,2,0,4,3
ENSG00000261924.1,5,5,2,29,2,4,9,16,0,3,8,2,2,3,1,2,4,4
ENSG00000261934.2,33,76,456,92,290,11,76,168,953,112,26,125,34,11,39,149,60,50
ENSG00000261938.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000261939.1,0,0,0,0,1,0,1,0,0,0,1,0,0,2,1,0,0,1
ENSG00000261949.6,1,0,0,0,2,2,4,6,0,4,1,0,5,0,0,4,1,7
ENSG00000261959.1,1,1,1,7,0,2,0,2,0,2,5,2,0,7,1,0,1,0
ENSG00000261963.3,2,4,0,1,2,2,3,4,0,0,1,8,0,4,7,4,5,2
ENSG00000261965.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000261970.1,1,6,1,3,1,1,1,0,0,2,1,3,0,2,2,0,3,0
ENSG00000261971.8,241,164,313,137,305,159,493,379,83,81,721,428,224,258,226,90,154,380
ENSG00000261976.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000261978.1,0,2,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
ENSG00000261987.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000261996.1,3,21,9,16,2,8,39,39,39,5,22,19,4,106,10,13,9,5
ENSG00000261997.1,10,27,17,11,7,5,36,7,39,12,29,22,21,12,34,21,22,32
ENSG00000262000.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000262001.1,254,67,131,321,137,244,187,432,147,105,194,214,218,198,127,195,154,988
ENSG00000262003.1,2,4,3,8,12,11,10,28,21,24,7,7,29,3,5,16,16,6
ENSG00000262006.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000262008.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000262011.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000262020.1,0,0,2,3,0,0,0,5,2,0,0,1,0,0,1,0,0,1
ENSG00000262031.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000262038.1,0,0,2,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0
ENSG00000262039.1,3,0,1,0,1,1,1,4,0,2,4,9,0,2,8,1,1,5
ENSG00000262048.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000262049.1,0,3,2,5,1,2,1,2,5,3,0,5,3,0,3,0,2,6
ENSG00000262050.1,8,11,5,11,4,6,3,8,8,3,6,21,3,1,6,8,7,18
ENSG00000262052.1,0,1,0,1,0,0,0,0,0,0,2,1,2,1,1,0,0,1
ENSG00000262061.6,22,36,28,20,37,28,31,34,93,88,15,51,41,9,21,41,22,17
ENSG00000262067.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000262074.7,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
ENSG00000262075.3,4,1,1,4,0,3,6,6,2,5,6,3,2,3,5,3,1,3
ENSG00000262079.1,0,0,0,1,0,0,0,0,0,0,3,2,0,0,0,1,0,0
ENSG00000262081.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000262085.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000262089.1,66,28,53,98,33,71,70,168,59,50,132,69,66,106,63,54,31,91
ENSG00000262090.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000262094.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000262095.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ENSG00000262096.2,4,7,4,9,5,0,20,8,16,12,32,9,2,1,3,4,6,1
ENSG00000262097.2,13,16,29,40,58,32,35,43,44,14,8,109,15,31,29,12,15,11
ENSG00000262098.1,3,1,4,6,0,3,1,4,0,2,21,6,1,2,6,1,2,3
ENSG00000262099.1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000262106.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000262107.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000262112.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000262115.1,12,4,8,6,3,3,9,1,6,2,8,13,4,6,10,9,3,13
ENSG00000262116.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000262117.5,1,0,0,1,0,0,0,2,1,0,3,0,0,0,0,0,0,2
ENSG00000262118.1,1,3,4,11,2,0,8,3,0,0,4,4,0,4,2,0,4,0
ENSG00000262119.1,1,0,4,0,1,0,0,0,0,0,3,2,0,0,0,0,0,0
ENSG00000262120.1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000262133.1,1,2,0,3,0,0,0,5,0,0,5,1,3,1,3,3,0,0
ENSG00000262135.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000262136.1,8,11,19,4,6,13,8,13,4,2,23,10,6,15,8,11,6,32
ENSG00000262140.1,1,2,2,1,1,0,4,5,0,0,1,2,0,2,2,0,4,4
ENSG00000262141.1,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0
ENSG00000262147.1,7,11,4,14,14,15,25,10,8,15,26,6,11,8,17,23,6,10
ENSG00000262151.1,1,1,0,2,0,0,1,1,0,0,3,4,0,0,6,0,0,4
ENSG00000262152.7,26,19,27,10,19,6,45,9,3,5,64,42,28,88,62,47,92,1361
ENSG00000262154.1,12,3,1,0,3,0,0,0,0,0,0,0,5,0,4,0,5,22
ENSG00000262155.2,65,81,78,121,44,20,136,79,64,43,73,162,29,63,62,18,59,87
ENSG00000262158.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000262160.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000262165.2,15,8,12,5,9,22,5,14,3,4,11,2,9,19,6,13,32,21
ENSG00000262171.1,2,5,2,5,1,0,3,2,1,1,6,4,1,0,4,0,4,5
ENSG00000262172.1,2,2,5,5,1,0,2,3,0,3,1,1,1,2,2,1,0,1
ENSG00000262179.3,6,20,16,5,47,26,34,7,1,7,16,38,5,33,11,3,9,16
ENSG00000262181.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000262185.3,16,31,12,20,19,9,5,19,14,12,8,52,9,25,15,5,8,9
ENSG00000262187.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000262188.2,88,100,26,406,38,14,209,63,19,7,208,37,179,210,41,18,28,118
ENSG00000262198.1,0,4,2,1,0,1,3,1,2,0,3,12,0,0,5,0,13,14
ENSG00000262202.4,0,0,0,1,1,1,0,6,0,1,0,0,0,1,2,2,2,1
ENSG00000262209.3,10,73,46,35,17,18,16,39,46,123,28,52,29,8,30,18,47,48
ENSG00000262211.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000262213.1,4,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1
ENSG00000262223.8,13,16,19,12,7,7,5,11,8,5,22,12,6,21,8,4,8,1
ENSG00000262227.1,19,14,6,29,11,2,17,25,14,6,13,34,8,4,5,5,7,13
ENSG00000262228.2,10,15,3,33,5,5,17,8,6,2,19,27,7,13,10,12,11,15
ENSG00000262231.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000262235.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000262246.6,513,406,622,532,488,930,1317,626,380,631,897,524,1125,820,822,408,513,428
ENSG00000262248.1,0,2,1,5,1,1,5,4,3,0,7,4,6,1,3,3,2,6
ENSG00000262259.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000262262.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000262265.2,0,0,7,2,1,1,1,7,1,0,3,1,2,5,10,2,1,1
ENSG00000262267.6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
ENSG00000262271.1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
ENSG00000262292.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000262294.1,13,47,16,5,22,8,31,16,0,5,46,76,5,44,18,1,17,49
ENSG00000262296.1,0,0,0,3,0,0,1,0,1,0,0,0,1,0,0,0,0,0
ENSG00000262298.1,1,4,3,9,5,1,8,4,2,0,4,6,5,1,4,0,5,4
ENSG00000262302.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000262304.2,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,2,1,1
ENSG00000262312.2,13,5,5,15,7,1,7,14,2,4,17,18,6,1,16,4,4,25
ENSG00000262313.1,0,4,1,3,0,0,2,0,0,0,2,0,0,0,2,0,2,0
ENSG00000262316.1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
ENSG00000262319.1,1,0,4,1,0,2,0,0,1,2,1,2,0,1,4,2,2,4
ENSG00000262322.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000262332.1,1,2,1,0,1,1,0,0,0,0,1,1,0,2,1,0,0,1
ENSG00000262333.1,20,23,16,45,14,25,27,37,15,9,46,40,19,26,26,20,29,50
ENSG00000262339.5,2,1,0,1,1,0,1,5,1,1,4,1,3,0,3,0,0,4
ENSG00000262343.1,0,1,1,1,2,0,0,3,0,2,2,0,0,0,4,0,1,0
ENSG00000262352.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000262358.1,1,1,0,2,2,1,1,3,0,0,1,1,0,2,0,1,0,0
ENSG00000262362.1,4,13,7,3,7,0,18,4,3,1,13,14,11,19,5,10,3,4
ENSG00000262366.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000262370.6,86,135,134,54,44,39,679,90,20,10,79,81,70,66,206,96,39,533
ENSG00000262372.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000262380.1,0,1,2,3,1,0,0,6,1,0,2,1,1,0,2,0,1,3
ENSG00000262381.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000262384.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000262400.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000262402.1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,2,0
ENSG00000262406.3,40,198,1163,180,639,928,707,22118,878,3846,178,313,955,199,1103,76,233,103
ENSG00000262408.1,0,1,0,7,0,0,0,0,0,0,2,2,0,0,0,0,2,0
ENSG00000262410.1,13,17,7,16,6,13,18,7,5,5,20,21,8,15,8,7,15,60
ENSG00000262412.1,1,0,2,1,0,0,6,2,1,0,2,1,0,0,2,0,3,3
ENSG00000262413.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000262420.3,3,2,6,11,2,0,7,8,4,6,10,9,7,7,3,2,10,25
ENSG00000262429.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000262434.1,4,2,7,8,1,0,12,9,8,2,8,6,3,0,4,1,1,5
ENSG00000262445.3,1,4,5,0,0,0,7,1,1,5,11,17,2,22,4,0,10,1
ENSG00000262454.4,551,77,217,127,110,162,157,162,690,345,602,97,317,62,324,170,276,77
ENSG00000262456.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000262461.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000262468.6,285,164,152,145,121,69,168,1052,98,121,166,274,130,412,110,49,126,921
ENSG00000262470.2,0,0,1,0,1,0,0,0,0,1,0,2,0,0,0,0,1,0
ENSG00000262471.1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
ENSG00000262480.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
ENSG00000262481.5,0,0,0,1,0,1,0,2,0,0,0,1,0,0,1,1,0,0
ENSG00000262482.1,4,3,14,7,5,1,12,6,2,3,3,4,13,11,6,2,7,8
ENSG00000262484.1,13,8,3,42,6,9,24,3,2,4,43,27,9,13,20,7,37,14
ENSG00000262488.1,9,1,2,2,7,12,2,0,0,1,1,20,0,0,35,0,0,2
ENSG00000262492.1,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1
ENSG00000262495.1,0,0,0,0,0,1,1,0,0,1,0,2,1,0,0,0,0,0
ENSG00000262497.1,0,4,0,5,2,1,3,8,4,6,2,8,1,0,2,3,0,6
ENSG00000262500.1,0,5,0,0,0,0,2,0,1,4,0,0,0,0,10,0,0,0
ENSG00000262503.1,4,13,8,55,5,1,2,2,5,0,25,8,1,22,10,2,6,35
ENSG00000262514.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000262516.1,0,0,0,0,0,0,0,3,1,1,1,0,0,0,1,0,0,0
ENSG00000262518.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000262519.1,0,5,1,76,3,9,4,5,5,4,6,2,1,4,4,0,1,0
ENSG00000262521.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000262526.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000262528.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000262529.1,0,0,1,0,0,0,1,1,0,0,1,0,1,4,1,0,0,0
ENSG00000262533.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000262539.1,0,101,0,5,0,0,1,3,0,57,3,2,0,4,65,2,1,0
ENSG00000262543.2,0,0,0,9,0,0,5,0,0,0,0,5,0,1,2,0,0,1
ENSG00000262558.1,8,25,6,4,18,4,31,7,2,2,21,45,3,15,11,1,12,29
ENSG00000262560.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000262561.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000262566.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000262576.3,33,41,37,49,60,14,38,160,131,125,29,74,88,5,35,50,64,18
ENSG00000262580.5,70,110,65,80,40,58,522,70,6,13,474,341,248,93,129,18,91,284
ENSG00000262583.1,10,16,25,8,8,4,9,55,6,24,9,14,41,8,17,6,8,18
ENSG00000262585.1,29,24,12,137,9,53,88,57,15,5,84,66,23,56,22,9,42,56
ENSG00000262587.2,69,62,51,94,30,22,61,71,33,35,51,64,39,69,39,23,44,109
ENSG00000262609.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
ENSG00000262619.2,6,0,22,10,1,3,8,13,2,10,12,13,2,6,8,2,27,30
ENSG00000262623.1,0,0,2,0,0,1,1,0,0,0,3,1,0,0,0,0,0,0
ENSG00000262624.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000262628.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000262633.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000262636.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000262648.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000262651.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000262652.1,0,3,10,4,1,1,4,7,0,2,7,9,1,0,6,4,8,9
ENSG00000262655.4,3924,2221,8614,9700,2876,7295,1078,3146,7269,4448,3339,5759,3689,438,2745,3564,3833,3951
ENSG00000262660.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000262662.1,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
ENSG00000262663.1,5,8,5,16,6,0,23,5,7,2,12,96,9,0,14,5,6,6
ENSG00000262664.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000262668.2,0,0,0,0,1,0,0,3,0,0,1,1,0,0,3,1,0,0
ENSG00000262678.1,4,4,5,8,8,1,12,5,3,2,6,13,0,5,1,1,7,11
ENSG00000262681.2,2,2,4,0,0,1,1,2,0,2,2,7,1,2,0,0,2,18
ENSG00000262686.1,2,7,5,5,7,3,10,5,6,7,17,14,6,8,4,2,8,13
ENSG00000262691.1,25,25,77,45,19,22,47,89,29,23,105,40,54,76,32,9,29,248
ENSG00000262692.1,12,8,17,22,10,10,29,12,6,4,32,21,9,14,25,4,8,13
ENSG00000262693.1,0,3,1,7,0,1,0,2,0,0,3,6,0,0,2,0,3,4
ENSG00000262700.1,4,2,6,4,1,1,3,4,1,0,3,9,0,4,3,6,1,1
ENSG00000262703.1,7,3,1,11,3,0,15,2,1,3,13,4,1,3,6,2,9,12
ENSG00000262708.1,0,1,0,0,0,0,0,2,0,0,2,0,1,0,0,2,0,0
ENSG00000262712.1,33,8,17,29,15,14,38,28,9,12,38,15,11,15,12,9,25,22
ENSG00000262714.1,33,103,3,155,7,51,58,75,0,44,14,16,25,76,80,3,13,186
ENSG00000262721.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000262728.6,3,1,6,9,5,2,11,10,4,5,23,18,5,6,3,2,5,10
ENSG00000262730.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000262732.1,3,2,6,1,1,0,1,1,2,3,4,2,1,2,0,2,3,4
ENSG00000262759.1,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
ENSG00000262766.1,13,18,31,38,12,4,48,40,17,25,36,51,12,14,22,5,22,40
ENSG00000262768.2,0,0,0,5,1,0,2,1,0,0,0,0,5,10,0,1,1,1
ENSG00000262769.1,0,2,2,1,0,0,2,3,1,1,0,0,4,1,1,0,2,1
ENSG00000262772.2,117,89,52,139,13,38,74,6,20,26,503,33,111,162,45,77,20,101
ENSG00000262777.1,3,11,4,23,4,0,19,8,4,2,16,14,2,7,2,1,6,11
ENSG00000262786.1,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0
ENSG00000262791.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000262801.6,0,1,1,3,0,0,0,0,0,0,1,0,1,1,0,0,1,1
ENSG00000262803.1,2,0,1,0,0,0,2,1,0,0,1,0,0,0,0,0,0,1
ENSG00000262810.1,3,1,1,2,2,2,1,2,4,3,1,3,0,3,1,0,1,0
ENSG00000262814.8,301,235,344,393,383,844,326,92,5,408,537,208,499,308,164,167,255,487
ENSG00000262815.1,0,0,1,1,0,0,0,2,0,0,3,0,0,0,1,0,0,0
ENSG00000262818.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000262823.1,34,61,8,98,22,5,37,55,21,35,25,122,27,83,21,8,30,49
ENSG00000262831.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000262833.1,3,0,9,2,1,0,3,2,1,0,3,0,1,1,1,0,6,5
ENSG00000262837.1,0,0,9,0,0,0,4,6,2,1,2,5,1,2,3,0,3,2
ENSG00000262848.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000262855.1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0
ENSG00000262869.1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000262870.1,0,1,2,1,1,1,1,1,1,0,2,1,0,0,1,3,1,2
ENSG00000262873.2,32,6,17,31,2,16,10,28,4,3,45,14,22,15,20,7,11,14
