,SampleType,Gene,Expression,LogExpression
56,Tumor,MAGEA1,0.6889,0.22760393569658782
57,Tumor,MAGEA1,0.0,0.0
58,Tumor,MAGEA1,0.0,0.0
59,Tumor,MAGEA1,0.0,0.0
60,Tumor,MAGEA1,0.0,0.0
61,Tumor,MAGEA1,0.0,0.0
62,Tumor,MAGEA1,0.0,0.0
63,Tumor,MAGEA1,0.0,0.0
64,Tumor,MAGEA1,0.0,0.0
65,Tumor,MAGEA1,0.0,0.0
66,Tumor,MAGEA1,0.0,0.0
67,Tumor,MAGEA1,0.0,0.0
68,Tumor,MAGEA1,0.0,0.0
69,Tumor,MAGEA1,0.0457,0.019407108018883387
70,Tumor,MAGEA1,0.0,0.0
71,Tumor,MAGEA1,0.0,0.0
72,Tumor,MAGEA1,0.0,0.0
73,Tumor,MAGEA1,0.0,0.0
74,Tumor,MAGEA1,0.0,0.0
75,Tumor,MAGEA1,0.0,0.0
76,Tumor,MAGEA1,0.0,0.0
77,Tumor,MAGEA1,0.0,0.0
78,Tumor,MAGEA1,0.0683,0.028693228393916106
79,Tumor,MAGEA1,0.0,0.0
80,Tumor,MAGEA1,0.0449,0.019074729177898687
81,Tumor,MAGEA1,0.0869,0.03618958875419926
82,Tumor,MAGEA1,0.0377,0.016071816734023924
83,Tumor,MAGEA1,0.0,0.0
84,Tumor,MAGEA1,0.4509,0.16163748070459036
85,Tumor,MAGEA1,0.0,0.0
86,Tumor,MAGEA1,0.0,0.0
87,Tumor,MAGEA1,0.0,0.0
88,Tumor,MAGEA1,0.0,0.0
89,Tumor,MAGEA1,0.0,0.0
90,Tumor,MAGEA1,0.0,0.0
91,Tumor,MAGEA1,0.0,0.0
92,Tumor,MAGEA1,0.0,0.0
93,Tumor,MAGEA1,0.0,0.0
94,Tumor,MAGEA1,0.0,0.0
95,Tumor,MAGEA1,0.0,0.0
96,Tumor,MAGEA1,0.0,0.0
97,Tumor,MAGEA1,0.0387,0.016490131620828144
98,Tumor,MAGEA1,0.0,0.0
99,Tumor,MAGEA1,0.0,0.0
100,Tumor,MAGEA1,0.0,0.0
101,Tumor,MAGEA1,0.0,0.0
102,Tumor,MAGEA1,0.0,0.0
103,Tumor,MAGEA1,0.0,0.0
104,Tumor,MAGEA1,0.0,0.0
105,Tumor,MAGEA1,0.0,0.0
106,Tumor,MAGEA1,0.034,0.014520538757923713
107,Tumor,MAGEA1,0.0,0.0
108,Tumor,MAGEA1,0.0,0.0
109,Tumor,MAGEA1,0.0,0.0
110,Tumor,MAGEA1,0.0,0.0
111,Tumor,MAGEA1,0.0,0.0
112,Tumor,MAGEA1,0.0643,0.027064062151045436
113,Tumor,MAGEA1,0.0,0.0
114,Tumor,MAGEA1,0.0,0.0
115,Tumor,MAGEA1,0.0,0.0
116,Tumor,MAGEA1,0.0,0.0
117,Tumor,MAGEA1,0.0,0.0
118,Tumor,MAGEA1,0.0,0.0
119,Tumor,MAGEA1,0.0,0.0
120,Tumor,MAGEA1,0.0,0.0
121,Tumor,MAGEA1,0.0,0.0
122,Tumor,MAGEA1,0.0,0.0
123,Tumor,MAGEA1,0.0,0.0
124,Tumor,MAGEA1,0.0,0.0
125,Tumor,MAGEA1,0.0,0.0
126,Tumor,MAGEA1,0.0,0.0
127,Tumor,MAGEA1,0.0,0.0
128,Tumor,MAGEA1,0.0,0.0
129,Tumor,MAGEA1,0.0,0.0
130,Tumor,MAGEA1,0.0,0.0
131,Tumor,MAGEA1,0.0,0.0
132,Tumor,MAGEA1,0.0,0.0
133,Tumor,MAGEA1,0.0,0.0
134,Tumor,MAGEA1,0.044,0.01870049866624337
135,Tumor,MAGEA1,0.0,0.0
136,Tumor,MAGEA1,0.0,0.0
137,Tumor,MAGEA1,0.0335,0.014310480963307093
138,Tumor,MAGEA1,0.0,0.0
139,Tumor,MAGEA1,0.0,0.0
140,Tumor,MAGEA1,0.0,0.0
141,Tumor,MAGEA1,0.0,0.0
142,Tumor,MAGEA1,0.0,0.0
143,Tumor,MAGEA1,0.0,0.0
144,Tumor,MAGEA1,0.0,0.0
145,Tumor,MAGEA1,0.3717,0.13725913863676764
146,Tumor,MAGEA1,0.0,0.0
147,Tumor,MAGEA1,0.0,0.0
148,Tumor,MAGEA1,0.0,0.0
149,Tumor,MAGEA1,0.0,0.0
150,Tumor,MAGEA1,0.0,0.0
151,Tumor,MAGEA1,0.0,0.0
152,Tumor,MAGEA1,0.0,0.0
153,Tumor,MAGEA1,0.0,0.0
154,Tumor,MAGEA1,0.0442,0.0187836888746968
155,Tumor,MAGEA1,0.0,0.0
156,Tumor,MAGEA1,0.0,0.0
157,Tumor,MAGEA1,0.0476,0.02019548975319459
158,Tumor,MAGEA1,0.0,0.0
159,Tumor,MAGEA1,0.0,0.0
160,Tumor,MAGEA1,0.0,0.0
161,Tumor,MAGEA1,0.0,0.0
162,Tumor,MAGEA1,0.0,0.0
163,Tumor,MAGEA1,0.0,0.0
164,Tumor,MAGEA1,0.0,0.0
165,Tumor,MAGEA1,0.0,0.0
166,Tumor,MAGEA1,0.0,0.0
167,Tumor,MAGEA1,0.0,0.0
168,Tumor,MAGEA1,0.0,0.0
169,Tumor,MAGEA1,0.0,0.0
170,Tumor,MAGEA1,0.0,0.0
171,Tumor,MAGEA1,0.0,0.0
172,Tumor,MAGEA1,0.244,0.0948203803547999
173,Tumor,MAGEA1,0.0,0.0
174,Tumor,MAGEA1,0.0,0.0
175,Tumor,MAGEA1,0.0373,0.015904377895553462
176,Tumor,MAGEA1,0.0,0.0
177,Tumor,MAGEA1,0.2137,0.08411135194067704
178,Tumor,MAGEA1,0.4183,0.1517681028951786
179,Tumor,MAGEA2,0.0,0.0
180,Tumor,MAGEA2,0.0,0.0
181,Tumor,MAGEA2,0.0,0.0
182,Tumor,MAGEA2,0.0,0.0
183,Tumor,MAGEA2,0.0,0.0
184,Tumor,MAGEA2,0.0,0.0
185,Tumor,MAGEA2,0.0,0.0
186,Tumor,MAGEA2,0.0,0.0
187,Tumor,MAGEA2,0.0,0.0
188,Tumor,MAGEA2,0.0,0.0
189,Tumor,MAGEA2,0.0,0.0
190,Tumor,MAGEA2,0.0,0.0
191,Tumor,MAGEA2,0.0,0.0
192,Tumor,MAGEA2,0.0,0.0
193,Tumor,MAGEA2,0.0,0.0
194,Tumor,MAGEA2,0.0,0.0
195,Tumor,MAGEA2,0.0,0.0
196,Tumor,MAGEA2,0.0,0.0
197,Tumor,MAGEA2,0.0,0.0
198,Tumor,MAGEA2,0.0,0.0
199,Tumor,MAGEA2,0.0,0.0
200,Tumor,MAGEA2,0.0,0.0
201,Tumor,MAGEA2,0.0,0.0
202,Tumor,MAGEA2,0.0,0.0
203,Tumor,MAGEA2,0.0,0.0
204,Tumor,MAGEA2,0.0,0.0
205,Tumor,MAGEA2,0.0,0.0
206,Tumor,MAGEA2,0.0,0.0
207,Tumor,MAGEA2,0.0,0.0
208,Tumor,MAGEA2,0.0,0.0
209,Tumor,MAGEA2,0.0,0.0
210,Tumor,MAGEA2,0.0,0.0
211,Tumor,MAGEA2,0.0,0.0
212,Tumor,MAGEA2,0.0,0.0
213,Tumor,MAGEA2,0.0,0.0
214,Tumor,MAGEA2,0.0,0.0
215,Tumor,MAGEA2,0.0,0.0
216,Tumor,MAGEA2,0.0,0.0
217,Tumor,MAGEA2,0.0,0.0
218,Tumor,MAGEA2,0.0,0.0
219,Tumor,MAGEA2,0.0,0.0
220,Tumor,MAGEA2,0.0,0.0
221,Tumor,MAGEA2,0.0,0.0
222,Tumor,MAGEA2,0.0,0.0
223,Tumor,MAGEA2,0.0,0.0
224,Tumor,MAGEA2,0.0,0.0
225,Tumor,MAGEA2,0.0,0.0
226,Tumor,MAGEA2,0.0311,0.013300786856887702
227,Tumor,MAGEA2,0.0,0.0
228,Tumor,MAGEA2,0.0,0.0
229,Tumor,MAGEA2,0.0,0.0
230,Tumor,MAGEA2,0.0,0.0
231,Tumor,MAGEA2,0.0,0.0
232,Tumor,MAGEA2,0.0,0.0
233,Tumor,MAGEA2,0.0,0.0
234,Tumor,MAGEA2,0.0,0.0
235,Tumor,MAGEA2,0.0943,0.03913639922209527
236,Tumor,MAGEA2,0.0,0.0
237,Tumor,MAGEA2,0.0,0.0
238,Tumor,MAGEA2,0.0,0.0
239,Tumor,MAGEA2,0.0,0.0
240,Tumor,MAGEA2,0.0,0.0
241,Tumor,MAGEA2,0.0,0.0
242,Tumor,MAGEA2,0.0,0.0
243,Tumor,MAGEA2,0.0,0.0
244,Tumor,MAGEA2,0.0,0.0
245,Tumor,MAGEA2,0.0,0.0
246,Tumor,MAGEA2,0.0,0.0
247,Tumor,MAGEA2,0.0,0.0
248,Tumor,MAGEA2,0.0,0.0
249,Tumor,MAGEA2,0.0,0.0
250,Tumor,MAGEA2,0.0,0.0
251,Tumor,MAGEA2,0.0,0.0
252,Tumor,MAGEA2,0.0,0.0
253,Tumor,MAGEA2,0.0,0.0
254,Tumor,MAGEA2,0.0,0.0
255,Tumor,MAGEA2,0.0,0.0
256,Tumor,MAGEA2,0.0,0.0
257,Tumor,MAGEA2,0.0,0.0
258,Tumor,MAGEA2,0.0,0.0
259,Tumor,MAGEA2,0.0,0.0
260,Tumor,MAGEA2,0.0,0.0
261,Tumor,MAGEA2,0.0,0.0
262,Tumor,MAGEA2,0.0,0.0
263,Tumor,MAGEA2,0.0,0.0
264,Tumor,MAGEA2,0.0,0.0
265,Tumor,MAGEA2,0.0,0.0
266,Tumor,MAGEA2,0.0,0.0
267,Tumor,MAGEA2,0.0,0.0
268,Tumor,MAGEA2,0.0,0.0
269,Tumor,MAGEA2,0.0,0.0
270,Tumor,MAGEA2,0.0,0.0
271,Tumor,MAGEA2,0.0,0.0
272,Tumor,MAGEA2,0.0,0.0
273,Tumor,MAGEA2,0.0,0.0
274,Tumor,MAGEA2,0.0,0.0
275,Tumor,MAGEA2,0.0,0.0
276,Tumor,MAGEA2,0.0,0.0
277,Tumor,MAGEA2,0.0,0.0
278,Tumor,MAGEA2,0.0,0.0
279,Tumor,MAGEA2,0.0,0.0
280,Tumor,MAGEA2,0.0,0.0
281,Tumor,MAGEA2,0.0,0.0
282,Tumor,MAGEA2,0.0,0.0
283,Tumor,MAGEA2,0.0,0.0
284,Tumor,MAGEA2,0.0,0.0
285,Tumor,MAGEA2,0.0,0.0
286,Tumor,MAGEA2,0.0,0.0
287,Tumor,MAGEA2,0.0253,0.010850957373922863
288,Tumor,MAGEA2,0.0,0.0
289,Tumor,MAGEA2,0.0,0.0
290,Tumor,MAGEA2,0.0,0.0
291,Tumor,MAGEA2,0.0,0.0
292,Tumor,MAGEA2,0.0,0.0
293,Tumor,MAGEA2,0.0,0.0
294,Tumor,MAGEA2,0.0,0.0
295,Tumor,MAGEA2,0.0,0.0
296,Tumor,MAGEA2,0.0,0.0
297,Tumor,MAGEA2,0.0,0.0
298,Tumor,MAGEA2,0.0,0.0
299,Tumor,MAGEA2,0.0,0.0
300,Tumor,MAGEA2,0.0,0.0
301,Tumor,MAGEA2,0.0,0.0
302,Tumor,MAGEA2,0.0,0.0
303,Tumor,MAGEA2,0.0,0.0
304,Tumor,MAGEA2,0.0,0.0
305,Tumor,MAGEA2,0.0,0.0
306,Tumor,MAGEA2,0.0,0.0
307,Tumor,MAGEA2,0.0,0.0
308,Tumor,MAGEA2,0.0,0.0
309,Tumor,MAGEA2,0.0,0.0
310,Tumor,MAGEA2,0.0,0.0
311,Tumor,MAGEA2,0.1405,0.057095289612667396
312,Tumor,MAGEA2,0.0,0.0
313,Tumor,MAGEA2,0.0,0.0
314,Tumor,MAGEA2,0.0,0.0
315,Tumor,MAGEA2,0.0,0.0
316,Tumor,MAGEA2,0.0,0.0
317,Tumor,MAGEA2,0.0,0.0
318,Tumor,MAGEA2,0.0,0.0
319,Tumor,MAGEA2,0.0,0.0
320,Tumor,MAGEA2,0.0,0.0
321,Tumor,MAGEA2,0.0,0.0
322,Tumor,MAGEA2,0.0,0.0
323,Tumor,MAGEA2,0.0,0.0
324,Tumor,MAGEA2,0.0,0.0
325,Tumor,MAGEA2,0.0,0.0
326,Tumor,MAGEA2,0.0,0.0
327,Tumor,MAGEA2,0.0,0.0
328,Tumor,MAGEA2,0.0,0.0
329,Tumor,MAGEA2,0.0,0.0
330,Tumor,MAGEA2,0.0,0.0
331,Tumor,MAGEA2,0.0,0.0
332,Tumor,MAGEA2,0.0,0.0
333,Tumor,MAGEA2,0.0,0.0
334,Tumor,MAGEA2,0.0,0.0
335,Tumor,MAGEA2,0.0,0.0
336,Tumor,MAGEA2,0.0,0.0
337,Tumor,MAGEA2,0.0,0.0
338,Tumor,MAGEA2,0.0,0.0
339,Tumor,MAGEA2,0.0,0.0
340,Tumor,MAGEA2,0.0,0.0
341,Tumor,MAGEA2,0.0,0.0
342,Tumor,MAGEA2,0.0,0.0
343,Tumor,MAGEA2,0.0,0.0
344,Tumor,MAGEA2,0.0,0.0
345,Tumor,MAGEA2,0.0,0.0
346,Tumor,MAGEA2,0.0,0.0
347,Tumor,MAGEA2,0.0,0.0
348,Tumor,MAGEA2,0.0,0.0
349,Tumor,MAGEA2,0.0,0.0
350,Tumor,MAGEA2,0.0,0.0
351,Tumor,MAGEA2,0.0,0.0
352,Tumor,MAGEA2,0.0,0.0
353,Tumor,MAGEA2,0.0,0.0
354,Tumor,MAGEA2,0.0,0.0
355,Tumor,MAGEA2,0.0,0.0
356,Tumor,MAGEA2,0.0,0.0
357,Tumor,MAGEA2,0.0,0.0
358,Tumor,MAGEA2B,0.0,0.0
359,Tumor,MAGEA2B,0.0,0.0
360,Tumor,MAGEA2B,0.0,0.0
361,Tumor,MAGEA2B,0.0,0.0
362,Tumor,MAGEA2B,0.0,0.0
363,Tumor,MAGEA2B,0.0,0.0
364,Tumor,MAGEA2B,0.0,0.0
365,Tumor,MAGEA2B,0.0,0.0
366,Tumor,MAGEA2B,0.0,0.0
367,Tumor,MAGEA2B,0.0,0.0
368,Tumor,MAGEA2B,0.0,0.0
369,Tumor,MAGEA2B,0.0,0.0
370,Tumor,MAGEA2B,0.0,0.0
371,Tumor,MAGEA2B,0.0,0.0
372,Tumor,MAGEA2B,0.0,0.0
373,Tumor,MAGEA2B,0.0,0.0
374,Tumor,MAGEA2B,0.0,0.0
375,Tumor,MAGEA2B,0.0,0.0
376,Tumor,MAGEA2B,0.0,0.0
377,Tumor,MAGEA2B,0.0,0.0
378,Tumor,MAGEA2B,0.0,0.0
379,Tumor,MAGEA2B,0.0,0.0
380,Tumor,MAGEA2B,0.0,0.0
381,Tumor,MAGEA2B,0.0,0.0
382,Tumor,MAGEA2B,0.0,0.0
383,Tumor,MAGEA2B,0.0,0.0
384,Tumor,MAGEA2B,0.0,0.0
385,Tumor,MAGEA2B,0.0,0.0
386,Tumor,MAGEA2B,0.0,0.0
387,Tumor,MAGEA2B,0.0,0.0
388,Tumor,MAGEA2B,0.0,0.0
389,Tumor,MAGEA2B,0.0,0.0
390,Tumor,MAGEA2B,0.0,0.0
391,Tumor,MAGEA2B,0.0,0.0
392,Tumor,MAGEA2B,0.0,0.0
393,Tumor,MAGEA2B,0.0,0.0
394,Tumor,MAGEA2B,0.0,0.0
395,Tumor,MAGEA2B,0.0,0.0
396,Tumor,MAGEA2B,0.0,0.0
397,Tumor,MAGEA2B,0.0,0.0
398,Tumor,MAGEA2B,0.0,0.0
399,Tumor,MAGEA2B,0.0,0.0
400,Tumor,MAGEA2B,0.0,0.0
401,Tumor,MAGEA2B,0.0,0.0
402,Tumor,MAGEA2B,0.0,0.0
403,Tumor,MAGEA2B,0.0,0.0
404,Tumor,MAGEA2B,0.0,0.0
405,Tumor,MAGEA2B,0.0,0.0
406,Tumor,MAGEA2B,0.0,0.0
407,Tumor,MAGEA2B,0.0,0.0
408,Tumor,MAGEA2B,0.0,0.0
409,Tumor,MAGEA2B,0.0301,0.012879387171289813
410,Tumor,MAGEA2B,0.0,0.0
411,Tumor,MAGEA2B,0.0,0.0
412,Tumor,MAGEA2B,0.0,0.0
413,Tumor,MAGEA2B,0.0,0.0
414,Tumor,MAGEA2B,0.0,0.0
415,Tumor,MAGEA2B,0.0,0.0
416,Tumor,MAGEA2B,0.0,0.0
417,Tumor,MAGEA2B,0.0,0.0
418,Tumor,MAGEA2B,0.0,0.0
419,Tumor,MAGEA2B,0.0,0.0
420,Tumor,MAGEA2B,0.0,0.0
421,Tumor,MAGEA2B,0.0,0.0
422,Tumor,MAGEA2B,0.0,0.0
423,Tumor,MAGEA2B,0.0,0.0
424,Tumor,MAGEA2B,0.0,0.0
425,Tumor,MAGEA2B,0.0,0.0
426,Tumor,MAGEA2B,0.0,0.0
427,Tumor,MAGEA2B,0.0,0.0
428,Tumor,MAGEA2B,0.0,0.0
429,Tumor,MAGEA2B,0.0,0.0
430,Tumor,MAGEA2B,0.0,0.0
431,Tumor,MAGEA2B,0.0,0.0
432,Tumor,MAGEA2B,0.0,0.0
433,Tumor,MAGEA2B,0.0,0.0
434,Tumor,MAGEA2B,0.0,0.0
435,Tumor,MAGEA2B,0.0,0.0
436,Tumor,MAGEA2B,0.0,0.0
437,Tumor,MAGEA2B,0.0,0.0
438,Tumor,MAGEA2B,0.0,0.0
439,Tumor,MAGEA2B,0.0,0.0
440,Tumor,MAGEA2B,0.0,0.0
441,Tumor,MAGEA2B,0.0,0.0
442,Tumor,MAGEA2B,0.0,0.0
443,Tumor,MAGEA2B,0.0,0.0
444,Tumor,MAGEA2B,0.0,0.0
445,Tumor,MAGEA2B,0.0,0.0
446,Tumor,MAGEA2B,0.0,0.0
447,Tumor,MAGEA2B,0.0,0.0
448,Tumor,MAGEA2B,0.0,0.0
449,Tumor,MAGEA2B,0.0,0.0
450,Tumor,MAGEA2B,0.0,0.0
451,Tumor,MAGEA2B,0.0,0.0
452,Tumor,MAGEA2B,0.0,0.0
453,Tumor,MAGEA2B,0.0,0.0
454,Tumor,MAGEA2B,0.0,0.0
455,Tumor,MAGEA2B,0.0,0.0
456,Tumor,MAGEA2B,0.0,0.0
457,Tumor,MAGEA2B,0.0,0.0
458,Tumor,MAGEA2B,0.0,0.0
459,Tumor,MAGEA2B,0.0,0.0
460,Tumor,MAGEA2B,0.0,0.0
461,Tumor,MAGEA2B,0.0,0.0
462,Tumor,MAGEA2B,0.0,0.0
463,Tumor,MAGEA2B,0.0,0.0
464,Tumor,MAGEA2B,0.0,0.0
465,Tumor,MAGEA2B,0.0,0.0
466,Tumor,MAGEA2B,0.0,0.0
467,Tumor,MAGEA2B,0.0,0.0
468,Tumor,MAGEA2B,0.0,0.0
469,Tumor,MAGEA2B,0.0,0.0
470,Tumor,MAGEA2B,0.0,0.0
471,Tumor,MAGEA2B,0.0,0.0
472,Tumor,MAGEA2B,0.0,0.0
473,Tumor,MAGEA2B,0.0,0.0
474,Tumor,MAGEA2B,0.0,0.0
475,Tumor,MAGEA2B,0.0,0.0
476,Tumor,MAGEA2B,0.0,0.0
477,Tumor,MAGEA2B,0.0,0.0
478,Tumor,MAGEA2B,0.0,0.0
479,Tumor,MAGEA2B,0.0,0.0
480,Tumor,MAGEA2B,0.0,0.0
481,Tumor,MAGEA2B,0.0,0.0
482,Tumor,MAGEA2B,0.0,0.0
483,Tumor,MAGEA2B,0.0,0.0
484,Tumor,MAGEA2B,0.0,0.0
485,Tumor,MAGEA2B,0.0,0.0
486,Tumor,MAGEA2B,0.0,0.0
487,Tumor,MAGEA2B,0.0,0.0
488,Tumor,MAGEA2B,0.0,0.0
489,Tumor,MAGEA2B,0.0,0.0
490,Tumor,MAGEA2B,0.022,0.009450895798693935
491,Tumor,MAGEA2B,0.0,0.0
492,Tumor,MAGEA2B,0.0,0.0
493,Tumor,MAGEA2B,0.0,0.0
494,Tumor,MAGEA2B,0.0,0.0
495,Tumor,MAGEA2B,0.0,0.0
496,Tumor,MAGEA2B,0.0,0.0
497,Tumor,MAGEA2B,0.0,0.0
498,Tumor,MAGEA2B,0.0,0.0
499,Tumor,MAGEA2B,0.0,0.0
500,Tumor,MAGEA2B,0.0,0.0
501,Tumor,MAGEA2B,0.0,0.0
502,Tumor,MAGEA2B,0.0,0.0
503,Tumor,MAGEA2B,0.0,0.0
504,Tumor,MAGEA2B,0.0,0.0
505,Tumor,MAGEA2B,0.0,0.0
506,Tumor,MAGEA2B,0.0,0.0
507,Tumor,MAGEA2B,0.0,0.0
508,Tumor,MAGEA2B,0.0,0.0
509,Tumor,MAGEA2B,0.0,0.0
510,Tumor,MAGEA2B,0.0,0.0
511,Tumor,MAGEA2B,0.0,0.0
512,Tumor,MAGEA2B,0.0,0.0
513,Tumor,MAGEA2B,0.0,0.0
514,Tumor,MAGEA2B,0.0,0.0
515,Tumor,MAGEA2B,0.0,0.0
516,Tumor,MAGEA2B,0.0,0.0
517,Tumor,MAGEA2B,0.0,0.0
518,Tumor,MAGEA2B,0.0,0.0
519,Tumor,MAGEA2B,0.0,0.0
520,Tumor,MAGEA2B,0.0,0.0
521,Tumor,MAGEA2B,0.0,0.0
522,Tumor,MAGEA2B,0.0,0.0
523,Tumor,MAGEA2B,0.0,0.0
524,Tumor,MAGEA2B,0.0,0.0
525,Tumor,MAGEA2B,0.0,0.0
526,Tumor,MAGEA2B,0.0,0.0
527,Tumor,MAGEA2B,0.0,0.0
528,Tumor,MAGEA2B,0.0,0.0
529,Tumor,MAGEA2B,0.0,0.0
530,Tumor,MAGEA2B,0.0,0.0
531,Tumor,MAGEA2B,0.0,0.0
532,Tumor,MAGEA2B,0.0,0.0
533,Tumor,MAGEA2B,0.0,0.0
534,Tumor,MAGEA2B,0.0,0.0
535,Tumor,MAGEA2B,0.0,0.0
536,Tumor,MAGEA2B,0.0,0.0
537,Tumor,MAGEA3,0.0,0.0
538,Tumor,MAGEA3,0.0,0.0
539,Tumor,MAGEA3,0.0,0.0
540,Tumor,MAGEA3,0.0,0.0
541,Tumor,MAGEA3,0.0,0.0
542,Tumor,MAGEA3,0.0,0.0
543,Tumor,MAGEA3,0.0,0.0
544,Tumor,MAGEA3,0.0,0.0
545,Tumor,MAGEA3,0.0,0.0
546,Tumor,MAGEA3,0.0,0.0
547,Tumor,MAGEA3,0.0,0.0
548,Tumor,MAGEA3,0.0,0.0
549,Tumor,MAGEA3,0.0,0.0
550,Tumor,MAGEA3,0.0495,0.020982442918419282
551,Tumor,MAGEA3,0.6792,0.22510242557434404
552,Tumor,MAGEA3,0.0511,0.02164403608744307
553,Tumor,MAGEA3,0.0,0.0
554,Tumor,MAGEA3,0.0,0.0
555,Tumor,MAGEA3,0.0,0.0
556,Tumor,MAGEA3,0.0,0.0
557,Tumor,MAGEA3,0.0,0.0
558,Tumor,MAGEA3,0.0,0.0
559,Tumor,MAGEA3,0.0,0.0
560,Tumor,MAGEA3,0.0,0.0
561,Tumor,MAGEA3,0.0,0.0
562,Tumor,MAGEA3,0.0,0.0
563,Tumor,MAGEA3,0.0,0.0
564,Tumor,MAGEA3,0.0,0.0
565,Tumor,MAGEA3,0.0,0.0
566,Tumor,MAGEA3,0.0496,0.021023822031585093
567,Tumor,MAGEA3,0.0355,0.015150103229471438
568,Tumor,MAGEA3,0.0,0.0
569,Tumor,MAGEA3,0.0,0.0
570,Tumor,MAGEA3,0.0,0.0
571,Tumor,MAGEA3,0.0,0.0
572,Tumor,MAGEA3,0.0,0.0
573,Tumor,MAGEA3,0.5757,0.19747353501477677
574,Tumor,MAGEA3,0.0,0.0
575,Tumor,MAGEA3,0.0,0.0
576,Tumor,MAGEA3,0.0,0.0
577,Tumor,MAGEA3,0.0,0.0
578,Tumor,MAGEA3,0.0,0.0
579,Tumor,MAGEA3,0.0,0.0
580,Tumor,MAGEA3,0.0,0.0
581,Tumor,MAGEA3,4.5198,0.7419233421368168
582,Tumor,MAGEA3,0.0,0.0
583,Tumor,MAGEA3,0.0,0.0
584,Tumor,MAGEA3,0.0,0.0
585,Tumor,MAGEA3,0.0,0.0
586,Tumor,MAGEA3,0.0,0.0
587,Tumor,MAGEA3,0.0,0.0
588,Tumor,MAGEA3,0.0,0.0
589,Tumor,MAGEA3,0.0,0.0
590,Tumor,MAGEA3,0.0,0.0
591,Tumor,MAGEA3,0.0,0.0
592,Tumor,MAGEA3,0.0,0.0
593,Tumor,MAGEA3,48.0458,1.6906018228286732
594,Tumor,MAGEA3,0.0,0.0
595,Tumor,MAGEA3,0.0,0.0
596,Tumor,MAGEA3,0.0,0.0
597,Tumor,MAGEA3,0.0,0.0
598,Tumor,MAGEA3,0.0,0.0
599,Tumor,MAGEA3,0.0,0.0
600,Tumor,MAGEA3,0.0,0.0
601,Tumor,MAGEA3,0.0,0.0
602,Tumor,MAGEA3,0.0,0.0
603,Tumor,MAGEA3,0.0,0.0
604,Tumor,MAGEA3,0.0,0.0
605,Tumor,MAGEA3,0.0,0.0
606,Tumor,MAGEA3,0.0,0.0
607,Tumor,MAGEA3,2.5762,0.5534217988452255
608,Tumor,MAGEA3,3.5653,0.6594693216432974
609,Tumor,MAGEA3,0.0,0.0
610,Tumor,MAGEA3,0.0,0.0
611,Tumor,MAGEA3,0.0,0.0
612,Tumor,MAGEA3,0.0,0.0
