,MAGEC2,TRO,MAGEB2,MAGED2,MAGEB4,MAGEA9,MAGEA10,TRIM28,MAGEA4,MAGED4,MAGEC1,MAGEA8,MAGEC3,MAGEB6,MAGEB18,MAGEF1,MAGEB10,MAGED1,NDN,MAGEB17,MAGEA2B,NSMCE3,MAGEA11,MAGEE2,MAGED4B,MAGEH1,MAGEB5,MAGEB16,MAGEA6,MAGEA1,MAGEB3,CSAG1,MAGEE1,MAGEA12,MAGEB1,MAGEA3,MAGEA7P,MAGEA5,CSAG4,MAGEL2,MAGEA10-MAGEA5,MAGEA9B,MAGEA2,CSAG2,CSAG3,year_of_birth
count,179.0,179.0,179.0,179.0,179.0,179.0,179.0,179.0,179.0,179.0,179.0,179.0,179.0,179.0,179.0,179.0,179.0,179.0,179.0,179.0,179.0,179.0,179.0,179.0,179.0,179.0,179.0,179.0,179.0,179.0,179.0,179.0,179.0,179.0,179.0,179.0,179.0,179.0,179.0,179.0,179.0,179.0,179.0,179.0,179.0,179.0
mean,0.025978212290502792,8.927309497206705,0.11412625698324022,149.22088938547486,0.0024960893854748603,0.0035653631284916208,0.06716089385474859,68.48091899441341,0.13651731843575418,0.021645810055865924,0.0060664804469273735,0.12091787709497208,0.07423743016759778,0.0021748603351955304,0.0029670391061452513,45.37753854748604,0.004780446927374302,56.3340502793296,26.843194972067035,0.2733983240223464,0.00029106145251396647,8.92790782122905,0.0713391061452514,0.6963581005586592,0.02736033519553073,37.176355865921785,0.03351173184357542,0.0036162011173184357,0.335191061452514,0.02864804469273743,0.0007273743016759775,0.301808938547486,1.921010055865922,0.1774536312849162,0.0022720670391061454,0.42402849162011175,0.009773743016759776,0.15962849162011172,0.006851955307262569,0.8827251396648044,0.14085474860335195,0.047765363128491625,0.0016268156424581006,0.03236145251396647,0.09211843575418993,1952.4022346368715
std,0.10804051791523804,3.092890279964366,0.9747995892749041,37.04846481897246,0.009759238568155191,0.023752072086001965,0.16684436107243344,19.225396149013186,1.086134475855637,0.035819297130910914,0.033666487094341925,0.10489498769082801,0.15926622647153557,0.013066020101798767,0.013345658623882288,15.125874219646343,0.014552937377587647,18.1694141619098,9.003113853040919,1.3496584002467917,0.002779181936789202,2.339082814234801,0.4943541595772522,0.44761600364343557,0.03474353131773364,11.312757118766841,0.11161145850932741,0.017527712089870494,2.7370449942992496,0.10360594498407391,0.007549646864991636,1.5816179496590514,0.8192642757339154,1.4952430734434323,0.014849405151176756,3.6952343549349638,0.030851963187783264,0.21581054535642552,0.040752069418443414,0.5657905002800447,0.1937082696410354,0.33123210271982806,0.012931607320545586,0.2108437443154989,0.3428771559850779,10.878036604626882
min,0.0,2.4086,0.0,48.4799,0.0,0.0,0.0,24.9719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.973,0.0,15.0839,5.4862,0.0,0.0,2.0146,0.0,0.0,0.0,10.6963,0.0,0.0,0.0,0.0,0.0,0.0,0.2368,0.0,0.0,0.0,0.0,0.0,0.0,0.0375,0.0,0.0,0.0,0.0,0.0,1932.0
25%,0.0,6.70895,0.0,129.64249999999998,0.0,0.0,0.0,56.1162,0.0,0.0,0.0,0.055900000000000005,0.0,0.0,0.0,37.2578,0.0,42.306,20.26735,0.0,0.0,7.42685,0.0,0.41175,0.0,28.66435,0.0,0.0,0.0,0.0,0.0,0.0,1.38295,0.0,0.0,0.0,0.0,0.0,0.0,0.4784,0.0,0.0,0.0,0.0,0.0,1946.0
50%,0.0,8.7062,0.0,146.4051,0.0,0.0,0.0289,64.8056,0.0,0.0133,0.0,0.0983,0.0416,0.0,0.0,42.9025,0.0,55.6694,27.0355,0.0562,0.0,8.8295,0.0,0.5952,0.0173,37.076,0.0,0.0,0.0,0.0,0.0,0.1079,1.8258,0.0,0.0,0.0,0.0,0.0889,0.0,0.7648,0.0688,0.0,0.0,0.0,0.0,1952.0
75%,0.0,11.00135,0.0,173.353,0.0,0.0,0.0703,78.5336,0.0,0.02685,0.0,0.16720000000000002,0.0865,0.0,0.0,51.244299999999996,0.0,66.94605,32.58785,0.15460000000000002,0.0,10.29735,0.0,0.9339,0.0332,45.3605,0.0,0.0,0.0,0.0,0.0,0.21505000000000002,2.3326000000000002,0.03905,0.0,0.0,0.0,0.21585,0.0,1.09955,0.19030000000000002,0.0,0.0,0.0,0.07705000000000001,1957.0
max,1.047,16.1447,12.6468,238.6172,0.0605,0.2953,1.932,143.5558,13.5287,0.2423,0.4197,0.6903,1.8778,0.1309,0.0989,164.8913,0.0828,112.819,50.1885,15.9233,0.0301,15.2783,4.5731,2.941,0.2537,64.8648,0.9822,0.1856,35.1995,0.7828,0.0948,20.5079,5.691,19.4127,0.162,48.0458,0.1753,1.6462,0.289,3.0644,1.1142,3.3684,0.1405,2.6714,3.8201,1985.0
