,MAGEA1,MAGEA2,MAGEA2B,MAGEA3,MAGEA4,MAGEA5,MAGEA6,MAGEA7P,MAGEA8,MAGEA9,MAGEA9B,MAGEA10,MAGEA11,MAGEA12,MAGEB1,MAGEB2,MAGEB3,MAGEB4,MAGEB5,MAGEB6,MAGEB10,MAGEB16,MAGEB17,MAGEB18,MAGEC1,MAGEC2,MAGEC3,MAGED1,MAGED2,TRO,MAGED4,MAGED4B,MAGEE1,MAGEE2,MAGEF1,MAGEH1,MAGEL2,CSAG1,CSAG2,CSAG3,CSAG4,TRIM28,NDN
MAGED4B,0.029564272350340877,0.013888126481101498,0.002040081728961514,0.010747560305897885,0.00418090319779204,-0.12434245632158111,0.07690731258461111,0.05175965072794766,-0.04253298662556642,-0.027041889016229403,0.031209950022401994,-0.059073934267679026,0.019346167588158512,0.014405876519567143,0.0231433205279423,-0.017526922449396704,0.06131457261684671,0.023101998596077273,0.06113128514848502,0.21609899455596546,-0.07865406796805313,0.13250429794951038,0.30073505599026884,0.16879519871014867,-0.07372697957171431,0.015998669352798398,0.06381363474467498,0.7151948863910226,0.10954881817088695,0.3233164925881117,0.8355173729238411,1.0,0.1904127178286661,0.19287006889252623,0.38949436443781965,0.2766691696256136,0.10446016416287943,-0.055684824773047446,0.1615015126599936,0.17113903265332608,0.004912274260295242,0.43792350472498176,0.015673558449786802
MAGEE1,0.058371055405751486,-0.10335038855797178,-0.009928463039046287,0.02853350079889578,0.051872401006558655,-0.02304385966536526,0.3999181302755305,0.1341564181834931,-0.013250040630760693,-0.015173241137440445,-0.024788317273974177,-0.00924476239514848,0.08632092162466487,-0.1213582189196499,0.011420608416715494,0.08366704102602406,0.1075728249970253,0.11239777189049183,0.022836989372103107,0.08505042957440234,-0.030823348424254316,0.1005048214553344,-0.009643538464527767,0.02926604999798912,0.061942810360118394,0.07552939585422391,0.289978351208106,0.10523214214000226,0.023221615363931813,0.13723579323880533,0.19057088026140345,0.1904127178286661,1.0,0.17161012967804973,0.08335448243385532,0.2654348945160631,0.1503037585947015,-0.13493868469728681,0.03014634968901824,0.03465002607936031,0.03135940223194207,-0.0557579885668302,0.2630357340080529
MAGEE2,0.05147305572558892,-0.0634432202356491,-0.07204453960674027,-0.04219225114900892,0.025593178420269525,-0.035001187202922994,0.05921370108375563,-0.006239980688895072,-0.06239926095598263,-0.0785730982960802,-0.04639094636828294,-0.09527382771190135,-0.030448278490419235,-0.10214510919762043,0.11534935686652209,-0.05304056501037457,0.13700561719331006,0.20994543483895003,-0.02449287446156756,-0.005623882028512467,-0.007560991141065716,0.13563558856437513,0.09123069223921275,-0.030834289222519604,-0.04922752748581388,0.021026932414079026,-0.08907323880307526,0.21579002374540987,0.10776409943548838,0.05070530068210859,0.14774229116434792,0.19287006889252623,0.17161012967804973,1.0,0.136356456963745,0.3277682398310083,-0.01037100385153376,-0.07386344398111538,0.21480964420647514,0.2236680997551027,-0.09486844622311069,0.01677026828342009,0.1134735313511142
MAGEF1,0.006553102917005351,-0.05921068012628183,-0.06723978448192731,-0.07350956066877407,-0.0049151028958103835,0.045814872469661476,-0.02422233478456571,-0.041073581168820955,-0.02558391629375556,-0.09600011080706197,-0.11056753728949174,-0.0022633052365722654,-0.027153606549106913,-0.03354998056632092,0.025509259094064443,-0.05375578385014158,0.06858125049134828,0.026706285469711943,-0.0232173794708454,0.14380523274188337,0.006539069043008803,0.08275350353379797,0.22926472526846978,0.0417994832235024,-0.06340259207438574,-0.002794655974399355,-0.09147139243729376,0.4451801576857356,-0.02022835373090337,0.1509804914899072,0.3798525189115256,0.38949436443781965,0.08335448243385532,0.136356456963745,1.0,0.14809926680706917,-0.029448813422745454,-0.10740101111722675,-0.08879952233480302,-0.0775882454050677,0.016099688001008087,0.40490662957653084,-0.05822857707975616
MAGEH1,0.028500967228023342,-0.09771191454555911,0.028189452159291098,0.042569921225370226,0.005271746286133714,-0.03777433927056793,0.16966418026406255,-0.054894191517447365,0.06290510913546066,0.019862492780980453,0.028037667971411273,-0.023874349295655163,-0.006424193753211836,-0.0005611003537258793,-0.059860419601974184,-0.0700917650805017,0.1606691298891362,0.14176114371614648,0.10584135598404722,0.21695893186433926,0.048183574714162736,0.1991254900323456,0.022096892558511334,0.11897077111344789,0.003976238349825582,0.029376340503191496,0.07072868465390907,0.21995320772069785,0.3974356087357065,0.3380248976580907,0.23002767135332286,0.2766691696256136,0.2654348945160631,0.3277682398310083,0.14809926680706917,1.0,0.1964060026740167,0.03316040414788819,0.06815972454474349,0.05511740893734872,-0.003324137485840681,0.0674696404809928,0.262235650432057
MAGEL2,0.03196323771178134,-0.08220462526917825,0.3086935315038686,0.022069405063215905,0.02753658883106033,-0.03300301292901524,0.13830798759369914,0.02146561168809555,0.7152603653824818,0.8042454595510341,0.38906541123270083,0.1624480763681901,0.06014888204367309,-0.14113927956872294,-0.08219300076885912,-0.024918973930772664,-0.021870177315795433,-0.024977447493462143,0.05334902943788555,0.047386601923318276,-0.04473131888568871,0.06418758787092775,0.1809868572731239,0.00929946335550069,0.036977549017875304,0.04231610696746282,0.25582402505499585,0.14531859405905367,0.6423591391631897,0.7250286189792124,0.07968648707322579,0.10446016416287943,0.1503037585947015,-0.01037100385153376,-0.029448813422745454,0.1964060026740167,1.0,-0.13822439221381685,0.11811999244768441,0.04075385094400179,-0.09461374471879228,0.1479729466135355,0.671582838614807
CSAG1,0.09232311644498921,-0.03628340689960665,-0.057787815988696735,0.478204156258589,0.08667006879411537,-0.05973802861997988,-0.011961811673165925,-0.07096338139742621,-0.06123023115532117,-0.08349543978162646,-0.04720626109076393,0.07973504462999359,0.12836122710334757,0.9073998006555705,0.057055053518541815,0.15776888134694322,-0.06969748799777603,-0.011063621041262163,0.107126547904884,-0.09444663077446208,-0.07980432152041216,-0.06493884718086183,-0.10398125861477817,-0.051031878088502076,-0.043990558946871094,0.08724152867582312,-0.17037876809591143,-0.1375781414071719,-0.001961859741119162,-0.11879764472670809,0.005379102536530297,-0.055684824773047446,-0.13493868469728681,-0.07386344398111538,-0.10740101111722675,0.03316040414788819,-0.13822439221381685,1.0,0.017481582545914094,0.029849852685051734,0.2994302606638757,-0.03664958292755357,-0.06499493440869744
CSAG2,0.012846673809416512,-0.0011853108446237205,0.31261827687270033,0.018997603782859723,0.0046464602414789885,-0.01835723919551587,0.16895682070330442,-0.029722172108740372,-0.036895074709773594,0.2615938934782178,0.39139400520542295,0.1966307129555893,-0.008860993636538353,0.012832952446778198,-0.04872454265888736,-0.013337721875177603,-0.03363248052257073,0.3692027155407283,-0.015077378392117119,-0.026535218288111194,-0.020002381865113123,-0.0017964282483871603,0.41440720118727553,0.0020241436735981212,0.002291311372247204,0.009049159282896261,0.17374128533084893,0.30799632035603086,0.3139353014113129,0.19487278352477636,0.147988308236724,0.1615015126599936,0.03014634968901824,0.21480964420647514,-0.08879952233480302,0.06815972454474349,0.11811999244768441,0.017481582545914094,1.0,0.9347536624614861,-0.017444103991460774,0.11206384025373756,0.09120691023017036
CSAG3,0.0573243391799096,-0.016713243838589555,0.10517688222224904,-0.016147066830278983,0.05476656159028145,-0.022169661068084413,0.09470019751815033,-0.029585165480367194,-0.035258091619366674,0.07536218546417321,0.11872110137485932,0.05454394561952045,0.027111171225932536,0.017679220684301004,-0.05331267914790666,-0.014217964813426215,-0.040104858753947856,0.3773473327466007,-0.018368380671525047,-0.035242128206078645,-0.037596281470801275,-0.016091420408747812,0.27139685942126673,-0.026547878174758188,0.011077691650311269,0.052926281570996936,0.04788245684364552,0.3307034070375621,0.22894864168912074,0.07414366592548473,0.1425185012191999,0.17113903265332608,0.03465002607936031,0.2236680997551027,-0.0775882454050677,0.05511740893734872,0.04075385094400179,0.029849852685051734,0.9347536624614861,1.0,0.025451080264031013,0.049942266561882345,0.06047413098707416
CSAG4,-0.034993119254393114,-0.10784314819329173,-0.07925565078940601,0.08104159769648214,-0.05734365103076937,0.0626302753981818,-0.02848303124081443,0.02042218407033283,-0.06542223987021965,-0.08726009622640658,-0.05690958267195746,0.03322766919501712,-0.08014522509301508,0.2853804586272304,0.046660802259183634,0.07535756945123996,-0.07634709032272347,0.003542107219484934,0.020501899210659737,-0.1296547467927371,-0.029530496788046697,-0.006695151474082336,-0.06691422202133455,-0.08767497870037523,-0.051053684606226536,-0.05483395039582096,-0.05851630572664391,-0.07434386867651026,-0.060163812768176186,-0.06305825653152694,0.057903609278544495,0.004912274260295242,0.03135940223194207,-0.09486844622311069,0.016099688001008087,-0.003324137485840681,-0.09461374471879228,0.2994302606638757,-0.017444103991460774,0.025451080264031013,1.0,0.047454930272005445,-0.053000541822707574
TRIM28,0.04263471732840098,-0.04553989158359689,0.2573353224724718,-0.036168399002708615,0.033207230891607604,-0.03054352656750668,0.09826750947650577,0.050157604159673096,-0.023851868871642336,0.15975781803786027,0.31805786260874974,0.1813948691625261,-0.01633062174022499,0.05155357249885888,0.09297246191180121,-0.06540349011663296,-0.07305326074898827,-0.01052581241140106,0.12153247030937343,0.0622932465040522,0.0736038485939171,0.02687793318412239,0.4524512558328168,0.07716724358396411,-0.03736243809466545,0.04855710376825319,0.04290228621534331,0.4925370705533326,0.2074389220844802,0.3713537722640488,0.32135226599835237,0.43792350472498176,-0.0557579885668302,0.01677026828342009,0.40490662957653084,0.0674696404809928,0.1479729466135355,-0.03664958292755357,0.11206384025373756,0.049942266561882345,0.047454930272005445,1.0,-0.09831894963536514
NDN,0.0704514741627835,-0.06841951634551399,0.10973441726839861,0.03807687581049338,0.055247080253220775,0.06520447096546014,0.14179924255615015,0.06074977970299038,0.598596857620455,0.6008364825259467,0.17264919519647753,0.1365409659763756,0.07661131713535396,-0.08692391176861618,-0.03886950431562405,0.030311208848308874,0.07676246112322069,0.11234777537897873,0.01921499870333106,0.04314707018843348,-0.09206324052284762,0.059591839996447245,0.026295802314850503,0.04069000699566513,0.011639482926776551,0.0688059564640042,0.19053173499290826,0.08074260081465665,0.5725453877416825,0.5397651400580713,0.009560529668714492,0.015673558449786802,0.2630357340080529,0.1134735313511142,-0.05822857707975616,0.262235650432057,0.671582838614807,-0.06499493440869744,0.09120691023017036,0.06047413098707416,-0.053000541822707574,-0.09831894963536514,1.0
