,SampleType,Gene,Expression,LogExpression
536,Tumor,TRO,4.7707,0.7612284973322034
537,Tumor,MAGED4,0.0143,0.006166425485431406
538,Tumor,MAGED4,0.017,0.0073209529227445565
539,Tumor,MAGED4,0.035,0.014940349792936524
540,Tumor,MAGED4,0.0,0.0
541,Tumor,MAGED4,0.075,0.03140846425162412
542,Tumor,MAGED4,0.0,0.0
543,Tumor,MAGED4,0.0,0.0
544,Tumor,MAGED4,0.0,0.0
545,Tumor,MAGED4,0.0,0.0
546,Tumor,MAGED4,0.0396,0.016866270828975027
547,Tumor,MAGED4,0.0,0.0
548,Tumor,MAGED4,0.0258,0.011062694729734767
549,Tumor,MAGED4,0.0,0.0
550,Tumor,MAGED4,0.0,0.0
551,Tumor,MAGED4,0.0,0.0
552,Tumor,MAGED4,0.0,0.0
553,Tumor,MAGED4,0.038,0.01619735351243906
554,Tumor,MAGED4,0.0314,0.013427127070696085
555,Tumor,MAGED4,0.0,0.0
556,Tumor,MAGED4,0.0242,0.010384771498377241
557,Tumor,MAGED4,0.0,0.0
558,Tumor,MAGED4,0.0141,0.006080782716093879
559,Tumor,MAGED4,0.0,0.0
560,Tumor,MAGED4,0.0,0.0
561,Tumor,MAGED4,0.0093,0.004020273253241628
562,Tumor,MAGED4,0.0,0.0
563,Tumor,MAGED4,0.0136,0.005866601875384951
564,Tumor,MAGED4,0.0343,0.014646524684031775
565,Tumor,MAGED4,0.0,0.0
566,Tumor,MAGED4,0.0183,0.007875743767585302
567,Tumor,MAGED4,0.0262,0.01123201031936597
568,Tumor,MAGED4,0.0,0.0
569,Tumor,MAGED4,0.0,0.0
570,Tumor,MAGED4,0.0173,0.007449044497748781
571,Tumor,MAGED4,0.0,0.0
572,Tumor,MAGED4,0.0169,0.00727824733424432
573,Tumor,MAGED4,0.0177,0.007619774517403356
574,Tumor,MAGED4,0.0,0.0
575,Tumor,MAGED4,0.0,0.0
576,Tumor,MAGED4,0.0,0.0
577,Tumor,MAGED4,0.0,0.0
578,Tumor,MAGED4,0.0137,0.005909446494558772
579,Tumor,MAGED4,0.0,0.0
580,Tumor,MAGED4,0.0,0.0
581,Tumor,MAGED4,0.0179,0.00770511436478018
582,Tumor,MAGED4,0.0,0.0
583,Tumor,MAGED4,0.0,0.0
584,Tumor,MAGED4,0.0147,0.006337660374550954
585,Tumor,MAGED4,0.0,0.0
586,Tumor,MAGED4,0.0143,0.006166425485431406
587,Tumor,MAGED4,0.0,0.0
588,Tumor,MAGED4,0.0454,0.019282495761731803
589,Tumor,MAGED4,0.0161,0.006936451364292737
590,Tumor,MAGED4,0.0522,0.022098297461140302
591,Tumor,MAGED4,0.0411,0.0174924464772752
592,Tumor,MAGED4,0.0174,0.0074917332953359315
593,Tumor,MAGED4,0.0,0.0
594,Tumor,MAGED4,0.0575,0.024280376047079992
595,Tumor,MAGED4,0.0673,0.028286509426277508
596,Tumor,MAGED4,0.0,0.0
597,Tumor,MAGED4,0.0188,0.00808893629157747
598,Tumor,MAGED4,0.0751,0.03144886185938342
599,Tumor,MAGED4,0.0,0.0
600,Tumor,MAGED4,0.0148,0.006380458549693074
601,Tumor,MAGED4,0.0,0.0
602,Tumor,MAGED4,0.0,0.0
603,Tumor,MAGED4,0.0,0.0
604,Tumor,MAGED4,0.0163,0.007021925578680665
605,Tumor,MAGED4,0.0,0.0
606,Tumor,MAGED4,0.0,0.0
607,Tumor,MAGED4,0.0,0.0
608,Tumor,MAGED4,0.0,0.0
609,Tumor,MAGED4,0.0,0.0
610,Tumor,MAGED4,0.0298,0.012752887491215907
611,Tumor,MAGED4,0.0,0.0
612,Tumor,MAGED4,0.0,0.0
613,Tumor,MAGED4,0.0,0.0
614,Tumor,MAGED4,0.0,0.0
615,Tumor,MAGED4,0.0243,0.010427172717049264
616,Tumor,MAGED4,0.1102,0.04540122299584186
617,Tumor,MAGED4,0.016,0.006893707947900456
618,Tumor,MAGED4,0.1082,0.04461814582388507
619,Tumor,MAGED4,0.0403,0.017158598487814782
620,Tumor,MAGED4,0.0194,0.008344629252689277
621,Tumor,MAGED4,0.0,0.0
622,Tumor,MAGED4,0.0261,0.011189687609991424
623,Tumor,MAGED4,0.0,0.0
624,Tumor,MAGED4,0.0,0.0
625,Tumor,MAGED4,0.0294,0.01258416391415078
626,Tumor,MAGED4,0.0,0.0
627,Tumor,MAGED4,0.0494,0.02094105986232011
628,Tumor,MAGED4,0.0,0.0
629,Tumor,MAGED4,0.0,0.0
630,Tumor,MAGED4,0.0403,0.017158598487814782
631,Tumor,MAGED4,0.0333,0.014226429389229526
632,Tumor,MAGED4,0.0,0.0
633,Tumor,MAGED4,0.0187,0.008046306158350287
634,Tumor,MAGED4,0.0275,0.01178183054810685
635,Tumor,MAGED4,0.0133,0.005738042651424855
636,Tumor,MAGED4,0.0362,0.015443587951102414
637,Tumor,MAGED4,0.0135,0.0058237530290275435
638,Tumor,MAGED4,0.0,0.0
639,Tumor,MAGED4,0.0138,0.0059522868873829755
640,Tumor,MAGED4,0.0,0.0
641,Tumor,MAGED4,0.0283,0.01211983580451332
642,Tumor,MAGED4,0.0216,0.009280884255358899
643,Tumor,MAGED4,0.0242,0.010384771498377241
644,Tumor,MAGED4,0.0,0.0
645,Tumor,MAGED4,0.012,0.005180512503780314
646,Tumor,MAGED4,0.0324,0.013847995871831257
647,Tumor,MAGED4,0.0151,0.00650882777528995
648,Tumor,MAGED4,0.0173,0.007449044497748781
649,Tumor,MAGED4,0.0114,0.004922949296525734
650,Tumor,MAGED4,0.0125,0.005395031886706145
651,Tumor,MAGED4,0.0423,0.017992737766432978
652,Tumor,MAGED4,0.0,0.0
653,Tumor,MAGED4,0.0,0.0
654,Tumor,MAGED4,0.0,0.0
655,Tumor,MAGED4,0.0377,0.016071816734023924
656,Tumor,MAGED4,0.0719,0.03015427092210241
657,Tumor,MAGED4,0.0466,0.019780730403646432
658,Tumor,MAGED4,0.0126,0.005437923050822109
659,Tumor,MAGED4,0.0118,0.005094675072548571
660,Tumor,MAGED4,0.0511,0.02164403608744307
661,Tumor,MAGED4,0.0,0.0
662,Tumor,MAGED4,0.0,0.0
663,Tumor,MAGED4,0.0,0.0
664,Tumor,MAGED4,0.0,0.0
665,Tumor,MAGED4,0.0,0.0
666,Tumor,MAGED4,0.04,0.01703333929878037
667,Tumor,MAGED4,0.0196,0.008429826797229934
668,Tumor,MAGED4,0.0353,0.015066214011149236
669,Tumor,MAGED4,0.0221,0.00949338828753985
670,Tumor,MAGED4,0.0,0.0
671,Tumor,MAGED4,0.047,0.019946681678842306
672,Tumor,MAGED4,0.0184,0.00791839064559897
673,Tumor,MAGED4,0.0433,0.01840920738206835
674,Tumor,MAGED4,0.0119,0.005137595908863903
675,Tumor,MAGED4,0.017,0.0073209529227445565
676,Tumor,MAGED4,0.0093,0.004020273253241628
677,Tumor,MAGED4,0.0,0.0
678,Tumor,MAGED4,0.0522,0.022098297461140302
679,Tumor,MAGED4,0.0174,0.0074917332953359315
680,Tumor,MAGED4,0.0589,0.024854948305017822
681,Tumor,MAGED4,0.0,0.0
682,Tumor,MAGED4,0.0,0.0
683,Tumor,MAGED4,0.0,0.0
684,Tumor,MAGED4,0.0581,0.024526714387152086
685,Tumor,MAGED4,0.0,0.0
686,Tumor,MAGED4,0.0,0.0
687,Tumor,MAGED4,0.0,0.0
688,Tumor,MAGED4,0.0,0.0
689,Tumor,MAGED4,0.0,0.0
690,Tumor,MAGED4,0.0,0.0
691,Tumor,MAGED4,0.0157,0.006765452451992724
692,Tumor,MAGED4,0.0166,0.00715010536668475
693,Tumor,MAGED4,0.0,0.0
694,Tumor,MAGED4,0.0,0.0
695,Tumor,MAGED4,0.0124,0.0053521364862166125
696,Tumor,MAGED4,0.0386,0.016448318259037486
697,Tumor,MAGED4,0.1009,0.0417478717232662
698,Tumor,MAGED4,0.0165,0.00710738297405739
699,Tumor,MAGED4,0.11,0.045322978786657475
700,Tumor,MAGED4,0.0,0.0
701,Tumor,MAGED4,0.0,0.0
702,Tumor,MAGED4,0.1498,0.06062230430995602
703,Tumor,MAGED4,0.0216,0.009280884255358899
704,Tumor,MAGED4,0.1615,0.06501921413625425
705,Tumor,MAGED4,0.2423,0.0942264852220405
706,Tumor,MAGED4,0.132,0.053846426852252674
707,Tumor,MAGED4,0.0,0.0
708,Tumor,MAGED4,0.0175,0.007534417897257678
709,Tumor,MAGED4,0.0217,0.009323393381013472
710,Tumor,MAGED4,0.2112,0.08321586215599756
711,Tumor,MAGED4,0.0,0.0
712,Tumor,MAGED4,0.0,0.0
713,Tumor,MAGED4,0.0686,0.02881516984688717
714,Tumor,MAGED4,0.0152,0.006551609086648405
715,Tumor,MAGED4,0.0229,0.009833178608562773
716,Tumor,MAGED4B,0.0139,0.005995123054691285
717,Tumor,MAGED4B,0.0,0.0
718,Tumor,MAGED4B,0.034,0.014520538757923713
719,Tumor,MAGED4B,0.015,0.006466042249231681
720,Tumor,MAGED4B,0.0292,0.012499777538308929
721,Tumor,MAGED4B,0.0,0.0
722,Tumor,MAGED4B,0.0,0.0
723,Tumor,MAGED4B,0.0,0.0
724,Tumor,MAGED4B,0.0145,0.006252051369364775
725,Tumor,MAGED4B,0.0192,0.008259414991275256
726,Tumor,MAGED4B,0.0,0.0
727,Tumor,MAGED4B,0.0377,0.016071816734023924
728,Tumor,MAGED4B,0.0,0.0
729,Tumor,MAGED4B,0.0177,0.007619774517403356
730,Tumor,MAGED4B,0.0,0.0
731,Tumor,MAGED4B,0.0366,0.015611204503512367
732,Tumor,MAGED4B,0.0,0.0
733,Tumor,MAGED4B,0.0305,0.013047996115231662
734,Tumor,MAGED4B,0.0742,0.031085148039480967
735,Tumor,MAGED4B,0.0235,0.0100878469985245
736,Tumor,MAGED4B,0.0636,0.026778328659529473
737,Tumor,MAGED4B,0.041,0.017450729510536125
738,Tumor,MAGED4B,0.0217,0.009323393381013472
739,Tumor,MAGED4B,0.0,0.0
740,Tumor,MAGED4B,0.0,0.0
741,Tumor,MAGED4B,0.0182,0.007833092701319428
742,Tumor,MAGED4B,0.0265,0.011358953706610666
743,Tumor,MAGED4B,0.0333,0.014226429389229526
744,Tumor,MAGED4B,0.0119,0.005137595908863903
745,Tumor,MAGED4B,0.0,0.0
746,Tumor,MAGED4B,0.0255,0.010935664704385124
747,Tumor,MAGED4B,0.0091,0.003934206173708417
748,Tumor,MAGED4B,0.0254,0.010893313104380504
749,Tumor,MAGED4B,0.0,0.0
750,Tumor,MAGED4B,0.0654,0.027512692448810813
751,Tumor,MAGED4B,0.0,0.0
752,Tumor,MAGED4B,0.0344,0.014688511872337618
753,Tumor,MAGED4B,0.0214,0.009195853519521296
754,Tumor,MAGED4B,0.0,0.0
755,Tumor,MAGED4B,0.0,0.0
756,Tumor,MAGED4B,0.0,0.0
757,Tumor,MAGED4B,0.0,0.0
758,Tumor,MAGED4B,0.0162,0.006979190574276864
759,Tumor,MAGED4B,0.0,0.0
760,Tumor,MAGED4B,0.0348,0.014856420044505785
761,Tumor,MAGED4B,0.0,0.0
762,Tumor,MAGED4B,0.0,0.0
763,Tumor,MAGED4B,0.0143,0.006166425485431406
764,Tumor,MAGED4B,0.0219,0.009408399151866817
765,Tumor,MAGED4B,0.0,0.0
766,Tumor,MAGED4B,0.0266,0.011401259924743891
767,Tumor,MAGED4B,0.0147,0.006337660374550954
768,Tumor,MAGED4B,0.0157,0.006765452451992724
769,Tumor,MAGED4B,0.0169,0.00727824733424432
770,Tumor,MAGED4B,0.0,0.0
771,Tumor,MAGED4B,0.0508,0.021520064114032657
772,Tumor,MAGED4B,0.0217,0.009323393381013472
773,Tumor,MAGED4B,0.028,0.011993114659256938
774,Tumor,MAGED4B,0.0654,0.027512692448810813
775,Tumor,MAGED4B,0.0191,0.008216801589690346
776,Tumor,MAGED4B,0.0913,0.03794415520309849
777,Tumor,MAGED4B,0.1705,0.06837141803264318
778,Tumor,MAGED4B,0.0134,0.005780899954652333
779,Tumor,MAGED4B,0.0144,0.006209240537657457
780,Tumor,MAGED4B,0.018,0.007747778000739948
781,Tumor,MAGED4B,0.0219,0.009408399151866817
782,Tumor,MAGED4B,0.02,0.00860017176191757
783,Tumor,MAGED4B,0.0159,0.006850960324271947
784,Tumor,MAGED4B,0.0,0.0
785,Tumor,MAGED4B,0.0,0.0
786,Tumor,MAGED4B,0.0,0.0
787,Tumor,MAGED4B,0.0,0.0
788,Tumor,MAGED4B,0.0157,0.006765452451992724
789,Tumor,MAGED4B,0.0869,0.03618958875419926
790,Tumor,MAGED4B,0.0143,0.006166425485431406
791,Tumor,MAGED4B,0.0304,0.013005850015736873
792,Tumor,MAGED4B,0.0379,0.01615551195145451
793,Tumor,MAGED4B,0.0168,0.0072355375459517285
794,Tumor,MAGED4B,0.0473,0.020071103533841214
795,Tumor,MAGED4B,0.0536,0.022675761953727433
796,Tumor,MAGED4B,0.0155,0.006679927740825588
797,Tumor,MAGED4B,0.1052,0.043440876244473736
798,Tumor,MAGED4B,0.0261,0.011189687609991424
799,Tumor,MAGED4B,0.1319,0.05380805992065794
800,Tumor,MAGED4B,0.0,0.0
801,Tumor,MAGED4B,0.0127,0.005480809979401197
802,Tumor,MAGED4B,0.0,0.0
803,Tumor,MAGED4B,0.0112,0.004837060938309837
804,Tumor,MAGED4B,0.0143,0.006166425485431406
805,Tumor,MAGED4B,0.0132,0.0056951811185104
806,Tumor,MAGED4B,0.064,0.0269416279590294
807,Tumor,MAGED4B,0.0,0.0
808,Tumor,MAGED4B,0.0302,0.012921545544560138
809,Tumor,MAGED4B,0.0392,0.016699138064971426
810,Tumor,MAGED4B,0.1133,0.04661220906844551
811,Tumor,MAGED4B,0.0,0.0
812,Tumor,MAGED4B,0.0091,0.003934206173708417
813,Tumor,MAGED4B,0.0134,0.005780899954652333
814,Tumor,MAGED4B,0.0258,0.011062694729734767
815,Tumor,MAGED4B,0.0,0.0
816,Tumor,MAGED4B,0.0263,0.011274328904724979
817,Tumor,MAGED4B,0.0136,0.005866601875384951
818,Tumor,MAGED4B,0.0134,0.005780899954652333
819,Tumor,MAGED4B,0.0,0.0
820,Tumor,MAGED4B,0.0137,0.005909446494558772
821,Tumor,MAGED4B,0.021,0.009025742086910208
822,Tumor,MAGED4B,0.0,0.0
823,Tumor,MAGED4B,0.0103,0.004450352989224358
824,Tumor,MAGED4B,0.0349,0.01489838694620566
825,Tumor,MAGED4B,0.0315,0.013469232309170406
826,Tumor,MAGED4B,0.0294,0.01258416391415078
827,Tumor,MAGED4B,0.0252,0.010808597512206357
828,Tumor,MAGED4B,0.0111,0.0047941103887121335
829,Tumor,MAGED4B,0.0243,0.010427172717049264
830,Tumor,MAGED4B,0.0411,0.0174924464772752
831,Tumor,MAGED4B,0.0223,0.009578360794542131
832,Tumor,MAGED4B,0.046,0.01953168453125545
833,Tumor,MAGED4B,0.0379,0.01615551195145451
834,Tumor,MAGED4B,0.0183,0.007875743767585302
835,Tumor,MAGED4B,0.035,0.014940349792936524
836,Tumor,MAGED4B,0.0151,0.00650882777528995
837,Tumor,MAGED4B,0.0122,0.005266332972768842
838,Tumor,MAGED4B,0.0115,0.004965887106823521
839,Tumor,MAGED4B,0.0828,0.0345482470984688
840,Tumor,MAGED4B,0.0209,0.008983203815471802
841,Tumor,MAGED4B,0.0,0.0
842,Tumor,MAGED4B,0.0309,0.013216539624440542
843,Tumor,MAGED4B,0.0,0.0
844,Tumor,MAGED4B,0.0143,0.006166425485431406
845,Tumor,MAGED4B,0.0778,0.032538179260006656
846,Tumor,MAGED4B,0.0,0.0
847,Tumor,MAGED4B,0.0171,0.007363654312278314
848,Tumor,MAGED4B,0.0215,0.009238370968466431
849,Tumor,MAGED4B,0.0165,0.00710738297405739
850,Tumor,MAGED4B,0.0304,0.013005850015736873
851,Tumor,MAGED4B,0.0,0.0
852,Tumor,MAGED4B,0.0421,0.017909395896688978
853,Tumor,MAGED4B,0.0232,0.009960531470597554
854,Tumor,MAGED4B,0.0331,0.014142361545005795
855,Tumor,MAGED4B,0.0181,0.00779043744597863
856,Tumor,MAGED4B,0.0,0.0
857,Tumor,MAGED4B,0.0846,0.035269600099436256
858,Tumor,MAGED4B,0.0169,0.00727824733424432
859,Tumor,MAGED4B,0.1001,0.04143216468026519
860,Tumor,MAGED4B,0.014,0.006037954997317177
861,Tumor,MAGED4B,0.0161,0.006936451364292737
862,Tumor,MAGED4B,0.0356,0.015192041762834452
863,Tumor,MAGED4B,0.0282,0.012077599531015094
864,Tumor,MAGED4B,0.0,0.0
865,Tumor,MAGED4B,0.0319,0.013637612453531527
866,Tumor,MAGED4B,0.0559,0.02362278987900681
867,Tumor,MAGED4B,0.0,0.0
868,Tumor,MAGED4B,0.0173,0.007449044497748781
869,Tumor,MAGED4B,0.0,0.0
870,Tumor,MAGED4B,0.0153,0.006594386184137135
871,Tumor,MAGED4B,0.0161,0.006936451364292737
872,Tumor,MAGED4B,0.019,0.008174184006426355
873,Tumor,MAGED4B,0.0164,0.007064656378331727
874,Tumor,MAGED4B,0.0121,0.005223424858135984
875,Tumor,MAGED4B,0.1126,0.046339055604809186
876,Tumor,MAGED4B,0.0327,0.013974177020916034
877,Tumor,MAGED4B,0.0,0.0
878,Tumor,MAGED4B,0.0356,0.015192041762834452
879,Tumor,MAGED4B,0.0,0.0
880,Tumor,MAGED4B,0.0374,0.015946243657566236
881,Tumor,MAGED4B,0.1092,0.04500986090582403
882,Tumor,MAGED4B,0.084,0.03502928220236815
883,Tumor,MAGED4B,0.157,0.06333335895174956
884,Tumor,MAGED4B,0.2537,0.09819362586328836
885,Tumor,MAGED4B,0.0642,0.027023254588703624
886,Tumor,MAGED4B,0.0152,0.006551609086648405
887,Tumor,MAGED4B,0.0,0.0
888,Tumor,MAGED4B,0.0211,0.009068276192218503
889,Tumor,MAGED4B,0.1026,0.04241798814325024
890,Tumor,MAGED4B,0.0,0.0
891,Tumor,MAGED4B,0.0258,0.011062694729734767
892,Tumor,MAGED4B,0.0167,0.007192823557040659
893,Tumor,MAGED4B,0.0,0.0
894,Tumor,MAGED4B,0.0445,0.018908444316327377
895,Tumor,MAGEE1,0.9098,0.2809878890046468
896,Tumor,MAGEE1,1.3071,0.36306641918817795
897,Tumor,MAGEE1,2.5218,0.5467646891205667
898,Tumor,MAGEE1,1.4334,0.3862135037167598
899,Tumor,MAGEE1,1.1715,0.3367598336982479
900,Tumor,MAGEE1,1.397,0.3796680340336539
901,Tumor,MAGEE1,1.8422,0.4536546351116003
902,Tumor,MAGEE1,1.7502,0.43936427773500025
903,Tumor,MAGEE1,1.5568,0.40769675763389734
904,Tumor,MAGEE1,2.1754,0.5017984404471526
905,Tumor,MAGEE1,1.8855,0.46022107864468154
906,Tumor,MAGEE1,1.2318,0.3486552732457648
907,Tumor,MAGEE1,1.3819,0.3769235244180294
908,Tumor,MAGEE1,1.4485,0.38890010835423694
909,Tumor,MAGEE1,1.1207,0.32647923638096144
910,Tumor,MAGEE1,2.6447,0.5616617867811469
911,Tumor,MAGEE1,1.9118,0.46416154169892915
912,Tumor,MAGEE1,1.7025,0.4317657026253479
913,Tumor,MAGEE1,2.3079,0.5195523720701601
914,Tumor,MAGEE1,3.5534,0.658335803210077
915,Tumor,MAGEE1,2.7727,0.5766522720643377
916,Tumor,MAGEE1,1.5255,0.40234737284836836
917,Tumor,MAGEE1,2.2729,0.5149327361018772
918,Tumor,MAGEE1,1.1823,0.33891445266332876
919,Tumor,MAGEE1,1.3492,0.3709199921709194
920,Tumor,MAGEE1,1.8359,0.45269091261332456
921,Tumor,MAGEE1,1.0093,0.30304478424336556
922,Tumor,MAGEE1,1.4758,0.3937155586014719
923,Tumor,MAGEE1,0.5353,0.18619324992035155
924,Tumor,MAGEE1,1.7912,0.4457909564400544
925,Tumor,MAGEE1,1.4905,0.3962865460684022
926,Tumor,MAGEE1,0.6832,0.22613572247364505
927,Tumor,MAGEE1,1.2977,0.3612933242435752
928,Tumor,MAGEE1,1.7684,0.44222884056871825
929,Tumor,MAGEE1,1.3363,0.36852860897938977
930,Tumor,MAGEE1,2.3946,0.5307886068853546
931,Tumor,MAGEE1,2.3412,0.5239024727338204
932,Tumor,MAGEE1,3.6133,0.6640116974238303
933,Tumor,MAGEE1,2.6131,0.5578799817305423
934,Tumor,MAGEE1,1.9693,0.4726540782840132
935,Tumor,MAGEE1,2.0911,0.49011305512661485
936,Tumor,MAGEE1,1.8625,0.4567454953479444
937,Tumor,MAGEE1,0.994,0.2997251539756369
938,Tumor,MAGEE1,0.9104,0.2811243094492751
939,Tumor,MAGEE1,1.1622,0.3348958630118813
940,Tumor,MAGEE1,1.3231,0.366067904812481
941,Tumor,MAGEE1,1.861,0.4565178578052626
942,Tumor,MAGEE1,1.4393,0.3872652157841754
943,Tumor,MAGEE1,1.8784,0.45915114600147616
944,Tumor,MAGEE1,1.5682,0.4096288416375479
945,Tumor,MAGEE1,0.665,0.22141423784233868
946,Tumor,MAGEE1,2.0251,0.48073973559356675
947,Tumor,MAGEE1,1.6633,0.42542008908494644
948,Tumor,MAGEE1,1.5211,0.4015900724066559
949,Tumor,MAGEE1,2.5051,0.5447004128386737
950,Tumor,MAGEE1,2.3746,0.5282223021780178
951,Tumor,MAGEE1,1.6812,0.4283292107216886
952,Tumor,MAGEE1,3.1037,0.6131756042707179
953,Tumor,MAGEE1,3.77,0.6785183790401139
954,Tumor,MAGEE1,2.1613,0.4998657113290911
955,Tumor,MAGEE1,1.7662,0.4418835769867036
956,Tumor,MAGEE1,4.41,0.7331972651065695
957,Tumor,MAGEE1,2.6223,0.5589844158701328
958,Tumor,MAGEE1,1.7296,0.436099009487429
959,Tumor,MAGEE1,2.1552,0.49902689326111715
960,Tumor,MAGEE1,2.8332,0.5835614794762093
961,Tumor,MAGEE1,2.0648,0.4864021389750213
962,Tumor,MAGEE1,1.017,0.3047058982127654
963,Tumor,MAGEE1,1.9003,0.4624429225906745
964,Tumor,MAGEE1,2.1965,0.5046747087698832
965,Tumor,MAGEE1,0.2919,0.11122889823415566
966,Tumor,MAGEE1,1.74,0.437750562820388
967,Tumor,MAGEE1,1.9827,0.47460957421471006
968,Tumor,MAGEE1,0.2368,0.09229947657424974
969,Tumor,MAGEE1,1.4821,0.3948192745733982
970,Tumor,MAGEE1,1.9436,0.4688787942540105
971,Tumor,MAGEE1,2.6031,0.5566763156461646
972,Tumor,MAGEE1,1.5102,0.39970832524042094
973,Tumor,MAGEE1,2.5747,0.5532396003156951
974,Tumor,MAGEE1,1.0695,0.3158654307367787
975,Tumor,MAGEE1,1.6077,0.41625762699902225
976,Tumor,MAGEE1,3.3566,0.6391476871408395
977,Tumor,MAGEE1,1.4568,0.39036980343501254
978,Tumor,MAGEE1,4.286,0.7231271587956916
979,Tumor,MAGEE1,3.7512,0.6768033122689652
980,Tumor,MAGEE1,1.3632,0.3735004779678743
981,Tumor,MAGEE1,1.192,0.3408405498123316
982,Tumor,MAGEE1,1.8201,0.45026450855985145
983,Tumor,MAGEE1,1.4609,0.39109396627063353
984,Tumor,MAGEE1,1.1856,0.33957068200143853
985,Tumor,MAGEE1,1.6335,0.42053332269349963
986,Tumor,MAGEE1,1.5711,0.4101189683595506
987,Tumor,MAGEE1,1.9091,0.46375865032981634
988,Tumor,MAGEE1,2.6684,0.5644766847737137
989,Tumor,MAGEE1,1.8511,0.4550124501002545
990,Tumor,MAGEE1,1.2628,0.35464617006837157
991,Tumor,MAGEE1,1.3392,0.3690673552777664
992,Tumor,MAGEE1,1.384,0.3773062510681988
993,Tumor,MAGEE1,2.3164,0.5206669064729443
994,Tumor,MAGEE1,1.469,0.39252108993193235
995,Tumor,MAGEE1,1.8258,0.45114142079276315
996,Tumor,MAGEE1,1.5945,0.41405367503094603
997,Tumor,MAGEE1,2.3404,0.523798475012561
998,Tumor,MAGEE1,2.3812,0.5290708603036135
999,Tumor,MAGEE1,1.7586,0.4406887318721586
1000,Tumor,MAGEE1,1.5421,0.40519263063733435
1001,Tumor,MAGEE1,2.0324,0.4817864879675396
1002,Tumor,MAGEE1,2.5203,0.546579675635184
1003,Tumor,MAGEE1,2.6585,0.5633030593694118
1004,Tumor,MAGEE1,2.1627,0.5000579985791218
1005,Tumor,MAGEE1,1.7017,0.43163712278446104
1006,Tumor,MAGEE1,1.1566,0.33376960087347457
1007,Tumor,MAGEE1,0.7721,0.2484882255774431
1008,Tumor,MAGEE1,0.8596,0.26941953751104947
1009,Tumor,MAGEE1,1.9325,0.4672380207875669
1010,Tumor,MAGEE1,1.4904,0.3962691076744589
1011,Tumor,MAGEE1,2.7757,0.5769974799267479
1012,Tumor,MAGEE1,2.3248,0.5217655258770835
1013,Tumor,MAGEE1,1.3212,0.3657125618924928
1014,Tumor,MAGEE1,3.4515,0.6485063777121614
1015,Tumor,MAGEE1,1.5436,0.40544881631157587
1016,Tumor,MAGEE1,2.1146,0.49340227926249286
1017,Tumor,MAGEE1,1.1388,0.33017017542830296
1018,Tumor,MAGEE1,1.06,0.31386722036915343
1019,Tumor,MAGEE1,4.0173,0.700470069624387
1020,Tumor,MAGEE1,1.6823,0.42850734959995523
1021,Tumor,MAGEE1,1.3035,0.36238821658869846
1022,Tumor,MAGEE1,2.5291,0.5476639646316834
1023,Tumor,MAGEE1,2.4788,0.5414294614026223
1024,Tumor,MAGEE1,2.1185,0.49394574838715044
1025,Tumor,MAGEE1,1.8389,0.4531500948107883
1026,Tumor,MAGEE1,2.2401,0.5105584141504382
1027,Tumor,MAGEE1,2.724,0.571009672309305
1028,Tumor,MAGEE1,2.5445,0.5495549806880503
1029,Tumor,MAGEE1,2.9016,0.59124274258351
1030,Tumor,MAGEE1,2.4564,0.5386239964632283
1031,Tumor,MAGEE1,4.504,0.7406784252274549
1032,Tumor,MAGEE1,2.368,0.5273720828276118
1033,Tumor,MAGEE1,1.8698,0.45785163125560774
1034,Tumor,MAGEE1,1.5935,0.41388625232960374
1035,Tumor,MAGEE1,1.1431,0.3310424362937818
1036,Tumor,MAGEE1,2.1438,0.4974549096131765
1037,Tumor,MAGEE1,5.691,0.8254910298794309
1038,Tumor,MAGEE1,2.8825,0.5891114644005961
1039,Tumor,MAGEE1,1.1641,0.3352773250319293
1040,Tumor,MAGEE1,1.7285,0.4359239581191648
1041,Tumor,MAGEE1,1.9414,0.4685540880841906
1042,Tumor,MAGEE1,2.2872,0.5168261282538149
1043,Tumor,MAGEE1,1.6435,0.42217931474113024
1044,Tumor,MAGEE1,1.628,0.41962536088774316
1045,Tumor,MAGEE1,3.1703,0.6201672980572502
1046,Tumor,MAGEE1,1.6033,0.4155242183732294
1047,Tumor,MAGEE1,2.2608,0.5133241623263324
1048,Tumor,MAGEE1,0.8758,0.2731865315234748
1049,Tumor,MAGEE1,1.5183,0.4011074654794565
1050,Tumor,MAGEE1,2.4362,0.5360784334969728
1051,Tumor,MAGEE1,2.1705,0.5011277575229803
1052,Tumor,MAGEE1,3.4718,0.6504823716138942
1053,Tumor,MAGEE1,1.9108,0.4640123662494141
1054,Tumor,MAGEE1,1.2264,0.34760319332598655
1055,Tumor,MAGEE1,0.3562,0.13232374004099082
1056,Tumor,MAGEE1,2.1836,0.502918496029954
1057,Tumor,MAGEE1,1.504,0.3986343245383921
1058,Tumor,MAGEE1,1.2428,0.3507905474264569
1059,Tumor,MAGEE1,1.9691,0.4726248249846688
1060,Tumor,MAGEE1,1.1402,0.33045435972199766
1061,Tumor,MAGEE1,1.7452,0.4385739902186338
1062,Tumor,MAGEE1,2.9461,0.596168086718986
1063,Tumor,MAGEE1,1.0856,0.3192310181602725
1064,Tumor,MAGEE1,1.3541,0.3718249073288924
1065,Tumor,MAGEE1,0.7681,0.24750682414992095
1066,Tumor,MAGEE1,2.1324,0.49587721529542544
1067,Tumor,MAGEE1,3.0456,0.6069829406244881
