,TCGA-02-0055,TCGA-06-0129,TCGA-06-0130,TCGA-06-0190,TCGA-06-0190,TCGA-06-0210,TCGA-06-0210,TCGA-06-2558,TCGA-12-0619,TCGA-14-1402,TCGA-16-1045,TCGA-19-2625,TCGA-32-1982,TCGA-32-2638,TCGA-76-4927,TCGA-06-2565,TCGA-12-0821,TCGA-14-0871
ENSG00000236497.2,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0
ENSG00000236498.1,1,17,8,6,6,2,2,5,15,0,3,5,4,4,0,9,1,2
ENSG00000236499.2,13,20,6,6,6,7,3,6,21,2,5,1,1,3,0,12,3,0
ENSG00000236500.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236501.6,15,12,8,3,4,7,6,65,23,6,0,10,2,9,5,2,9,2
ENSG00000236502.1,1,1,0,9,0,1,1,2,1,3,2,13,0,1,1,0,8,4
ENSG00000236503.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000236504.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000236505.1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0
ENSG00000236507.2,0,0,0,1,0,0,0,3,1,4,0,0,0,0,0,0,4,0
ENSG00000236508.1,0,29,1,3,0,5,9,22,11,2,2,2,1,4,7,3,2,0
ENSG00000236509.2,5,1,2,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0
ENSG00000236510.1,3,4,2,2,0,3,3,0,4,0,0,0,0,0,1,0,0,0
ENSG00000236511.2,3,5,38,15,1,4,3,8,22,0,2,11,0,8,7,4,3,0
ENSG00000236512.1,3,0,4,3,1,1,1,0,4,0,0,4,0,2,0,4,0,0
ENSG00000236513.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236514.1,8,25,3,8,2,4,6,8,9,1,1,18,1,4,4,6,5,1
ENSG00000236516.1,0,1,0,1,2,1,2,0,2,2,0,1,0,1,2,0,0,4
ENSG00000236519.1,7,44,27,7,8,11,4,11,21,7,5,25,6,10,5,16,6,3
ENSG00000236520.2,6,1,2,0,0,2,0,0,1,0,2,0,0,0,0,1,0,1
ENSG00000236521.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ENSG00000236523.2,6,7,6,5,2,6,2,2,1,0,3,3,3,1,4,5,10,1
ENSG00000236525.1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000236526.1,0,15,3,1,2,5,2,2,3,1,0,2,0,7,1,21,1,0
ENSG00000236527.1,4,4,4,0,2,1,0,3,3,1,3,14,0,0,1,1,0,0
ENSG00000236528.1,2,0,3,1,4,0,1,1,3,1,2,0,0,1,0,1,0,0
ENSG00000236529.2,12,29,55,12,6,16,7,8,33,6,8,25,6,15,7,32,5,21
ENSG00000236530.2,1,1,5,1,5,3,3,3,6,3,3,3,0,3,8,2,8,0
ENSG00000236531.2,0,1,0,2,1,1,1,0,0,0,0,3,0,1,0,0,1,0
ENSG00000236532.6,2,0,0,0,0,0,0,0,1,1,0,3,0,0,0,1,0,1
ENSG00000236533.1,35,11,15,8,6,8,13,14,0,15,10,12,5,16,10,7,10,8
ENSG00000236534.1,34,23,32,14,13,23,29,22,35,31,14,37,14,18,16,21,43,15
ENSG00000236535.1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0
ENSG00000236536.1,3,36,58,5,10,22,11,2,10,10,0,2,4,2,13,0,9,1
ENSG00000236538.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000236539.3,8,15,13,10,8,6,2,4,9,6,6,15,7,17,6,15,8,7
ENSG00000236540.7,28,169,73,27,56,59,62,25,58,29,54,30,11,61,22,48,23,3
ENSG00000236541.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236542.1,3,3,2,0,0,1,1,2,1,0,0,4,0,0,0,0,2,0
ENSG00000236543.3,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,7,0
ENSG00000236544.1,3,2,0,1,1,15,7,5,4,6,0,3,3,3,1,3,5,0
ENSG00000236545.1,3,2,5,0,3,2,0,0,4,0,1,3,0,0,0,1,2,0
ENSG00000236546.1,2,1,3,1,1,0,1,1,0,0,0,1,0,2,3,0,0,0
ENSG00000236548.2,42,23,29,19,16,11,16,10,19,22,9,7,5,14,7,24,9,3
ENSG00000236549.1,0,1,0,3,1,3,1,1,1,2,0,0,0,0,0,1,0,0
ENSG00000236550.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236552.2,3517,2374,1948,1811,1523,2389,1484,1291,1494,4043,1301,1866,1032,3370,1515,1641,1471,897
ENSG00000236554.1,3,8,8,2,1,0,3,0,6,8,2,1,1,1,0,1,2,1
ENSG00000236555.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000236556.1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,4,0,0
ENSG00000236559.1,2,3,1,0,2,1,1,1,0,0,0,2,0,2,0,5,0,1
ENSG00000236562.4,32,7,13,23,41,4,6,5,14,17,10,19,9,24,14,8,10,4
ENSG00000236564.1,1,0,1,3,0,0,2,2,0,1,3,2,3,3,2,7,10,2
ENSG00000236565.3,49,80,45,43,55,37,56,32,78,21,27,40,15,45,72,56,45,18
ENSG00000236567.2,3,1,5,2,2,1,1,1,2,1,1,0,0,1,0,0,1,1
ENSG00000236569.3,0,0,1,0,2,0,1,1,1,0,0,1,0,0,0,0,0,0
ENSG00000236570.1,3,7,10,7,18,9,9,11,20,8,4,4,2,8,9,11,10,5
ENSG00000236571.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236572.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236574.1,0,0,0,0,0,2,0,0,0,0,0,1,0,1,1,1,1,2
ENSG00000236576.1,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0
ENSG00000236577.1,9,10,6,2,2,3,2,4,1,2,4,10,2,4,1,8,2,1
ENSG00000236580.1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
ENSG00000236581.9,10,5,1,5,10,2,11,2,6,14,1,2,2,8,4,3,3,1
ENSG00000236582.1,4,4,0,1,1,4,3,3,8,2,3,2,2,5,8,4,6,2
ENSG00000236583.1,1,5,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1
ENSG00000236590.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236591.1,26,19,43,22,12,19,9,5,27,16,14,14,2,8,3,5,3,1
ENSG00000236592.5,11,2,5,4,8,8,7,3,2,3,1,4,3,0,1,1,2,2
ENSG00000236594.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236595.1,2,1,0,0,0,1,5,0,9,3,19,3,1,0,6,4,35,0
ENSG00000236596.1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
ENSG00000236597.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236599.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236601.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236603.2,111,105,115,78,61,107,74,80,57,134,58,105,45,108,104,80,118,27
ENSG00000236604.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236605.1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236606.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000236607.3,0,2,0,0,1,0,0,0,1,0,0,2,1,1,1,0,1,0
ENSG00000236608.1,7,4,3,2,3,6,6,1,7,4,3,4,1,7,3,4,12,3
ENSG00000236609.4,611,3243,1211,1600,912,4048,4303,2517,1608,907,1636,1787,780,4271,2781,3143,3066,221
ENSG00000236610.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ENSG00000236611.1,0,24,0,1,0,0,2,0,0,0,0,2,1,3,0,2,0,0
ENSG00000236612.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236615.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236616.3,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,1,0,0
ENSG00000236617.2,11,9,19,12,6,5,2,32,11,12,8,12,0,6,5,6,2,0
ENSG00000236618.2,35,41,28,24,12,38,32,85,33,43,18,82,9,44,35,26,67,12
ENSG00000236620.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236626.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236627.1,0,0,0,0,0,0,0,0,0,21,97,0,0,0,0,0,0,1
ENSG00000236634.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236635.3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000236636.2,0,0,2,1,0,0,1,1,1,3,1,0,0,0,0,0,4,1
ENSG00000236637.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236638.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236641.2,0,2,2,0,1,2,1,0,1,0,2,9,0,0,0,2,0,0
ENSG00000236643.1,5,7,3,5,3,5,3,16,6,7,12,14,0,3,8,12,1,1
ENSG00000236646.1,3,0,1,1,0,1,3,0,2,3,1,2,2,3,4,0,6,0
ENSG00000236647.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236648.2,0,1,0,0,0,0,1,0,1,0,0,4,0,0,0,0,1,0
ENSG00000236651.1,2,0,0,1,0,1,2,1,1,0,0,2,0,0,4,3,2,1
ENSG00000236653.3,1,1,0,1,0,0,1,3,0,2,3,1,2,15,4,2,1,0
ENSG00000236654.2,9,7,12,6,9,7,10,11,5,4,7,6,6,8,9,9,13,5
ENSG00000236655.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236656.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000236658.1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
ENSG00000236662.1,1,7,1,1,2,1,0,0,1,0,1,0,0,2,0,1,2,0
ENSG00000236663.1,0,2,0,0,0,2,1,2,11,7,1,1,3,0,0,0,2,0
ENSG00000236664.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236665.1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,2,0,1
ENSG00000236666.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236667.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
ENSG00000236668.2,12,33,2,7,2,4,1,22,12,25,2,6,5,8,13,2,3,0
ENSG00000236670.1,4,6,3,1,3,7,6,2,8,2,2,1,0,8,1,10,0,5
ENSG00000236671.9,13,1,12,7,1,11,5,1,1,2,2,2,1,1,0,4,1,1
ENSG00000236673.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236674.1,1,2,1,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0
ENSG00000236675.1,192,274,435,314,284,223,248,203,1116,78,317,989,61,253,186,140,223,11
ENSG00000236676.1,1,0,1,1,1,0,0,0,0,1,0,2,2,0,0,0,0,0
ENSG00000236677.1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,2,3,0,0
ENSG00000236678.8,0,2,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,3
ENSG00000236679.2,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
ENSG00000236680.1,6,9,8,11,8,9,7,10,10,6,4,16,8,11,8,11,20,2
ENSG00000236681.1,0,0,0,1,0,0,0,0,1,0,0,1,0,2,0,3,0,0
ENSG00000236682.2,95,238,323,95,57,280,366,294,236,256,114,376,55,108,237,182,412,21
ENSG00000236683.3,2,5,8,7,2,1,2,3,6,2,1,0,1,2,3,1,1,2
ENSG00000236686.1,5,6,5,7,9,7,10,8,6,9,6,3,2,6,7,9,15,5
ENSG00000236687.1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000236689.1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ENSG00000236690.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236691.3,0,1,1,1,0,1,0,0,0,2,0,0,0,2,0,1,1,0
ENSG00000236692.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000236695.1,2,5,2,1,4,2,3,3,0,2,1,4,1,2,0,4,0,0
ENSG00000236698.1,78,49,64,37,47,75,47,62,59,101,45,58,32,61,52,37,38,16
ENSG00000236699.9,3,21,10,10,6,14,11,7,15,9,10,17,3,8,3,10,35,1
ENSG00000236700.6,27,2,13,5,11,5,3,9,18,4,10,1,0,3,8,4,2,1
ENSG00000236701.3,0,0,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0
ENSG00000236703.1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
ENSG00000236704.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000236708.1,12,25,34,9,18,1,2,3,22,1,5,2,2,3,1,0,3,2
ENSG00000236709.1,0,1,4,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0
ENSG00000236710.1,29,2,77,10,16,9,7,9,23,4,5,8,3,19,14,11,13,1
ENSG00000236711.2,2,32,3,4,3,4,4,1,10,4,6,3,5,15,2,14,1,2
ENSG00000236712.1,0,4,0,0,0,0,1,0,3,0,1,3,0,1,0,2,3,0
ENSG00000236713.1,2,1,1,0,3,1,1,0,2,0,2,0,0,0,0,3,0,0
ENSG00000236714.3,10,3,6,22,8,17,4,3,6,33,7,22,14,11,6,44,21,7
ENSG00000236716.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236717.2,2,0,21,2,0,0,0,0,3,0,1,13,0,0,0,3,0,0
ENSG00000236718.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236719.5,0,0,1,0,0,0,1,0,0,0,0,9,0,1,1,1,5,0
ENSG00000236720.2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
ENSG00000236722.1,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,3,0,0
ENSG00000236723.2,5,15,6,5,3,6,6,6,9,3,2,13,0,5,4,6,6,5
ENSG00000236724.1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236731.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236732.1,0,4,0,1,0,1,1,1,3,0,2,0,0,1,0,9,0,1
ENSG00000236733.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236735.3,53,21,25,22,19,17,15,18,22,29,18,32,16,22,16,21,32,35
ENSG00000236736.1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0
ENSG00000236737.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236739.3,13,6,8,14,16,5,9,13,32,11,10,12,2,29,13,19,8,2
ENSG00000236740.6,15,19,1,6,0,10,21,6,87,11,9,32,2,3,2,8,108,0
ENSG00000236741.4,1,1,1,2,1,2,1,1,1,1,0,4,0,0,0,0,0,0
ENSG00000236744.2,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236745.2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
ENSG00000236747.3,2,0,0,1,2,3,3,0,2,0,0,1,0,0,0,0,1,0
ENSG00000236748.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ENSG00000236750.1,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000236751.2,16,0,0,2,5,2,1,2,4,2,2,1,1,2,0,8,3,1
ENSG00000236753.7,213,786,321,378,224,360,338,298,380,256,313,536,133,401,315,311,271,46
ENSG00000236754.5,13,31,15,58,18,46,26,18,54,17,85,41,27,76,12,54,17,0
ENSG00000236756.4,12,49,35,28,18,21,16,22,30,14,28,21,11,15,16,39,21,3
ENSG00000236758.5,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0
ENSG00000236760.1,1,2,1,1,0,0,1,1,3,0,0,0,1,0,0,0,2,1
ENSG00000236761.6,1,0,3,0,0,1,1,0,0,1,1,0,0,0,0,2,2,2
ENSG00000236762.1,25,24,15,9,20,15,16,13,15,26,9,22,10,20,16,16,32,6
ENSG00000236763.2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236764.4,5,6,1,3,4,2,2,3,9,10,2,5,2,2,7,6,14,3
ENSG00000236768.1,7,7,9,9,1,4,3,2,3,12,2,5,1,1,6,6,6,5
ENSG00000236769.3,5,1,3,0,1,0,1,0,0,0,1,1,0,3,1,0,1,0
ENSG00000236770.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236772.1,3,28,4,4,5,2,6,8,8,0,11,7,2,6,5,25,2,2
ENSG00000236773.1,39,22,30,22,26,27,25,16,22,26,11,26,6,20,33,29,28,5
ENSG00000236775.1,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000236776.1,1,0,2,0,1,0,0,0,0,1,0,0,0,0,2,2,0,1
ENSG00000236777.1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
ENSG00000236778.8,75,339,136,62,30,104,102,75,94,127,67,112,42,94,52,160,141,33
ENSG00000236779.1,4,5,2,3,1,15,5,1,4,3,2,8,1,3,2,9,10,2
ENSG00000236780.7,8,12,2,14,16,8,4,4,9,13,4,2,12,9,3,57,11,2
ENSG00000236782.7,15,74,4,4,3,7,3,14,15,4,4,7,4,8,4,9,3,1
ENSG00000236783.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236785.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236786.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236790.6,26,89,58,109,23,110,102,106,116,218,539,425,59,88,30,107,129,6
ENSG00000236791.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236792.1,5,1,4,5,4,3,5,1,1,2,1,4,1,7,3,3,7,2
ENSG00000236794.5,0,8,0,0,1,1,1,1,0,0,0,0,0,2,0,1,0,0
ENSG00000236795.1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
ENSG00000236796.1,1,10,2,0,0,4,0,3,1,3,0,11,1,0,1,5,1,1
ENSG00000236797.1,1,0,5,6,1,0,1,1,2,3,1,1,0,3,1,8,3,0
ENSG00000236799.1,0,0,6,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0
ENSG00000236800.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236801.1,267,127,163,127,141,172,98,143,100,297,69,250,110,181,170,113,165,77
ENSG00000236803.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236804.1,11,4,5,8,13,8,4,6,3,18,5,12,8,7,10,6,9,12
ENSG00000236806.1,1,3,2,0,0,2,2,2,2,4,1,2,2,4,1,2,6,0
ENSG00000236807.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236809.2,12,6,8,9,10,11,9,7,4,6,4,20,3,6,6,6,10,5
ENSG00000236810.6,46,72,58,32,15,70,36,77,82,58,60,41,10,52,31,41,46,19
ENSG00000236811.1,27,8,23,16,15,33,19,11,25,11,18,39,9,27,11,18,22,12
ENSG00000236813.1,6,3,3,2,2,5,5,2,2,1,5,3,1,5,3,3,4,2
ENSG00000236814.1,67,69,49,63,48,64,42,60,60,93,32,42,23,83,51,85,59,18
ENSG00000236816.3,21,11,0,87,15,0,0,4,2,2,0,1,0,13,0,0,0,7
ENSG00000236817.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236818.1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236819.2,186,699,289,206,64,320,296,542,298,446,265,440,85,63,57,232,532,13
ENSG00000236822.1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000236823.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236824.2,263,36,7,98,13,141,214,1277,91,1262,328,79,24,28,94,41,483,1
ENSG00000236825.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
ENSG00000236827.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236828.1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
ENSG00000236829.9,17,55,18,17,7,27,29,41,38,18,44,69,16,28,18,41,25,0
ENSG00000236830.7,71,88,168,47,44,79,37,112,87,103,57,125,27,73,35,215,72,11
ENSG00000236831.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236832.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236833.1,0,4,11,2,1,12,9,2,19,0,2,20,1,4,2,4,5,0
ENSG00000236834.1,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0
ENSG00000236836.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236837.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
ENSG00000236838.2,0,0,0,2,1,0,0,2,0,0,1,2,0,0,0,0,0,0
ENSG00000236839.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236841.8,19,6,121,17,23,3,2,2,8,4,5,5,1,2,3,3,5,3
ENSG00000236842.1,2,0,1,0,1,0,1,0,1,0,3,0,0,2,2,8,0,0
ENSG00000236844.1,15,9,11,14,9,9,5,4,8,16,6,13,3,7,2,3,14,3
ENSG00000236846.1,1,11,13,6,0,3,8,1,3,1,5,2,1,1,0,3,3,0
ENSG00000236847.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236848.2,4,10,9,2,5,3,6,4,3,1,3,6,7,3,4,3,5,3
ENSG00000236849.6,8,0,7,1,2,0,1,0,0,4,1,0,0,0,1,0,0,0
ENSG00000236852.1,6,8,8,6,4,4,10,5,4,6,5,11,4,7,12,9,8,6
ENSG00000236853.2,0,1,1,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0
ENSG00000236854.2,2,6,3,0,1,5,6,3,3,3,0,8,0,0,1,6,1,1
ENSG00000236856.1,0,1,0,2,0,0,0,0,5,0,0,5,0,0,0,0,0,0
ENSG00000236857.3,0,1,2,0,1,2,0,1,2,1,2,0,0,0,2,1,3,1
ENSG00000236858.2,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0
ENSG00000236859.7,200,441,211,167,106,294,340,298,390,332,483,363,83,396,201,389,484,59
ENSG00000236860.1,8,0,1,0,4,3,3,0,2,1,1,1,4,2,1,3,1,0
ENSG00000236861.6,15,22,47,8,15,30,17,6,19,37,16,7,3,14,4,14,15,1
ENSG00000236862.1,5,2,6,4,4,6,2,3,5,3,2,8,3,3,1,1,3,1
ENSG00000236863.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236864.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236866.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000236867.1,0,1,1,0,3,1,2,0,1,0,0,2,0,3,0,3,0,0
ENSG00000236869.1,7,37,7,5,3,17,14,25,14,21,15,9,3,23,7,27,17,2
ENSG00000236870.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236871.7,21,248,54,38,28,86,38,23,202,4,64,166,19,42,12,182,34,3
ENSG00000236871.7_PAR_Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236872.1,1,1,5,2,1,4,0,1,2,2,0,2,1,0,3,0,1,0
ENSG00000236874.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236875.3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
ENSG00000236876.3,100,65,104,81,60,80,78,53,94,119,75,95,60,108,83,45,96,25
ENSG00000236877.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236878.1,1,13,3,0,2,0,0,2,8,2,0,2,2,2,0,9,4,0
ENSG00000236880.1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000236882.8,19,32,12,31,18,63,74,50,52,18,34,105,15,53,20,39,215,3
ENSG00000236883.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236885.2,1,1,3,2,0,0,0,6,14,0,1,2,0,0,0,0,0,0
ENSG00000236886.2,0,0,0,0,1,2,0,1,0,0,0,3,0,1,1,0,2,0
ENSG00000236887.1,10,2,7,5,4,4,5,3,4,4,2,7,0,8,9,3,7,2
ENSG00000236888.1,1,1,3,2,3,1,2,2,1,1,1,3,0,4,2,1,1,1
ENSG00000236889.1,1,1,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
ENSG00000236890.2,0,1,1,0,0,1,3,2,2,0,0,0,0,0,0,1,0,0
ENSG00000236892.2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000236893.1,1,0,7,1,2,0,0,0,1,2,0,1,0,0,3,0,1,0
ENSG00000236894.3,0,0,3,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0
ENSG00000236896.1,1,7,0,0,0,0,0,2,0,0,0,0,0,2,0,4,0,0
ENSG00000236897.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
ENSG00000236900.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000236901.6,121,841,158,110,83,110,292,291,524,63,128,370,59,210,229,307,120,122
ENSG00000236905.2,6,5,5,5,8,4,5,4,5,11,4,11,2,7,3,5,6,3
ENSG00000236907.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236908.2,5,0,13,2,4,5,4,3,4,0,7,3,1,5,1,5,1,0
ENSG00000236909.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236911.6,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236913.1,3,1,4,0,3,7,1,4,3,4,0,2,1,5,1,2,8,2
ENSG00000236914.4,51,42,112,44,38,80,56,35,31,62,58,93,29,93,68,102,52,6
ENSG00000236915.2,2,3,4,2,0,2,2,3,4,7,2,2,0,1,0,1,3,0
ENSG00000236917.1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
ENSG00000236919.3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000236920.2,1,0,0,1,0,0,2,1,5,0,1,3,0,5,0,3,2,0
ENSG00000236921.1,2,7,0,2,0,0,0,0,0,0,0,1,0,5,2,1,12,0
