sample,MAGEA1,MAGEA2,MAGEA2B,MAGEA3,MAGEA4,MAGEA5,MAGEA6,MAGEA7P,MAGEA8,MAGEA9,MAGEA9B,MAGEA10,MAGEA11,MAGEA12,MAGEB1,MAGEB2,MAGEB3,MAGEB4,MAGEB5,MAGEB6,MAGEB10,MAGEB16,MAGEB17,MAGEB18,MAGEC1,MAGEC2,MAGEC3,CSAG1,CSAG2,CSAG3,CSAG4,MAGED1,MAGED2,TRO,MAGED4,MAGED4B,MAGEE1,MAGEE2,MAGEF1,NSMCE3,MAGEH1,MAGEL2,TRIM28,NDN,Category
TCGA-RB-AA9M-01A,0.0,0.0,0.0,0.0,0.0,0.09594009594009595,0.0,0.0,0.0676878493065618,0.0,0.0,0.0,0.0,0.001530564556331007,0.0,0.0,0.0,0.0,0.0,0.0,0.8425531914893618,0.47208737864077666,0.0032208064094047546,0.0,0.0,0.0,0.07859955005624296,0.0018706404565630946,0.0,0.0,0.0,0.3142142872251253,0.44945345400168435,0.2732351565548375,0.0,0.13869153345174662,0.18729037902836826,0.15915682114564883,0.35363406909792,0.5764392349723023,0.17802931437322522,0.1336062621346429,0.5602901556814528,0.3323590131431024,Medium expressed
TCGA-3A-A9IS-01A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06416890912854482,0.0,0.0,0.0,0.0,0.0,0.026748748964971023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006099402137810254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2820015927983271,0.7393160665208841,0.591399238738052,0.1058864507140369,0.3722616933096507,0.5457660770171286,0.006286859878934154,0.3586967413310999,0.735801688995429,0.4256684727406518,0.6923005965192793,0.5945680886395217,0.5140505205531402,Medium expressed
TCGA-HZ-A4BK-01A,0.0,0.0,0.0,0.0,0.0,0.18064818064818067,0.0,0.0,0.06375491616642517,0.0,0.0,0.0,0.0,0.004322968594217348,0.01328437196241495,0.0,0.0,0.0,0.34709442095664433,0.0941681393587478,0.0,0.0,0.01211828411538539,0.0,0.0,0.0,0.14805961754780653,0.0,0.0,0.010264209778131042,0.06450100468854654,0.33364680707153027,0.40766314947728066,0.13739667018959195,0.05259491466388018,0.021758436944937832,0.15774994671841525,0.031200731844989005,0.33478654101430344,0.3694359826773222,0.11584083068921167,0.04068454760294131,0.639555315762115,0.18403474674271034,Medium expressed
TCGA-3A-A9J0-01A,0.001344718193153301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06375491616642517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009098778106568431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19146400791503365,0.25532684733137456,0.13561367377367314,0.0,0.06542332741267022,0.03204186249985979,0.006247931953987192,0.2529204774337203,0.2711047156560054,0.05735025204323257,0.05628717263918052,0.5449556236056529,0.14655639930920542,Medium expressed
TCGA-IB-A7M4-01A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06271993376112607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8762135922330097,0.0029859559420523244,0.0,0.0,0.003415644506940552,0.03641732283464567,0.003469139716761784,0.0,0.0,0.0,0.16075475159879926,0.22829134982431987,0.0653532787753657,0.15569487983281086,0.0,0.07302381406409494,0.018451836424859373,0.3175357244621625,0.2377850050999557,0.03893187442806783,0.020408163265306124,0.602681849164757,0.07734994765982671,Medium expressed
TCGA-2L-AAQI-01A,0.0,0.0,0.0,0.00880123493767712,0.0,0.0,0.0006047244094488189,0.0,0.06271993376112607,0.0,0.0,0.0,0.0,0.002835244267198405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011910273701444665,0.0,0.010182435299109036,0.001705446979126089,0.07283464566929133,0.010378355527372648,0.17881332972094285,0.010088426587589707,0.0,0.2750105818181905,0.37487247202193646,0.16807971286005546,0.05189829327760362,0.19256956779159265,0.15342011688297122,0.036806353037351344,0.3488706986787963,0.29613055886585227,0.10021705906585199,0.051626591230551626,0.474238582787056,0.12643011314784283,Medium expressed
TCGA-HZ-7919-01A,0.0,0.0,0.0,0.0,0.0,0.0886860886860887,0.0,0.0,0.06251293728006624,0.0,0.0,0.00985517296562025,0.0,0.0014176221335992026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008924317759392342,0.0,0.020364870598218072,0.0,0.0,0.008642464595222998,0.0,0.0050442132937948535,0.0,0.21265687649443674,0.3264022090561654,0.13222081247787404,0.0,0.021314387211367674,0.08933639188325165,0.07970492632890204,0.2922703429763786,0.5598480659662957,0.10345840107421046,0.05594894005815844,0.39829785986039845,0.20132374756510557,Medium expressed
TCGA-H6-8124-01A,0.0,0.0,0.0,0.0009628245440225451,0.005779137634967231,0.0873990873990874,0.0,0.0,0.06168495135582695,0.0,0.0,0.016189688741898488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18475350765948023,0.0,0.0,0.0,0.0717097862767154,0.006814098499260199,0.0,0.004967785819646447,0.0,0.42800073864774707,0.4140064462041479,0.1717516518557375,0.10205503308951584,0.021018354055654234,0.13152138554554738,0.024174241392062597,0.43083729111295554,0.492710669382064,0.10474632941405844,0.0701766716156975,0.7329649458846659,0.1587253265117873,Medium expressed
TCGA-IB-AAUS-01A,0.0,0.0,0.0,0.0009616119186522396,0.0,0.17456417456417456,0.0,0.0,0.061477954874767135,0.0,0.0,0.0,0.0,0.0,0.0,0.010579576816927323,0.0,0.0,0.0,0.0,0.0,0.0,0.005851131643751971,0.0,0.0,0.0,0.0,0.0068008877615726064,0.0,0.0049601430722316054,0.0,0.32220370849651675,0.35240811174253506,0.24820085325422686,0.2034134447927551,0.0630550621669627,0.0808197512030421,0.04221733460497889,0.23029985341718137,0.5177056037695027,0.16457967113310965,0.11577657322076484,0.3850312091050491,0.34135926147080453,Medium expressed
TCGA-XD-AAUI-01A,0.002569484998184946,0.32486772486772486,0.0,0.0004765617705300507,0.0,0.0,0.0,0.0,0.061063961912647485,0.0,0.0,0.0,0.0,0.004143818544366899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009939996363415965,0.0,0.07086614173228346,0.005057070386810399,0.0,0.0,0.0,0.19778695621278095,0.30509950522875556,0.1576142991144451,0.0,0.020870337477797513,0.07689934828208954,0.04184751931798276,0.2431613452196735,0.37764399218350225,0.11752596689947516,0.06306060952146679,0.4376849437811358,0.18964147307471013,Medium expressed
TCGA-F2-A8YN-01A,0.0,0.0,0.0,0.0,0.0005103295763574882,0.0,0.0,0.0,0.06002897950734838,0.0,0.0,0.003147254154108767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005703511349987587,0.0,0.0,0.0,0.0,0.003313253012048193,0.0,0.0,0.0,0.36572593649388063,0.39659999434269494,0.09958422590822995,0.0,0.0,0.04650921490987,0.029390583334955332,0.2116595844959702,0.21355248833191956,0.049250041666535634,0.037605313326363694,0.42000037418564057,0.12373677959416034,Medium expressed
TCGA-IB-AAUR-01A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05982198302628856,0.0,0.0,0.0,0.0,0.0027067235792622136,0.0,0.020553914685517843,0.0,1.0,0.0,0.0,0.0,0.0,0.005683381309928806,0.0,0.009697557427722893,0.0,0.1389201349831271,0.02807281758613401,0.17068545109726363,0.0,0.0,0.22541138377860154,0.30187917974629247,0.22400119900048837,0.04946011842563566,0.16341030195381884,0.19123882488866953,0.07028436849173755,0.21621961246126944,0.6870928191936918,0.14643802220747734,0.08537956723800152,0.49022642276504985,0.2968255369597296,Medium expressed
TCGA-YY-A8LH-01A,0.0,0.0,0.0,0.0,0.0005057320126065197,0.6731016731016731,0.0,0.0,0.059407990064168914,0.0,0.0,0.01869682340703598,0.0,0.001343625373878365,0.0,0.0,0.0,0.0,0.0,0.08785660186821509,0.0,0.0,0.0056431212298112465,0.0,0.0,0.0,0.0344488188976378,0.006557810188120905,0.33893253860742345,0.0,0.0,0.20231913527829648,0.2929694448257437,0.03961869717227104,0.0,0.020278271166370633,0.023009231735633604,0.0,0.2242354829644392,0.3787807499854042,0.0428103999672957,0.008956574450701504,0.6098199459150052,0.052556318417869854,Medium expressed
TCGA-2J-AAB4-01A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05692403229145105,0.0,0.0,0.0,0.0,0.0025782028913260216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002710845394582335,0.0,0.0,0.0,0.0,0.003149439864722046,0.0,0.0,0.0,0.2649097877718624,0.3674768471318071,0.2403349966019706,0.04702194357366771,0.0778567199526347,0.11501250715094954,0.07260058002608172,0.2561925610606708,0.30416685269198673,0.10887622994896243,0.06088186458397392,0.3986548531877583,0.14876047075278087,Medium expressed
TCGA-LB-A9Q5-01A,0.0,0.0,0.0,0.0,0.0004781466301007096,0.0,0.0,0.0,0.05609604636721176,0.0,0.0,0.0,0.0,0.0012696286141575272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005341170628929552,0.0,0.0,0.0,0.0,0.0015509406045233567,0.0,0.0,0.0,0.12129484854988096,0.15717590106032822,0.12088974105207125,0.0,0.0,0.07176749038127181,0.038519181735017616,0.11885480663372933,0.18358810216396101,0.05741117952459269,0.05282577947235717,0.2060539191394944,0.08690730244357069,Medium expressed
TCGA-IB-A5SP-01A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05588904988615194,0.0,0.0,0.0,0.0,0.0012657340478564308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002663875301111849,0.0,0.0,0.0,0.0,0.006185267385330797,0.0,0.004509220974756005,0.0,0.16066277712064747,0.27572004391873545,0.04844582145745745,0.046325322187391146,0.0956187092954411,0.04341327440577012,0.038402397960176735,0.12276172344316545,0.2751675086458845,0.032101903767598215,0.024699763676456377,0.4815842514365695,0.07145879695448472,Medium expressed
TCGA-IB-AAUV-01A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054026081556613544,0.0,0.0,0.0,0.0,0.0,0.0,0.009296470246453298,0.0,0.0,0.04202934593384731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12556242969628795,0.002982984569858381,0.0,0.004348723279044351,0.0,0.39481363760487054,0.40827399959843547,0.3966055882725349,0.13409961685823754,0.22128478389579634,0.16417458412320948,0.16402281176401892,0.23363297241951733,0.6438445080174051,0.17602814142093892,0.21631950240276912,0.37323601809844925,0.5381987587094091,Medium expressed
TCGA-OE-A75W-01A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054026081556613544,0.0,0.0,0.0,0.0,0.0012189992522432702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005126450201635901,0.0,0.017516213103824473,0.008802766719556107,0.0,0.004467871485943775,0.0,0.0,0.0,0.26854337380923354,0.2859929117090771,0.10351715423435809,0.04458376872169976,0.018354055654233273,0.01805965294058262,0.010568931623099832,0.18818674997070628,0.20382307790053542,0.05411441316222276,0.030054380770818876,0.6024128400285594,0.21113595354575862,Medium expressed
TCGA-US-A774-01A,0.0,0.0,0.0,0.0,0.0,0.07417807417807418,0.0,0.0,0.052370109708134965,0.0,0.0,0.0,0.0,0.0011839481555333997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01491635968355577,0.0,0.0,0.0,0.030371203599550055,0.0014452547030226169,0.0,0.004211153825577218,0.0,0.3170374521500995,0.3828154325035779,0.25858874541653637,0.04319052594914664,0.17865600947306098,0.1018183041873717,0.010238044261050665,0.34072263926102153,0.42107775629423827,0.13734882123012193,0.07466594041835417,0.3601956485243939,0.2418729214514689,Medium expressed
TCGA-HZ-8636-01A,0.0,0.0,0.0,0.0,0.0,0.14706914706914706,0.0,0.0,0.051749120264955505,0.0,0.0,0.0,0.0,0.0011722644566301095,0.010800302408467438,0.026751561516486708,0.0,0.0,0.0,0.0,0.0,0.7233009708737864,0.0024625749005240524,0.0,0.0,0.0,0.0,0.01002430775734517,0.0,0.0,0.05251172136637642,0.3481638020300455,0.4460613269226464,0.2550563452707958,0.3859282479972135,0.42495559502664304,0.17863352365141505,0.1523833622048777,0.45995867219662395,0.5319270963908799,0.18321463611749647,0.07103323464555861,0.45695348164568866,0.23188066701429647,Medium expressed
TCGA-3A-A9I7-01A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05154212378389567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024491548738181986,0.0,0.0,0.0,0.11979752530933632,0.0028455928979074195,0.0,0.0,0.05217682518419289,0.27349454771966275,0.3270916714230257,0.1973828713477644,0.1278300243817485,0.017613972764949675,0.1012658582822017,0.09087724078867976,0.25670140678380454,0.4793992698649284,0.10028899280190942,0.07718291793686911,0.41810214054412664,0.27209583796682674,Medium expressed
TCGA-FB-AAPY-01A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05009314841647692,0.0,0.0,0.0026271570693196062,0.0,0.003396061814556331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00475739946722494,0.0,0.0,0.0,0.0,0.01659268653561615,0.28583039826605255,0.004035370635035882,0.0,0.18521425894356738,0.2996714424618232,0.17392484024093707,0.04144897248345524,0.034191829484902306,0.058228359263704586,0.009809837086634098,0.1774229820056616,0.30084930575350555,0.06918433432599268,0.040104720321189176,0.39751636809349383,0.14539043333836366,Medium expressed
TCGA-HZ-A77P-01A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05009314841647692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011890143661385886,0.0,0.0,0.0,0.0,0.001381843162122173,0.0,0.0,0.0,0.2765149705693553,0.4484472866714413,0.20844778533756775,0.12399860675722743,0.034191829484902306,0.14894165946897892,0.12248671584561185,0.32676022595491805,0.5292792406045767,0.1404054153917755,0.06851186449612132,0.44325575891927094,0.5194711098334727,Medium expressed
TCGA-LB-A8F3-01A,0.0,0.0,0.0,0.00038925274386805665,0.0,0.0,0.0009606299212598425,0.0,0.0498861519354171,0.0,0.0,0.0,0.0,0.0011255296610169492,0.0,0.008570183508449136,0.0,0.0,0.07750974052889,0.0,0.6191489361702128,0.0,0.00236863471358308,0.0,0.0,0.0,0.0577896512935883,0.00825142675967026,0.0,0.00802488478558272,0.0,0.307207353014921,0.44893440493566905,0.09885552302520227,0.04110066179031696,0.10198342214328006,0.06362101650046552,0.009751445199213657,0.1947994596247728,0.31014599267117476,0.1199414467250103,0.025437725671413634,0.45810612511554244,0.12425170078381965,Medium expressed
