timeline,survival_probability
0.0,1.0
0.0027397260273972603,0.9933333333333336
0.030136986301369864,0.9866666666666666
0.0547945205479452,0.9666666666666667
0.10684931506849316,0.9600000000000003
0.1589041095890411,0.9533333333333333
0.1863013698630137,0.9333333333333331
0.1917808219178082,0.9266666666666666
0.2410958904109589,0.9200000000000006
0.2493150684931507,0.9133333333333337
0.2958904109589041,0.9066666666666672
0.29863013698630136,0.9000000000000004
0.3232876712328767,0.8933333333333333
0.336986301369863,0.8866666666666668
0.38082191780821917,0.88
0.3835616438356164,0.8733333333333332
0.3917808219178082,0.8666666666666667
0.3972602739726027,0.8600000000000001
0.44931506849315067,0.8466666666666668
0.4821917808219178,0.8333333333333338
0.5205479452054794,0.826666666666667
0.5232876712328767,0.8199999999999998
0.536986301369863,0.8133333333333337
0.5780821917808219,0.8066666666666671
0.6164383561643836,0.8
0.6657534246575343,0.7933333333333337
0.673972602739726,0.7866666666666671
0.6821917808219178,0.7800000000000004
0.7013698630136986,0.7666666666666669
0.736986301369863,0.7466666666666666
0.7561643835616438,0.74
0.7643835616438356,0.7333333333333337
0.7835616438356164,0.7266666666666667
0.7863013698630137,0.7200000000000003
0.7890410958904109,0.7133333333333333
0.7945205479452054,0.7066666666666667
0.8054794520547945,0.7
0.821917808219178,0.6933333333333334
0.8301369863013699,0.6866666666666669
0.8849315068493151,0.6799999999999999
0.9178082191780822,0.6733333333333337
0.9424657534246575,0.6666666666666671
0.9808219178082191,0.66
1.0164383561643835,0.6533333333333338
1.0301369863013699,0.6466666666666668
1.0794520547945206,0.64
1.0904109589041096,0.6266666666666668
1.095890410958904,0.6200000000000003
1.1369863013698631,0.6133333333333336
1.1561643835616437,0.6066666666666666
1.16986301369863,0.6000000000000001
1.178082191780822,0.5933333333333334
1.2465753424657535,0.586666666666667
1.2547945205479452,0.5800000000000001
1.3534246575342466,0.5733333333333333
1.4986301369863013,0.5666666666666669
1.515068493150685,0.546666666666667
1.632876712328767,0.5400000000000004
1.641095890410959,0.5333333333333332
1.652054794520548,0.5266666666666668
1.6712328767123288,0.5200000000000001
1.6767123287671233,0.5066666666666668
1.7315068493150685,0.49999999999999994
1.7397260273972603,0.4933333333333337
1.7808219178082192,0.4866666666666667
1.841095890410959,0.4800000000000001
1.8575342465753424,0.46666666666666695
1.8630136986301369,0.46000000000000024
1.9095890410958904,0.4466666666666666
1.9205479452054794,0.43999999999999995
1.9671232876712328,0.4333333333333333
1.9808219178082191,0.4266666666666666
2.0054794520547947,0.42000000000000004
2.0657534246575344,0.4133333333333335
2.084931506849315,0.4066666666666668
2.0931506849315067,0.39999999999999997
2.1671232876712327,0.39333333333333353
2.221917808219178,0.38666666666666666
2.232876712328767,0.3800000000000001
2.33972602739726,0.3733333333333336
2.356164383561644,0.36666666666666686
2.4136986301369863,0.36000000000000015
2.4465753424657533,0.35333333333333344
2.684931506849315,0.3466666666666668
2.7150684931506848,0.3400000000000001
2.756164383561644,0.33333333333333337
2.758904109589041,0.3266666666666667
2.835616438356164,0.3200000000000001
2.8383561643835615,0.31333333333333335
2.852054794520548,0.30666666666666675
2.9123287671232876,0.30000000000000004
3.128767123287671,0.29333333333333333
3.1561643835616437,0.28666666666666674
3.2054794520547945,0.2800000000000001
3.282191780821918,0.27333333333333343
3.3232876712328765,0.26
3.4575342465753423,0.25333333333333335
3.5753424657534247,0.2466666666666667
3.9095890410958902,0.24000000000000005
4.3561643835616435,0.23333333333333334
5.134246575342465,0.22666666666666677
6.134246575342465,0.22666666666666677
