timeline,survival_probability
0.0,1.0
0.021917808219178082,0.9827586206896555
0.0547945205479452,0.931034482758621
0.1863013698630137,0.9137931034482762
0.44931506849315067,0.8965517241379314
0.5095890410958904,0.8793103448275864
0.536986301369863,0.8620689655172415
0.5780821917808219,0.8448275862068967
0.6602739726027397,0.8275862068965522
0.673972602739726,0.810344827586207
0.736986301369863,0.7931034482758623
0.7561643835616438,0.7758620689655173
0.7835616438356164,0.7413793103448277
0.7863013698630137,0.724137931034483
0.8054794520547945,0.7068965517241382
0.821917808219178,0.6896551724137933
0.8301369863013699,0.6724137931034484
0.9534246575342465,0.6551724137931035
1.0164383561643835,0.6379310344827587
1.0767123287671232,0.6206896551724139
1.095890410958904,0.6034482758620691
1.104109589041096,0.5862068965517244
1.16986301369863,0.5689655172413794
1.178082191780822,0.5517241379310346
1.641095890410959,0.5344827586206898
1.7808219178082192,0.517241379310345
1.8575342465753424,0.5000000000000002
1.9095890410958904,0.4655172413793105
1.9205479452054794,0.4482758620689657
1.9589041095890412,0.4310344827586207
2.0054794520547947,0.413793103448276
2.0657534246575344,0.3965517241379311
2.084931506849315,0.37931034482758635
2.356164383561644,0.3620689655172415
2.4136986301369863,0.3448275862068966
2.758904109589041,0.3275862068965517
2.835616438356164,0.3103448275862069
2.852054794520548,0.29310344827586216
2.9123287671232876,0.2758620689655173
3.1561643835616437,0.2586206896551725
3.2054794520547945,0.2413793103448276
3.282191780821918,0.22413793103448282
3.5753424657534247,0.20689655172413798
5.134246575342465,0.18965517241379318
6.134246575342465,0.18965517241379318
