gene,classification,Child,Young,Senior-40,Senior-60,Senior-70,Elderly-80,Elderly-90
MAGEA1,Positive,0,1.69491525423729,2.82485875706215,9.03954802259887,2.25988700564972,2.82485875706215,0
MAGEA1,Negative,0,1.69491525423729,18.0790960451977,37.8531073446328,19.774011299435,3.95480225988701,0
MAGEA2,Positive,0,0,0,1.69491525423729,0.564971751412429,0,0
MAGEA2,Negative,0,3.38983050847458,20.9039548022599,45.1977401129944,21.4689265536723,6.77966101694915,0
MAGEA2B,Positive,0,0,0,1.12994350282486,0,0,0
MAGEA2B,Negative,0,3.38983050847458,20.9039548022599,45.7627118644068,22.0338983050847,6.77966101694915,0
MAGEA3,Positive,0,0,2.82485875706215,3.95480225988701,2.82485875706215,1.12994350282486,0
MAGEA3,Negative,0,3.38983050847458,18.0790960451977,42.9378531073446,19.2090395480226,5.64971751412429,0
MAGEA4,Positive,0,0,2.82485875706215,7.90960451977401,2.25988700564972,2.25988700564972,0
MAGEA4,Negative,0,3.38983050847458,18.0790960451977,38.9830508474576,19.774011299435,4.51977401129944,0
MAGEA5,Positive,0,2.82485875706215,14.6892655367232,32.2033898305085,14.1242937853107,4.51977401129944,0
MAGEA5,Negative,0,0.564971751412429,6.21468926553672,14.6892655367232,7.90960451977401,2.25988700564972,0
MAGEA6,Positive,0,0.564971751412429,1.69491525423729,7.90960451977401,2.25988700564972,0.564971751412429,0
MAGEA6,Negative,0,2.82485875706215,19.2090395480226,38.9830508474576,19.774011299435,6.21468926553672,0
MAGEA7P,Positive,0,0.564971751412429,2.25988700564972,5.08474576271187,1.69491525423729,0.564971751412429,0
MAGEA7P,Negative,0,2.82485875706215,18.6440677966102,41.8079096045198,20.3389830508475,6.21468926553672,0
MAGEA8,Positive,0,3.38983050847458,19.2090395480226,40.6779661016949,20.9039548022599,4.51977401129944,0
MAGEA8,Negative,0,0,1.69491525423729,6.21468926553672,1.12994350282486,2.25988700564972,0
MAGEA9,Positive,0,0,0.564971751412429,2.25988700564972,1.69491525423729,0.564971751412429,0
MAGEA9,Negative,0,3.38983050847458,20.3389830508475,44.6327683615819,20.3389830508475,6.21468926553672,0
MAGEA9B,Positive,0,1.12994350282486,1.12994350282486,2.25988700564972,2.25988700564972,0,0
MAGEA9B,Negative,0,2.25988700564972,19.774011299435,44.6327683615819,19.774011299435,6.77966101694915,0
MAGEA10,Positive,0,2.82485875706215,14.6892655367232,28.2485875706215,14.6892655367232,3.38983050847458,0
MAGEA10,Negative,0,0.564971751412429,6.21468926553672,18.6440677966102,7.34463276836158,3.38983050847458,0
MAGEA11,Positive,0,0.564971751412429,5.08474576271187,6.21468926553672,3.95480225988701,1.69491525423729,0
MAGEA11,Negative,0,2.82485875706215,15.819209039548,40.6779661016949,18.0790960451977,5.08474576271187,0
MAGEA12,Positive,0,1.12994350282486,6.21468926553672,16.9491525423729,7.34463276836158,1.12994350282486,0
MAGEA12,Negative,0,2.25988700564972,14.6892655367232,29.9435028248588,14.6892655367232,5.64971751412429,0
MAGEB1,Positive,0,0,0.564971751412429,2.82485875706215,0,0,0
MAGEB1,Negative,0,3.38983050847458,20.3389830508475,44.0677966101695,22.0338983050847,6.77966101694915,0
MAGEB2,Positive,0,0,3.38983050847458,10.1694915254237,3.95480225988701,0,0
