sample,MAGEA1,MAGEA2,MAGEA2B,MAGEA3,MAGEA4,MAGEA5,MAGEA6,MAGEA7P,MAGEA8,MAGEA9,MAGEA9B,MAGEA10,MAGEA11,MAGEA12,MAGEB1,MAGEB2,MAGEB3,MAGEB4,MAGEB5,MAGEB6,MAGEB10,MAGEB16,MAGEB17,MAGEB18,MAGEC1,MAGEC2,MAGEC3,CSAG1,CSAG2,CSAG3,CSAG4,MAGED1,MAGED2,TRO,MAGED4,MAGED4B,MAGEE1,MAGEE2,MAGEF1,NSMCE3,MAGEH1,MAGEL2,TRIM28,NDN,Category
C3N-02765-02,0.042795094532447626,0.0,0.0,0.0,0.0,0.0,0.0,0.34740444951511695,0.21092278719397364,0.10700982052150357,0.0,0.010248447204968945,0.0036080558045964444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03130004458874731,0.0,0.0,0.0,0.022100330173607415,0.0,0.0,0.0,0.0,0.2264086722981058,0.4226438831735516,0.6278654914615942,0.0491126702434998,0.09144659046117462,0.41609558952732384,0.13757225433526013,0.09958257348932296,0.22132043486513553,0.29473150306483636,0.25133794543793236,0.3324358890410558,0.29797862060033675,Negative
C3N-02765-02-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15051426915833696,0.0,0.0,0.014596273291925466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009570880407955638,0.0,0.0,0.0,0.331238683565875,0.0036522510837287093,0.0,0.0,0.0,0.4051170458876608,0.7216269405558359,0.46722453808370545,0.070160957490714,0.13046905794245173,0.32855385696714107,0.3435566133968038,0.20950589873449962,0.5584980004319853,0.5414909164909164,0.4081059913849367,0.43770505963534734,0.614286141247497,Negative
C3N-01012-02,0.0,0.0,0.0,0.0,0.0010791872094140604,0.029036569068156968,0.0,0.0,0.08286252354048965,0.0,0.0,0.04824016563146998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005269008308579252,0.0,0.0,0.0,0.008680370646501224,0.0020138580742055504,0.0,0.0,0.0,0.3321630221859793,0.5568114955669583,0.4690641510836373,0.0771770532397854,0.03586913677571936,0.23531892461781762,0.1958517511050663,0.24525490429149382,0.5202934881498597,0.510745427412094,0.15657224905364836,0.3766974235802385,0.3569622523087959,Negative
C3N-02768-02,0.0,0.0,0.0,0.0,0.0,0.0892965617786417,0.0,0.0,0.16978125452701723,0.0,0.0,0.024741200828157353,0.0,0.0018132459678457918,0.0,0.0034079767213840654,0.0,0.522314049586777,0.0,0.0,0.0,0.0,0.005394610413670534,0.0,0.0,0.0,0.0,0.003091491571540723,0.0,0.03345462160676422,0.0,0.33312651237823415,0.5653481811034577,0.43535649470104737,0.0,0.0,0.2008610086100861,0.14529071744304659,0.27120290761246957,0.5548064902508787,0.524638941305608,0.18825871296175434,0.6718237786282407,0.3523715592217341,Negative
C3N-02930-01,0.0,0.0,0.0,0.0,0.0,0.10800631757988094,0.0,0.0,0.0,0.0,0.0,0.014958592132505175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016135903717115777,0.007480044275620615,0.0,0.0,0.0,0.39429617351687213,0.6135563572114667,0.4132130048870527,0.2154354106479571,0.3334647221127316,0.3767000527148129,0.16320979258755525,0.22542669018923378,0.6497319727980208,0.5720190303523637,0.145542357394596,0.37879416923593473,0.5033862338982038,Negative
C3N-02930-01-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05128205128205128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4671385237613751,0.0,0.0,0.03227180743423155,0.0,0.0,0.0,0.0,0.3801646885719604,0.5603405789691606,0.5133759066442857,0.07181180354931903,0.06661411115490737,1.0,0.7906154369262157,0.21666455416386432,0.8658947657789152,0.8943602693602694,0.7209894269677588,0.40759203041604725,0.767406876077189,Negative
C3N-02930-01-3,0.0,0.0,0.0,0.0,0.0,0.1825416109828696,0.0,0.0,0.04331450094161959,0.0,0.0,0.025258799171842653,0.0,0.0037089122069573007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013632974757695177,0.006319515893875043,0.0,0.01709379335619486,0.0,0.5378872353061098,0.5012664636078203,0.341945034593396,0.24308708212959143,0.3945605045329129,0.5065014935863644,0.18034682080924855,0.27346075869375763,0.7051242612070714,0.4355767689101022,0.42768568072053254,0.49918219953495435,0.483007063371091,Negative
C3N-02940-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08503549181515284,0.0,0.0,0.0,0.0,0.0,0.0,0.0034079767213840654,0.0,0.0,0.11606597434331094,0.0,0.0,0.0,0.0027004452594625483,0.0,0.0,0.0,0.013366705719458942,0.00928910322363577,0.0,0.0,0.0,0.3100754305569097,0.49698890105155874,0.41370232955706826,0.0,0.05518328734726055,0.20455104551045508,0.16630397823869433,0.3139255982577613,0.6486651001747578,0.5114145114145114,0.17285602401775224,0.470503455799069,0.4841447742012613,Negative
C3N-02944-01,0.47483392948390385,0.0,0.0,0.0,0.03432702329122532,0.15374802575628718,0.0,0.0,0.43850499782703173,0.0,0.0,0.028364389233954453,0.03008899870984671,0.0,0.24876543209876545,0.035202580890027514,0.0,0.0,0.0,0.0,0.0,0.0,0.006198463886254733,0.0,0.0,0.0,0.015337096602407072,0.010649554561900537,0.0,0.019214156697468655,0.0,0.5002091846231574,0.6774406874273942,0.4009984700861583,0.0,0.06346078044934964,0.30372518010894395,0.15491329479768787,0.2828311742341773,0.6672797366199119,0.578677495344162,0.20418352695470565,0.407370513765379,0.5941241519471593,Negative
C3N-02971-01,0.0,0.0,0.0,0.0,0.0,0.11371643785688251,0.0,0.0,0.37838620889468344,0.0,0.0,0.0944616977225673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006876715253747653,0.0,0.197522039552061,0.0,0.20390882948130792,0.0,0.0,0.0,0.0,0.46136466375344576,0.5805180850332667,0.6098348064689959,0.0,0.14032321639731968,0.3411351256369707,0.26436586195171713,0.2461215358239034,0.6207431455070264,0.5965346382013048,0.20650045685941784,0.3598426535187014,0.625794753778256,Negative
