,IFI16,SFN,MAP2,PDLIM1,FGF2,PTX3,GRAMD2B,TMEM40,CASP1,COL3A1,ADAMTSL1,PCDH1,PLCXD3,TLR8,CARD16,TNFSF18,STAMBPL1,KRT16,UBASH3B,ACTA2,MID1IP1,ALDH7A1,AIM2,PELI2,EMC10,CD14,A4GALT,CAMK1G,CARD17,FAS,LRP1B,IL18,GPR87,ADAM23,GLI3,PPP3CA,GJC2,SAMSN1,CXCL1,SDC1,EMCN,TRIML2,PCDH7,RAPGEF5,NRG2,PEG10,KCNE1B,TNS1,LAMA4,SEC14L4,CORO2B,ENPP1,PRKAA2,HKDC1,ANKRD22,IGFBP1,WNT3,FZD8,GRIA2,ITGA3,CDH12,ITGA10,PKP2,CDKN1A,MGP,SUCNR1,LAMB3,COL9A2,DDIT4L,SCN7A,COL1A2,PLD1,PIK3R3,CA2,CERKL,NDST3,COL6A3,CREB3L4,AP1S3,COL5A1,ATP2A3,SLC40A1,PDGFRL,SHH,WNT4,GJA1,COL17A1,UBE2U,CGN,FRAS1,CASP5,CREB3L1,TGFB2,TP53AIP1,TMPRSS13,FLNC,PLA2G4A,FZD1,CYP4A22,TRO,SP8,MYRFL,TAC3,CYBB,THSD7B,SPATA4,COL18A1,KCNK13,DTX4,PIWIL4,HRNR,WNT5A,PRR29,ATP1B1P1,LUM,GNG2,WNT7B,WNT6,WNT8A
A4GALT,0.24561179800000318,0.5036814559306394,-0.1565423212254045,0.2847837665187254,0.09386000822086688,0.07095305742902899,0.16166696056947827,0.48270334160969414,0.033836716096937225,0.3638923437127566,0.1572752132239308,0.03719457283037833,-0.09573174139731089,0.0411747069135589,0.07838958680398665,-0.09920099354621414,-0.015807066706955655,0.35612698535920395,0.08089090703038264,0.22047010663755176,-0.0899969629544574,0.2764115978958215,0.19291902181107187,-0.20185258254040833,0.22432570689022036,0.2823385611406126,1.0,0.15133238872987104,0.13902650663404856,0.19371390596077565,-0.035160897731658744,0.14088825606106553,0.2532843101063087,0.0656770174131881,0.2594817943355393,0.1545286983187915,-0.01937559996995974,0.18716203992102823,0.3734942788576182,0.41257826278021403,-0.08847733401494433,0.13277101441106998,0.20716309233336622,-0.18431338331192007,0.09881735128034204,0.08190689046722813,0.055333409955501824,0.057575490320106504,0.33726655644692566,0.07442442813009417,0.03210989618650731,0.009393564164281923,-0.10375757669259449,-0.13136319725620255,-0.07281928023670688,0.04197388836923619,0.07442172070139708,0.03627424164206136,-0.12208682627632049,0.37411793480338185,-0.04870212125848006,0.04904952418911607,-0.03446249410309614,0.2419853087316803,-0.10035032939176247,-0.0957899060635147,0.27444383129112726,0.03986335469639883,0.07092783980862655,-0.15133652287312807,0.2895370426744387,-0.08634768228905952,0.12627013039705692,-0.14438286917003332,-0.10038543672340568,-0.1321028763749172,0.3695940122204322,-0.10257989238293946,0.1434909414791468,0.23812843264006456,-0.24975907654615498,-0.22650182059226118,0.35218636032007683,-0.17896306470542783,0.045709965549791905,0.3189576915690516,0.26710363972124207,-0.10575398136258783,-0.14187962531868076,-0.24082458128677134,-0.03762855800040011,-0.04878282243649257,0.20926454341667655,0.46280941266548725,0.2699659100737577,0.16575415441890576,-0.02554788272639579,0.22564574819960367,0.23282819150899098,0.1350774078111782,0.06419291161108213,-0.17587526580441493,-0.09739605226260076,0.07546821244622931,-0.14597590527505463,-0.09429525606091116,0.3313316854216887,0.06777710693049063,0.0845543335683482,-0.20610045789372772,0.10902011656520888,0.1209914088090938,0.2749113247141353,0.11117394396758745,0.12086560720905264,0.06226767912198546,0.4180785946623413,0.15310787559148326,0.09249322891848809
CAMK1G,0.24840715463243757,0.2825306958421587,0.17986657993252347,0.304929124816874,0.15102523012036778,-0.0005213864558064101,0.24419134693318043,0.18823187574427494,0.12851832358033066,0.07239055541741846,0.05025674591698366,0.3637477906682756,-0.025104374351937606,-0.006991120346170167,0.1497339569997579,0.0690547190646939,0.15165614107124933,0.12006395943385073,0.15570590953298485,0.0027405431477283923,0.19925829910883835,0.17462156783836374,-0.03561289661357299,-0.007753525235552674,0.20356568929926597,-0.0670261046302097,0.15133238872987104,1.0,0.007996296638730293,0.17362421876093287,-0.007739582248063723,0.22866593917025804,0.14075058105305813,0.12438593181639308,0.16422078225369338,0.26420131128479524,0.14606821332405712,0.028510448942705723,0.11844602595902454,0.230388175509833,0.07829269598058779,-0.0055064248843409965,0.11258587783307539,0.02038201977873699,0.02392830218162117,0.10134126285686172,0.17476523918505368,0.30931213811059516,0.13073727089483708,0.07109550150424578,0.0678957285298333,-0.0875951696931801,0.014160451026327028,0.23345744192811665,0.13162516962609294,0.13250042554559707,0.07551398660837179,0.24576538948657156,0.09066857974826756,0.2614947622330561,0.06971363125842077,0.251953890077066,0.2573249683016675,0.22872716373089055,0.04445213770443755,0.03166382745601386,0.36864772948214747,0.0937486128745822,0.13362851972137782,0.0973882795369036,0.08934311857149689,0.045488932505017295,0.1347935464411768,0.013214711065870086,0.16661001682211812,0.19696329875999308,0.18310604043926063,0.18763657633979336,0.2699341553724472,0.22354006027256068,-0.09610699849390252,0.049654113772097205,0.01980638319130612,0.1126782352999182,0.16971570506682335,0.006893620521292534,0.314781556131107,-0.08521601025456359,0.2602968070344179,-0.09133835825775716,0.06558163672284041,0.11600043252815447,0.11512899264625573,0.02135107110930025,-0.009524001908582021,0.23688790960925296,0.2887707541843275,0.06914234993295809,0.3132476365304267,-0.047825047932359054,-0.011027568810978708,-0.08463698229204908,0.221125106548566,-0.08720532692904953,0.12486748558731375,0.07897775159605254,0.21006202767149793,0.050796833160117794,0.2542701304831376,0.23631820255723543,0.15155727001627695,0.3219249301422011,0.05349702200815936,0.19493048133063673,0.05958121992837651,0.03039603543155149,0.29657784228371653,0.1714349857525009,0.0983662789834616
CARD17,0.4028556437585425,0.08815393671691374,0.029574318775123665,0.02244548515815771,-0.009504467230585342,0.2516038133319022,0.05304313931316519,0.05988851752072447,0.3068836234110026,-0.004323495865732856,0.11593019202333889,-0.029382943910126972,0.11265982675719353,0.2908984518456752,0.3719110162850767,0.0527635693651334,0.212649109588366,-0.009956818781246747,0.26610632913850685,-0.008872366600972398,-0.1466280635148918,-0.021185214437244103,0.3113779170088233,-0.09417839712837917,-0.02572104909409254,0.07315800144237962,0.13902650663404856,0.007996296638730293,1.0,0.19671820880721322,0.30491257246765957,0.14496569446872418,0.142575500986014,0.1374560313456101,0.020702401513505053,0.12137331859707179,-0.050236533360007614,0.5080222661789509,0.10685404313501182,-0.11943229665307628,0.19725543818795707,0.033778679508529426,0.18509367071711114,-0.11163110825944852,-0.0080092172858033,0.29403772213857887,-0.002899415065926806,0.006128933888974679,0.11619263505906566,-0.02472418298872304,0.10457526392107411,-0.08346640327755993,-0.01678733403903764,-0.17462179897024044,-0.03159700617759413,-0.014005968804142508,0.15853062499914683,-0.02134005470249271,0.04583776704696467,0.1914248237080425,-0.038151936211301925,-0.011282721890412448,0.21844907021455087,0.10616467174231799,0.130110092738052,-0.05772784402690895,0.1576918070688825,-0.008116509570747053,-0.09190537128692595,-0.0379165896715581,0.005442234166232973,-0.05576092687002509,0.21142762010662502,-0.08486951022643684,0.1315838406661896,0.01241770852765787,0.01999229072354338,0.0038920223811033687,0.03727085555624295,0.04206398197518673,-0.001651854599760632,-0.054416359134893504,-0.017761181087958374,-0.12846062731083105,-0.07128201200405723,-0.023766633882956027,-0.08998100514560783,-0.07309315750558207,-0.09652941245372465,-0.20377796841881135,0.1319076785215572,-0.07731088541244349,0.14847073380027834,0.02826950018645554,0.07289124697500797,0.07170045070985955,-0.008318897946661269,-0.07196401849057942,0.01374037929573048,-0.1383542763242073,0.45158582059037045,-0.06552427113042296,-0.11018172468670173,0.30236912155729234,0.037008421434615656,-0.02108127238332299,0.0319427974560107,0.24480816591154667,-0.016680859697753844,-0.10908408875806948,-0.15858135489558423,-0.0508482620354938,0.14459931030619994,0.1225483496571408,-0.02443084835668159,0.31086951186324885,0.275205458015727,0.026305509825867067,0.06947869447520667
FAS,0.5250851131157014,0.243824904620504,0.08322805209456548,0.21009574655145527,0.1969215148593344,0.14354364435104694,0.2588383790509343,0.03386394340514334,0.3982666064597115,0.21766553758260965,0.33421355782730716,0.014567472283872104,0.005322952282121381,0.37332154759459263,0.5005238948462986,0.15324253347322384,0.44367641918675504,-0.006963614227911274,0.26229582740797147,0.1769631537218402,0.11356817682134514,0.03515785927630892,0.1875221708926069,-0.08193970657621605,0.050728199811184475,0.22786624065229652,0.19371390596077565,0.17362421876093287,0.19671820880721322,1.0,-0.037572774214820165,0.21852180353690873,0.08359988532867903,0.20084022318365405,0.16841851067769115,0.3449820626671078,0.026557147743673883,0.5269401631300141,0.17616367304400546,0.15017602340278108,0.3890594050504384,0.16987133652588263,0.19116561704997642,0.08426461185551964,-0.038936414374836824,-0.011208616317195564,0.06569233006682065,-0.05785520498690991,0.3313827042230363,0.18672101982695904,0.11570626550510743,0.115059252189576,0.031332181757260276,0.017972551392942192,0.29486036302918345,0.016776059305875862,0.20376634700650897,0.13084873042245554,-0.05707303346517484,0.0314337354624944,-0.007954335929032235,0.11729084277601565,0.20184412918105832,0.23134771230578977,0.20982303353634368,0.22838550381944775,0.04287044601571395,0.08290257924965648,0.18188675497126766,0.034117125282739635,0.12576136063554727,0.1309235356544581,0.34776366105456125,0.1992383262777572,0.14089189981701533,0.20525744082980255,0.2362673862104012,0.03389262540246329,0.15563042062080673,-0.0025300432619336055,-0.029020696644416314,0.20801242072726142,0.2437794488046237,0.1300499769779057,-0.032504550995490565,0.23608261793618954,0.08895624124223132,-0.18666599565811928,-0.056274677167526835,-0.10451355611879294,0.021705111312813576,-0.03511839010886573,0.10872600640218855,0.10099572331466801,-0.07382088656287587,0.07279580462960945,0.2774261351104679,0.17878693960264533,0.04801383563369286,0.03735988819661929,-0.0769001824748566,-0.0027086781721638777,0.0354430688272901,0.4853272854718411,0.10645643923477346,-0.07215546224213785,-0.10889539992939962,0.20382630108829608,0.07718213577542814,0.09832908215310374,0.04251572505858171,0.05369687204111434,0.17416429699399968,0.2653932277544565,0.3669692460480774,0.4296554640290089,-0.023930082363246098,0.032198554968614124,0.08237082150043983
LRP1B,0.1307722593741164,-0.16575787028792358,0.38657945359288753,-0.0020142848542057013,0.08660663790767983,0.3202224336317785,0.024761431913436348,-0.06010232037785167,0.08385663760624625,-0.16571492969924184,0.061304151535379714,-0.04149786526195742,0.17771491849210008,0.021175125696303164,0.06754602534949626,0.05852280379591713,0.07274407362602632,-0.032505524012672024,0.016887422181546142,-0.1830368278164723,-0.1618740464854382,0.16787233018470982,-0.003592331507742821,0.14190901810969686,-0.017972251421096024,-0.1049206498814657,-0.035160897731658744,-0.007739582248063723,0.30491257246765957,-0.037572774214820165,1.0,0.0009084332883444496,-0.009029440947838299,0.29017228738858825,-0.05017660785893481,0.06348754657042194,-0.0662385889410268,0.01890803852009705,-0.10057196465641983,-0.18399207631666392,0.3210281041661047,-0.05905861926517071,-0.07361069548452662,0.17949104080403713,0.14483575601938767,0.4358936038333741,0.005668186621726796,0.13170792869493628,-0.11600315295126731,-0.1602143647790297,0.1636322831558795,-0.1107509960782633,0.1860792798416874,-0.20211601116527755,-0.10682826352668423,-0.0965548457852472,-0.023615978364584574,-0.01237711646578287,0.4195671392429301,0.027299172728209066,0.225559435730834,-0.07442056981433455,0.002226325543123941,-0.13611135915655725,0.3456724238166187,-0.005436317346087606,-0.13048981905407667,-0.0457978097594107,0.05131616130667415,0.41568442709682746,-0.15947003523524397,0.2544049207584063,0.1993533084209762,0.03716324892408176,0.2990352960978538,0.14387658347296078,-0.10457746317299078,0.02049518481738171,-0.025339474754410035,-0.11705576098776628,0.1573990345052295,-0.06542280768394984,-0.07701145855148543,-0.049407022857876584,0.259318105137674,-0.07563498157661087,-0.13181220983453507,0.1097809277589696,-0.18232132571320356,0.20654008885913266,-0.09035717235026608,-0.047724474073227295,0.061397515586906815,-0.04912082597117415,0.1411798240139429,0.025693543334025702,-0.10156310776804953,-0.1328283842322061,-0.07590113177998141,0.08393465568242175,0.11390154850127596,0.045200803640556286,-0.07687280489873322,-0.009053300172085542,0.11030428984111176,0.30186685420502846,-0.0397842603177137,0.05280769622865977,-0.031165321162822168,-0.06017430081677031,0.2534447270822259,-0.04595831281871581,0.020568402130875074,0.09725645336981505,-0.06754435967806635,0.33823584143830276,0.010057597861053556,-0.072273431827875,0.030217609684548185
IL18,0.26138293622309755,0.20294681500751757,0.08203342834652452,0.259473122905409,0.26996055864456403,-0.04104534149845905,0.3771042323326325,0.1940072357863126,0.27689006713239867,0.21799252899205537,0.05606809942568671,0.2134658019626852,0.08561923046593328,0.17975243134222504,0.3097886618309069,0.17388816552327468,0.24672624971739046,0.29251380420072864,0.3613639528244762,0.1654104419705449,-0.05546011265684175,0.2826996111758793,0.02983085644470148,0.10102448630896706,0.2696921426691782,0.09757007758338047,0.14088825606106553,0.22866593917025804,0.14496569446872418,0.21852180353690873,0.0009084332883444496,1.0,0.2145350969541727,0.09603569447014688,0.15181894403267512,0.44690464089922427,0.2433420328455488,0.12125021209779062,0.19157923957340534,0.3498519997717577,0.09414771526269176,-0.050376897730279244,0.3404771544357534,0.08923199058660343,-0.1543828426025349,0.18241124575231277,0.11491209293563823,0.036536612824393265,0.2877434575058743,0.09952912059047302,-0.07481852249559866,-0.01639506287554417,0.10289241033707379,0.27068101046110954,0.24149135439887226,0.0008036548702826736,0.15034462511905194,0.05113419974797797,-0.03962354292185582,0.3403520707298661,0.006479394014751452,0.016872268030028583,0.2505550279634023,0.16418158170031488,0.12261480789878934,-0.020691743452998138,0.2156097955823762,0.024476509778779586,0.2522744819360674,0.026937894041822733,0.15432294232589944,0.08889369707556981,0.17142037453137152,0.10067475845508866,0.10849175267860559,0.14388141074376595,0.2374564760092031,0.11295527019847942,0.4823100744120994,0.07663055879529863,-0.23425098441225228,0.06778813313232793,0.070445573974106,0.06868560630206764,0.04209430163267871,0.22660644456283038,0.14837812144524598,-0.005865987706253182,0.08964256347247888,-0.06151522740904092,0.07862016688977463,-0.008139137132884606,0.4052626547129325,0.043295234847795704,0.11029702562003989,0.041232409314048965,0.07721564635368681,0.14760096190779404,0.29879399310700655,0.061490967644126794,-0.044742577103118165,0.06196580046180741,-0.1055680842624965,0.16896015390060995,0.23327176763276078,0.09563926329900917,0.04277734927394078,0.2397617536573205,0.2817396174638328,0.16483292211709466,0.06521414203900808,0.44159977021557717,0.14563072396553012,0.3353118154806336,0.2361768303338968,0.1418954253381106,0.18281112073832229,0.2048128836672113,0.013933942881147651
GPR87,0.265335160235162,0.15908678679140498,-0.07456251763315866,0.07284808321187573,0.09650608798006312,0.06359533510375724,0.17651135864713946,0.42266774817182257,0.11232709280577484,0.06907902095509075,0.023205006979269128,0.14004517911216122,0.037257633410727325,0.00030437379613377103,0.1487658505710002,0.0038635197724930697,-0.0031816799332222813,0.11486042885719944,0.13057564473523361,0.0895019711444702,-0.11280551074809214,0.21189353754036672,0.18549389205753458,-0.15560241346065298,0.09703145357970076,0.0825957960540697,0.2532843101063087,0.14075058105305813,0.142575500986014,0.08359988532867903,-0.009029440947838299,0.2145350969541727,1.0,0.16029286285659483,0.10870963442839535,0.16121053322657988,-0.013613710431396867,0.14564657231204226,0.12039546790186874,0.1853623350139408,-0.043702038692990997,0.0007994806001964474,0.16204247645200745,-0.0752195960839308,0.02238397514823498,0.22965938860003213,0.05730373010317939,-0.0913512840120226,0.16880272974279945,-0.020031321206455434,-0.008800432290409447,0.01073518566485865,0.04476284434156898,-0.07138008346047922,0.09763567106252355,0.030967020386669875,0.2259593842377084,-0.13872174770924206,-0.03885201330182238,0.3318900158211436,0.028981458767373413,0.02377486049667702,0.1467938447242644,0.04341403138925726,-0.055932674688840896,-0.008706038492628562,0.1486611330801091,-0.026960537901182358,0.07981574891932293,-0.051632963517300526,0.035206635240786856,-0.046195220899005636,0.1427885506234158,-0.10639590322232434,-0.010325797866701554,-0.01668655936100975,0.07658030406254461,-0.02572116218776584,0.3553318175075328,-0.006796122266151691,-0.2581929703093455,-0.11272298379318392,-0.05956467313386447,-0.15347621708854128,0.0020298275066210057,0.11120464380485703,0.23586348086055337,-0.005483425639660424,-0.0529888067140702,-0.14616321007022257,0.07974853264729266,-0.18402899704505207,0.12211883463353912,0.11832072570808355,0.3002326390140008,-0.05684360294413964,-0.01845197531470187,0.009692700751267927,0.27049477911388553,-0.05947485559121066,0.12841738930532656,-0.04649260770355037,-0.07968693750857783,0.055639600237779516,-0.016667980867237888,-0.028907212144939742,-0.03158310561732705,-0.015748491202566953,0.09261490592747272,-0.14010176185227494,0.0592886652970769,0.15360559162253443,0.2875014512643732,0.1421622413730356,0.059594872572385695,-0.004700038626503902,0.3394897891654314,-0.0026853144142335006,0.6649896659335411
ADAM23,0.29219589413032654,-0.012643915943728691,0.27695365832125474,0.14289706221915677,0.2581165611786543,0.2114686944232213,0.055025902620913614,0.030423847601108497,0.16556448793124406,0.07167261139614797,0.20335597845664405,-0.04210638520829465,0.18844876588762627,0.2202403990317998,0.23199587397833674,0.28640814081184107,0.15697417451279602,-0.025247753296142532,-0.008525523786776363,0.15896624206711304,-0.09772531766712125,0.12309320245080993,0.14968634667071162,0.02582216909390026,0.09338468219667509,-0.06048622027748451,0.0656770174131881,0.12438593181639308,0.1374560313456101,0.20084022318365405,0.29017228738858825,0.09603569447014688,0.16029286285659483,1.0,0.07899927826777647,0.23829052367579168,-0.0026284556376566363,0.2071044490790048,-0.11863535404862358,-0.13724438944878475,0.48974241950146713,-0.017765309049158663,0.020500540652394223,0.31588611994358623,0.048898217608729304,0.1800103229991138,0.12225299507709617,0.3219398556265206,0.13040505977847047,-0.10216924404992313,0.45567608259859194,-0.0867360579967582,-0.060512123460621556,0.010024077646869082,-0.06451909656448382,-0.13632768549198315,0.07182989020065887,0.2839924802651569,0.2802804445450491,-0.1256313731462908,0.13227233622112888,-0.09701776355830245,0.01611838404311205,-0.11378866665919081,0.5072079388312675,0.0340352595283878,-0.2416116151994891,-0.049513135261797084,0.05479127494338931,0.4413116906340648,0.06624578911194051,0.00767837004788708,0.397944188662887,-0.10476224259075209,0.2618442192308679,0.025675240517340873,0.11380791575447077,-0.15665722854866712,-0.06349666462415474,0.11621997566966044,0.20257038438512767,0.06887754788729326,0.04401943919991993,-0.0738784016119158,0.3255329202956674,-0.0810792299175941,-0.11897576236148742,-0.04586013872500474,-0.18062930976345962,-0.03322614437867468,-0.07749593531946394,0.06817334081185593,-0.020314174246425686,0.1527382656286196,0.0807808931946136,0.07328107042071512,-0.008273169701656646,0.032620435469358236,-0.12314569292369285,0.161773744614892,-0.07746287890584436,-0.04152773869806938,0.010471590493896893,0.22862224225724015,0.39548968366906584,0.1737792211618774,-0.017895108690031327,0.14696221810034804,0.12447824933501574,0.0669795162932309,0.20890968954971212,0.08313138198235143,-0.039552282000064255,0.14417675183489617,0.20193360787564313,0.5077473790698717,0.054571186974288845,0.11786407812812708,0.2231031751925464
GLI3,0.24588556692433028,0.0692868505541728,-0.12315507565972782,0.21245357754802452,0.13861584388831388,-0.01749941292809056,0.2765346251845393,0.22642374817379635,-0.0879650460593968,0.8022854150114839,0.4975623907071064,0.22208298507704774,0.0037498668619202133,0.0565032636408676,-0.08676648298764392,-0.06370635541579847,0.029368213440779025,0.22107492686505548,0.14214381227001963,0.5959507077609084,-0.17560038073661055,0.2542766285864315,-0.111984785873066,-0.15286616123872257,0.10591428785189784,0.24018710652144076,0.2594817943355393,0.16422078225369338,0.020702401513505053,0.16841851067769115,-0.05017660785893481,0.15181894403267512,0.10870963442839535,0.07899927826777647,1.0,0.35849813059846014,0.15129574128359718,0.009368553996169612,0.11364365472265109,0.5206339365375195,0.06169579671544157,-0.059053453015145134,0.5725323414449307,-0.1805342035382384,-0.1633154162155399,-0.03246139461121844,0.08994229424890902,0.44017310350092825,0.703264855143608,0.06481605692604642,0.24774878761275831,0.46871648015203315,-0.004184729050171596,-0.11708451131301714,-0.07611235680265661,0.0008369148807926698,0.12515051493751134,0.266695269684462,-0.09271970073974267,0.1935499994018684,-0.01453103568131731,0.1671211456259946,-0.19009786212086668,0.1493724665418452,-0.06454441630455957,0.11032242189398263,0.04450101607674408,0.183572067932931,0.37433504661731376,-0.09786540095214677,0.8642554820796177,-0.06965170099133718,0.10338425549042592,-0.16057968231918482,-0.0715228713024923,0.04770780420220764,0.803446146467848,-0.05041866898203458,0.15564813114355866,0.78743612372818,-0.27804065296678687,-0.08562724830864493,0.6652594578361128,-0.19349978048363317,-0.08197060728519408,0.6034013108133328,0.17292360733905737,-0.15541302846657934,-0.0012476529111349764,-0.2685082745339085,-0.11234175629941498,0.1968739296566637,0.22142348491347214,0.09149584092728906,0.10360805977881792,0.43664914797425786,-0.07524333416844423,0.7739159862183875,0.20102462399555177,0.5615651871546047,-0.0698438908651598,-0.16107278926305252,-0.11723367562230898,0.11373066988065511,0.028621701440789092,-0.008323668420211825,0.3375944306425892,0.17448216676533435,0.20291868273900743,-0.16352180597009797,0.2284242015904913,0.4811879270065289,0.13563386473957947,0.25455905142578344,0.5032635984617975,0.1387112627259709,0.21608473218038843,0.2382592977285235,0.027006235785677443
PPP3CA,0.4839134108552738,0.27919110707510997,0.1138541572805013,0.3346876866257275,0.38004451486307583,0.02043783893644636,0.5332202189157436,0.2238509713027531,0.15409607581751106,0.38089154198131603,0.20957585227344144,0.3697565228580265,0.19093752554898655,0.10721359483584893,0.2715059099257847,0.26536832257063503,0.387232836712196,0.21835003384244386,0.33100980563747057,0.40335029848925935,0.08469189757223937,0.26307037379695136,0.08889223569925746,0.11230653040658287,0.27803735744738367,0.07812512166234639,0.1545286983187915,0.26420131128479524,0.12137331859707179,0.3449820626671078,0.06348754657042194,0.44690464089922427,0.16121053322657988,0.23829052367579168,0.35849813059846014,1.0,0.29037367546731296,0.18448969415547672,0.06069735255271611,0.39589870244273023,0.16814800525062323,-0.04772039194969346,0.5251705220472205,0.28189248191639693,-0.34571904203847403,0.08453275009881489,0.057558600069883205,0.2540669580131374,0.49314518340959773,0.06224712953012151,0.09036414265338648,0.28598980966072873,0.28488612538181524,0.2009392210120174,0.32836849623850783,0.18412969224568235,0.10685258306450973,0.1293606402628532,0.07114696845734216,0.3169182081149183,0.002414189179279231,0.15507746760165436,0.2550243243088621,0.28630007815633507,0.19502087960259318,0.03298404656912821,0.24491474323593515,0.10205511146190324,0.33594009395869695,0.14908756833942755,0.3453271166085732,0.15499693449004234,0.2943705791245339,-0.0009954174377074117,0.11116068177660388,0.213389017641354,0.3974166380822587,0.09596682473040233,0.46205331557788426,0.25967310514163894,-0.2688878528887338,0.30328178955313395,0.17101182902672743,0.12812188264281546,0.11409366123040059,0.3883978954238544,0.38893158834351815,-0.255608564166993,0.1999729387484751,-0.13381498331214514,-0.011614543330399612,0.15362776940526182,0.34706430889062667,0.08913190875490164,0.04119798705278736,0.21283963329657765,0.11965509001266635,0.38555293837723426,0.2764640545742646,0.20639996914358,0.04980446414751502,-0.02547219406910662,-0.005407441713942639,0.18091478661810104,0.2790905168234917,0.1399474699946145,0.023664499743480873,0.17369197052803376,0.3582950012057209,0.16641713900803956,0.08217620678823329,0.4997238802757073,0.03806973433952445,0.5094820002328939,0.46762993485071647,0.2734390094972698,0.24619752879399948,0.1458614880889155,-0.003405541017849077
GJC2,-0.0298147957715724,0.15459601190108535,0.06410190068982591,0.10221522755458723,0.15159396287460633,-0.0523407771672748,0.15117125091514239,0.1474237356051936,-0.03786631998182649,0.11684195027046085,0.01454129455993343,0.2872773765599843,-0.03256466779205949,-0.009940413910793054,0.034551627283634874,0.10097163797025394,-0.013902603450500789,0.058735439595359394,0.14313060647599238,0.16193253328658574,0.1252835250595916,0.14147190319000466,-0.1972555727962152,0.08676838538759876,0.24905469394667967,0.031270442695792364,-0.01937559996995974,0.14606821332405712,-0.050236533360007614,0.026557147743673883,-0.0662385889410268,0.2433420328455488,-0.013613710431396867,-0.0026284556376566363,0.15129574128359718,0.29037367546731296,1.0,-0.08063525801212185,0.03822318115975536,0.2602752374438203,-0.016967705056370987,-0.039976756450791615,0.19988049530013596,0.16993355527989112,-0.22279546874169492,-0.13586404547076145,0.003422236087476302,0.3022757523141224,0.04505519787887471,0.20492425627980151,0.07573356807172199,0.0816681634056705,-0.0033127249724412724,0.16557046453529017,0.1442692290440686,-0.07680541389727244,0.03060337528059758,0.17777148290668982,-0.023931237089217024,0.07171991158191718,-0.010462302135583629,0.108832480163058,0.16696180811176084,0.29985378040344157,0.0179991131213388,0.026572784796230736,0.046150809546794375,0.23884244020707823,0.15982239674453824,0.09063812007466297,0.12208015081024243,-0.003709028780103692,0.018900484657752636,0.01790171856171323,-0.034301487143178086,0.04095064420325724,0.15988416841944111,0.11359342576889662,0.23145978569830214,0.19554932199469033,-0.0384007418984616,0.07937659545029875,0.01714949607166976,0.14625169737439453,0.09426727313419073,0.10541274130784575,0.08672742844524588,0.05922767589584059,0.3154872441915389,-0.016853890520656258,-0.031536693471946195,0.22645281394701453,0.0048286296637688395,-0.05143475473981777,0.018409805647040776,0.2114920121691148,0.09059764621006236,0.16097543709484272,0.12001138127971747,0.11114959455467542,0.0062068660357620965,-0.019899079845677216,0.0034831709535907912,-0.02976995671416981,0.2040924816514548,0.05422815960219549,0.17771559902311776,0.04934904609996582,0.24487654232835904,0.2868408464124276,-0.02481778722261863,0.3413138191875948,0.01926130859630798,0.0738909348746046,0.13234403624160593,-0.007189323103139344,0.11861852695152618,0.19564725692092744,-0.06706174643875501
SAMSN1,0.5718952401994012,0.07680838642167753,0.0600691599163765,0.07008511014710109,0.17880986288082357,0.3320711309722659,0.10149828219598375,-0.0222517032199498,0.5068212538347107,0.15912239615732537,0.33366687924813276,-0.20804986656399646,0.10212652803245978,0.5561462089222723,0.5848989355810871,0.1622917455398227,0.25871851148429387,0.049289002050807974,0.3280188028504316,0.12892465738812342,-0.13195096325392985,-0.22860072638303675,0.4509627558503263,-0.12928913395163363,-0.04146528728033656,0.35048808954522176,0.18716203992102823,0.028510448942705723,0.5080222661789509,0.5269401631300141,0.01890803852009705,0.12125021209779062,0.14564657231204226,0.2071044490790048,0.009368553996169612,0.18448969415547672,-0.08063525801212185,1.0,0.26473132014594736,-0.026896793979240493,0.3506952629858264,0.1152383172963172,0.1266722963829894,-0.12797764849975565,0.029365733620673174,0.09106685058014061,0.0743510678844297,-0.16640191333659093,0.27144410383378803,0.028092671646506747,0.17360951500891647,0.0241419793281624,-0.021415798507853467,-0.11344089676810043,0.10244216137919301,0.06423681628563187,0.1104779840506095,-0.08295852388359531,0.06720762259145369,0.042364036466803534,-0.039111777861916254,-0.03501036903159729,0.18580623079709074,0.2236637286511473,0.2508596270631143,0.07257704670679146,0.0966314256120926,0.046354186443522835,-0.07645177594550717,-0.007298621978146497,0.0740990858507685,-0.1219894323145845,0.2947932983242523,-0.06914003111539539,0.19234411843297605,-0.11417634904007924,0.19969503553912152,-0.07180055099573851,0.14144934506910023,-0.04399930835082889,-0.09988446755962575,0.02429401280440996,0.11821796146936903,-0.2659924884324468,-0.029772389903367086,0.14198562769681625,0.027120366155290825,-0.09463251680315685,-0.2216052525813637,-0.2491487014408215,0.21082586447347113,-0.2617927206766774,0.08826523100399754,-0.004732094471260522,-0.1510423803946861,-0.0004979526947169306,0.1569475542727975,0.0008721851607933582,0.009180544726884215,-0.01421196632780521,0.20197155181354465,-0.14428132712956557,-0.07994969374352497,0.6469052895551822,0.010775609360434778,-0.08809416410454236,-0.07305828499215095,0.30474839732866876,-0.24201394495291095,-0.14090090610498385,-0.05405939595884011,-0.058901447149891026,0.27207965622412056,0.20226947144482124,0.2514928404724558,0.5647468649656359,0.028637935875524573,-0.08666531716257075,0.08265359631077525
