timeline,survival_probability
0.0,1.0
0.0027397260273972603,0.9913793103448278
0.030136986301369864,0.9827586206896555
0.0547945205479452,0.9568965517241379
0.10684931506849316,0.948275862068966
0.1589041095890411,0.939655172413793
0.1863013698630137,0.9137931034482758
0.1917808219178082,0.9051724137931033
0.2410958904109589,0.896551724137931
0.2493150684931507,0.8879310344827588
0.2958904109589041,0.879310344827586
0.29863013698630136,0.8706896551724141
0.3232876712328767,0.8620689655172419
0.336986301369863,0.853448275862069
0.38082191780821917,0.844827586206897
0.3835616438356164,0.8362068965517243
0.3917808219178082,0.8275862068965517
0.3972602739726027,0.8189655172413793
0.44931506849315067,0.8017241379310349
0.4821917808219178,0.7844827586206895
0.5205479452054794,0.7758620689655173
0.5232876712328767,0.7672413793103448
0.536986301369863,0.7586206896551728
0.5780821917808219,0.7500000000000001
0.6164383561643836,0.7413793103448274
0.6657534246575343,0.7327586206896555
0.673972602739726,0.7241379310344827
0.6821917808219178,0.7155172413793107
0.7013698630136986,0.6982758620689659
0.736986301369863,0.6724137931034484
0.7561643835616438,0.6637931034482761
0.7643835616438356,0.6551724137931035
0.7835616438356164,0.6465517241379309
0.7863013698630137,0.637931034482759
0.7890410958904109,0.6293103448275862
0.7945205479452054,0.6206896551724139
0.8054794520547945,0.6120689655172415
0.821917808219178,0.6034482758620693
0.8301369863013699,0.5948275862068968
0.8849315068493151,0.5862068965517244
0.9178082191780822,0.5775862068965516
0.9424657534246575,0.5689655172413792
0.9808219178082191,0.5603448275862069
1.0164383561643835,0.5517241379310344
1.0301369863013699,0.5431034482758621
1.0794520547945206,0.5344827586206898
1.0904109589041096,0.5172413793103448
1.095890410958904,0.5086206896551726
1.1369863013698631,0.49999999999999994
1.1561643835616437,0.49137931034482774
1.16986301369863,0.48275862068965547
1.178082191780822,0.47413793103448293
1.2465753424657535,0.4655172413793105
1.2547945205479452,0.45689655172413807
1.3534246575342466,0.4482758620689657
1.4986301369863013,0.43965517241379315
1.515068493150685,0.413793103448276
1.632876712328767,0.4051724137931034
1.641095890410959,0.3965517241379311
1.652054794520548,0.3879310344827586
1.6712328767123288,0.3793103448275862
1.6767123287671233,0.3620689655172415
1.7315068493150685,0.35344827586206906
1.7397260273972603,0.3448275862068966
1.7808219178082192,0.33620689655172414
1.841095890410959,0.3275862068965517
1.8575342465753424,0.3103448275862069
1.8630136986301369,0.3017241379310345
1.9095890410958904,0.2844827586206897
1.9205479452054794,0.2758620689655173
1.9671232876712328,0.26724137931034486
1.9808219178082191,0.2586206896551725
2.0054794520547947,0.25000000000000006
2.0657534246575344,0.2413793103448276
2.084931506849315,0.23275862068965522
2.0931506849315067,0.22413793103448282
2.1671232876712327,0.21551724137931033
2.221917808219178,0.20689655172413798
2.232876712328767,0.19827586206896555
2.33972602739726,0.18965517241379318
2.356164383561644,0.18103448275862072
2.4136986301369863,0.1724137931034483
2.4465753424657533,0.16379310344827586
2.684931506849315,0.15517241379310345
2.7150684931506848,0.14655172413793108
2.756164383561644,0.13793103448275862
2.758904109589041,0.12931034482758622
2.835616438356164,0.12068965517241378
2.8383561643835615,0.1120689655172414
2.852054794520548,0.10344827586206899
2.9123287671232876,0.09482758620689657
3.128767123287671,0.08620689655172417
3.1561643835616437,0.07758620689655175
3.2054794520547945,0.06896551724137931
3.282191780821918,0.06034482758620691
3.3232876712328765,0.04310344827586208
3.4575342465753423,0.03448275862068967
3.5753424657534247,0.025862068965517255
3.9095890410958902,0.01724137931034483
4.3561643835616435,0.008620689655172415
5.134246575342465,0.0
