sample,MAGEA1,MAGEA2,MAGEA2B,MAGEA3,MAGEA4,MAGEA5,MAGEA6,MAGEA7P,MAGEA8,MAGEA9,MAGEA9B,MAGEA10,MAGEA11,MAGEA12,MAGEB1,MAGEB2,MAGEB3,MAGEB4,MAGEB5,MAGEB6,MAGEB10,MAGEB16,MAGEB17,MAGEB18,MAGEC1,MAGEC2,MAGEC3,CSAG1,CSAG2,CSAG3,CSAG4,MAGED1,MAGED2,TRO,MAGED4,MAGED4B,MAGEE1,MAGEE2,MAGEF1,NSMCE3,MAGEH1,MAGEL2,TRIM28,NDN,source
C3L-03629-02,0.0,0.0,0.0,0.0,0.0,0.3451,0.0,0.0,0.0917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2018,0.0,0.0,0.0,0.0,0.1984,0.0,0.0,0.0,37.1723,130.9868,6.8079,0.0,0.0219,2.8332,1.3854,54.3321,7.4636,37.7705,0.9783,85.3229,40.4733,df_numeric
C3L-03629-02-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3342,0.0,0.0,0.0,0.0,0.0502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0911,0.0,33.9784,127.8457,6.3489,0.0,0.02,2.0648,1.175,51.8748,8.3715,36.7389,1.0969,56.2044,33.5564,df_numeric
C3L-03630-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.244,0.0,0.0,0.0,0.0285,0.216,0.0726,0.0,0.0,46.1755,154.2299,6.9177,0.0163,0.0159,1.017,0.4506,41.6854,9.4157,31.1714,0.4004,56.028,19.2609,df_numeric
C3L-03632-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1007,0.0,0.0,0.0,0.0229,0.0404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0985,0.0,0.0,0.0,0.0574,0.0727,0.0733,0.0733,0.0,41.861,134.818,9.7125,0.0,0.0,1.9003,1.1196,41.613,9.554,37.5829,1.0289,61.7176,24.3141,df_numeric
C3L-03635-01,0.0457,0.0,0.0,0.0,0.0,0.2492,0.0,0.0,0.3642,0.0,0.0,0.2969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0283,0.0716,0.0,0.0,0.0,59.5766,164.2571,8.6551,0.0,0.0,2.1965,0.8624,45.3031,8.9984,44.2783,1.3404,87.5001,34.0273,df_numeric
C3L-03639-03,0.0,0.0,0.0,2.5762,0.0,0.0,1.6199,0.0,0.6903,0.0,0.0,0.0,0.0,0.3736,0.0,0.0,0.0354,0.0,0.0,0.0418,0.0,0.0,0.1519,0.0,0.0,0.0409,0.4133,1.1951,0.0,0.2259,0.0,31.2123,118.8406,2.9147,0.0,0.0,0.2919,0.0,28.9143,5.0957,14.6136,0.0755,98.8394,8.4303,df_numeric
C3L-03743-01,0.0,0.0,0.0,3.5653,0.0,0.0,0.0838,0.0,0.0991,0.0,0.0406,0.0,0.0,0.0397,0.0,0.0971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.1561,169.2871,10.0979,0.0,0.0,1.74,1.0323,47.3475,9.073,44.1147,1.1022,87.1388,31.3637,df_numeric
C3L-04027-01,0.0,0.0,0.0,0.0,0.0503,0.1644,0.0,0.0,0.0983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9135,0.0,0.0,0.0,0.0561,0.2837,0.143,0.0,0.0,82.4118,190.8814,9.8949,0.0,0.0157,1.9827,0.444,39.8874,9.5494,48.139,0.9863,62.919,30.9242,df_numeric
C3L-04072-01,0.0,0.0,0.0,0.0,0.0,0.6088,0.0,0.0,0.0,0.0,0.0,0.4946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.089,0.0,0.0,0.0,0.0,0.0,0.0,0.1324,0.0,29.8048,79.3107,3.3943,0.0298,0.0869,0.2368,0.0,67.3457,7.9784,12.5451,0.3652,86.0372,7.8231,df_numeric
C3L-04080-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0361,0.0,0.0882,0.0,0.0,0.0,0.0,0.0363,0.0713,0.0,0.0,0.0,0.0,0.0,0.1298,0.0,0.0,0.0,52.4916,127.8796,8.3972,0.0,0.0143,1.4821,0.3436,43.4424,8.8231,40.1969,0.9186,53.836,20.2585,df_numeric
C3L-04473-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053,0.0,0.0544,0.0688,0.0,0.0,0.0,41.1641,134.414,9.5522,0.0,0.0304,1.9436,0.5299,45.1778,10.2408,50.2363,0.4348,45.8115,26.6427,df_numeric
C3L-04475-01,0.0,0.0,0.0,0.0,0.0,0.7952,0.0,0.0,0.0396,0.0,0.0,0.0323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0678,0.1715,0.0,0.0,0.0,69.2794,177.882,8.6719,0.0,0.0379,2.6031,1.156,66.496,11.5444,57.5458,0.607,64.5391,35.4197,df_numeric
C3L-04479-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1407,0.0,0.0,0.086,0.0719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0152,196.7679,11.4249,0.0,0.0168,1.5102,0.5865,46.3792,9.0285,53.169,0.7507,59.1915,27.3904,df_numeric
C3L-04495-03,0.0683,0.0,0.0,0.0,0.0,0.1241,0.0,0.0,0.1979,0.0,0.0,0.0807,0.0337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0846,0.2141,0.0,0.0,0.0,62.3205,198.1664,13.8927,0.0243,0.0473,2.5747,1.495,51.4152,10.6424,51.8839,0.8121,57.7547,26.7459,df_numeric
C3L-04848-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1495,0.0,0.0,0.0305,0.0,0.0449,0.0,0.0,0.0,0.0,0.0,0.0,0.0452,0.0,0.0,0.0,0.0,0.0,0.0639,0.3235,0.0,0.0,0.0,35.6144,107.8732,6.5877,0.1102,0.0536,1.0695,0.8177,35.5624,8.714,36.7341,0.8792,43.8674,24.7413,df_numeric
C3L-04853-01,0.0449,0.0,0.0,0.0433,0.0,0.0816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1896,0.0,0.0,0.0387,0.0954,0.0,0.0,0.0,0.0,0.0704,0.0,0.071,0.0,51.6225,149.8396,8.7769,0.016,0.0155,1.6077,0.305,54.6233,9.5072,33.9964,0.8541,74.175,26.3701,df_numeric
C3N-00198-02,0.0869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4091,0.0,0.0,0.0,2.1876,0.0,0.0,0.1388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0807,0.1362,0.0,0.0,0.0,86.6722,169.7071,9.8204,0.1082,0.1052,3.3566,1.0163,45.7238,10.5519,31.4463,3.0644,81.8501,28.0492,df_numeric
C3N-00249-03,0.0377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0546,0.0,0.0,0.0223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0401,0.0,0.0,0.0,0.1402,0.1182,0.0,0.0,0.0,60.6579,106.8051,2.9504,0.0403,0.0261,1.4568,0.4838,36.3508,7.1033,26.6691,0.3736,73.8519,16.7285,df_numeric
C3N-00302-02,0.0,0.0,0.0,0.0526,0.0,0.0,0.0,0.0,0.434,0.0,0.0971,0.0322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0579,0.0,0.0,0.0,0.2025,0.0,0.0,0.0,0.0,58.7851,134.6174,6.4002,0.0194,0.1319,4.286,0.5756,76.1931,6.5967,21.8209,1.3169,79.772,19.0786,df_numeric
C3N-00303-01,0.4509,0.0,0.0,0.0,0.0,0.0,0.092,0.0,0.2176,0.0,0.0,0.0,0.0,0.0436,0.0,2.7202,0.0,0.0,0.0,0.0,0.0,0.0,0.1064,0.0,0.0,0.2149,0.031,0.0,0.1583,0.0,0.0,33.5122,115.7098,8.3593,0.0,0.0,3.7512,0.6047,31.594,13.3338,36.7252,0.6747,84.2191,20.2363,df_numeric
C3N-00436-01,0.0,0.0,0.0,0.0,0.0,0.0665,0.0,0.0665,0.1061,0.0,0.0,0.1297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0778,0.0,0.0147,0.0,0.0908,0.0,0.0,0.0,0.0,58.7482,177.5232,8.1488,0.0261,0.0127,1.3632,0.6634,59.1879,12.2032,51.8055,0.6386,64.8728,37.9226,df_numeric
C3N-00511-03,0.0,0.0,0.0,0.0,0.0,0.1803,0.0,0.0,0.1437,0.0,0.0,0.0586,0.0,0.0,0.0,0.0,0.0,0.0,0.1397,0.0,0.0,0.0,0.1054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.9873,132.4658,4.5265,0.0,0.0,1.192,0.3744,50.3702,6.5522,19.4598,0.1769,83.7717,18.4444,df_numeric
C3N-00512-01,0.0,0.0,0.0,0.0,0.0,0.177,0.0,0.0,0.047,0.0,0.0,0.0,0.0,0.0,0.0,0.0346,0.0,0.0,0.0,0.0,0.0,0.0,0.0345,0.0,0.0,0.0279,0.0603,0.0,0.0,0.0,0.0,35.5127,97.8012,8.0171,0.0,0.0112,1.8201,0.637,29.2037,6.414,27.5512,0.386,48.6617,24.1386,df_numeric
C3N-00513-03,0.0,0.0,0.0,0.0,0.0,0.0751,0.0,0.0,0.0,0.0,0.0,0.0244,0.0,0.0,0.0,0.0,0.0,0.0,0.1164,0.0,0.0,0.0,0.4832,0.0,0.0,0.0,0.0,0.1296,0.0,0.0,0.0,38.9552,194.6503,10.3052,0.0294,0.0143,1.4609,0.7801,42.5182,8.7104,43.5903,0.5735,62.5166,35.5318,df_numeric
C3N-00514-01,0.0,0.0,0.0,0.0,0.0,0.2771,0.0,0.0,0.1105,0.0,0.0,0.0901,0.0,0.0332,0.0,0.0406,0.0,0.0,0.0,0.0,0.0334,0.0,0.0,0.0,0.0153,0.0,0.0472,0.1195,0.0603,0.0,0.0,56.223,176.0117,10.9908,0.0,0.0132,1.1856,0.6331,46.6557,11.8945,43.6002,0.68,53.1542,32.4609,df_numeric
C3N-00516-02,0.0,0.0,0.0,0.0,0.0,0.084,0.0849,0.0,0.1339,0.0,0.0,0.0,0.0,0.0403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0573,0.3623,0.0,0.0,0.0,67.6777,181.5897,12.253,0.0494,0.064,1.6335,0.5582,56.3326,9.4938,41.4314,0.7511,82.489,27.4824,df_numeric
C3N-00517-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0205,0.0,0.0,0.0167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4504,0.0,0.0,0.0,0.035,0.1329,0.0,0.0,0.0,32.8771,87.9314,8.3618,0.0,0.0,1.5711,0.8104,27.5265,4.733,22.1698,0.336,38.8559,16.5718,df_numeric
C3N-00518-01,0.0,0.0,0.0,0.0,0.0,0.0792,0.0,0.0,0.1578,0.0,0.0,0.0,0.0,0.0759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0926,0.0,0.0,0.0,0.1889,0.0,0.0,0.0,0.0,46.1872,168.7416,8.9279,0.0,0.0302,1.9091,0.8221,42.7907,13.8539,43.3477,0.8461,57.1882,42.8053,df_numeric
C3N-00709-01,0.0,0.0,0.0,0.0,0.0,0.2058,0.0,0.0,0.1231,0.0,0.0,0.3678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1204,0.0,0.0,0.0,0.2105,0.0888,0.0,0.0895,0.0,49.3672,149.6829,8.6176,0.0403,0.0392,2.6684,0.6412,40.4079,7.6208,26.4578,1.6386,90.1905,19.9891,df_numeric
C3N-00957-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058,0.0,0.0739,0.0,0.0,81.14,164.3397,8.9765,0.0333,0.1133,1.8511,0.4942,47.6792,8.5461,35.0825,0.6673,61.1896,29.9496,df_numeric
C3N-01011-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0777,0.0,0.0,0.0422,0.0,0.0,0.0,0.0381,0.0,0.0,0.0,0.0,0.0,0.0,0.038,0.0,0.0,0.0,0.1107,0.2801,0.0,0.0,0.0,46.8062,138.0129,14.7279,0.0,0.0,1.2628,0.7282,39.4857,7.3901,43.3291,0.7506,43.6831,30.2643,df_numeric
C3N-01012-02,0.0,0.0,0.0,0.0,0.0146,0.0478,0.0,0.0,0.0572,0.0,0.0,0.0932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0839,0.0,0.0,0.0,0.0163,0.0413,0.0,0.0,0.0,37.4743,132.8648,7.5729,0.0187,0.0091,1.3392,0.576,40.4404,7.9492,33.1294,0.4798,54.0771,17.9154,df_numeric
C3N-01165-03,0.0387,0.0,0.0,0.0,0.1503,0.1405,0.0,0.0,0.112,0.0,0.0,0.0,0.0,0.0673,0.0,0.0,0.0,0.0605,0.0,0.0,0.0339,0.0,0.0,0.0365,0.0,0.0,0.0239,0.2423,0.0,0.3054,0.0,47.4433,129.1028,8.0088,0.0275,0.0134,1.384,0.2917,43.9502,8.4443,36.2035,0.4289,62.1179,29.1223,df_numeric
C3N-01166-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0649,0.0,0.0,0.0,0.0,0.0524,0.0,0.0,0.0,0.1187,0.0,0.0,0.0,0.0231,0.2919,0.0,0.0589,0.0,35.6786,117.523,6.5217,0.0133,0.0258,2.3164,0.759,37.181,7.0956,31.9217,0.4724,59.9645,27.3283,df_numeric
C3N-01167-01,0.0,0.0,0.0,0.0654,0.0,0.4927,0.0,0.0,0.3682,0.064,0.0906,0.06,0.0,0.0295,0.0,0.0,0.0,0.0,0.1908,0.0,0.0,0.0,0.036,0.0,0.0,0.0,0.126,0.0531,0.1607,0.1071,0.0,81.7334,235.4115,4.1374,0.0362,0.0,1.469,0.9464,50.4051,8.1963,54.9889,0.2418,102.077,21.5484,df_numeric
C3N-01168-02,0.0,0.0,0.0,0.0,0.0,0.069,0.0,0.0,0.0275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3229,0.0,0.0,0.0,0.0,0.2978,0.0,0.06,0.0,59.698,136.2906,5.2771,0.0135,0.0263,1.8258,0.4301,40.9446,5.8115,37.076,0.4366,50.4864,16.138,df_numeric
C3N-01375-02,0.0,0.0,0.0,0.0,0.0,0.0715,0.0,0.0,0.0855,0.0,0.0,0.1162,0.0,0.0,0.0,0.0,0.0,0.0,0.0554,0.0,0.0,0.0,0.0,0.0372,0.0,0.0338,0.0,0.0617,0.0,0.0,0.0,72.1956,192.0677,12.5265,0.0,0.0136,1.5945,0.5643,47.8346,10.2971,51.3593,1.4192,74.8335,41.5589,df_numeric
C3N-01380-01,0.0,0.0,0.0,0.0,0.0,0.0705,0.0,0.0,0.1968,0.0,0.0,0.0,0.0,0.0338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2062,0.0,0.0,0.0,0.024,0.0,0.0,0.0,0.0,36.9972,143.9817,10.2865,0.0138,0.0134,2.3404,0.8494,45.1048,8.3549,39.072,0.5383,87.762,37.4654,df_numeric
C3N-01381-02,0.0,0.0,0.0,0.0,0.0,0.0772,0.0,0.0,0.2769,0.0,0.0,0.0752,0.0,0.0,0.0,0.0,0.0,0.0332,0.0,0.0,0.0744,0.0,0.1354,0.0,0.0,0.0,0.1316,0.0,0.0,0.0,0.0,48.2995,145.3694,7.7936,0.0,0.0,2.3812,0.8013,49.9178,6.7674,30.1895,0.9426,71.4984,21.4353,df_numeric
C3N-01382-01,0.0,0.0,0.0,0.0,0.0,0.2165,0.0,0.0,0.0575,0.0,0.0,0.0234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2109,0.0,0.0,0.0,0.0492,0.0622,0.0,0.0628,0.0,60.5416,154.6427,11.5169,0.0283,0.0137,1.7586,0.7492,40.8767,7.0021,31.5768,0.7868,52.8622,28.314,df_numeric
C3N-01383-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1101,0.1317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0751,0.0,0.0,0.0,0.0,67.516,163.1163,11.478,0.0216,0.021,1.5421,1.1436,39.6458,9.6582,40.2752,0.8167,69.8735,42.2947,df_numeric
C3N-01385-02,0.034,0.0,0.0,0.0,0.0,0.0617,0.0312,0.0617,0.123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1804,0.0,0.0,0.0,0.0631,0.1597,0.0,0.1074,0.077,39.7978,160.5124,13.1586,0.0242,0.0,2.0324,0.6921,33.0178,8.2988,36.0549,0.5385,51.47,23.0608,df_numeric
C3N-01385-02-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1076,0.0,0.0,0.0175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5052,0.0,0.0,0.0,0.0368,0.1397,0.0,0.0,0.0,27.3505,102.6536,9.4905,0.0,0.0103,2.5203,0.8074,19.7374,3.6515,25.717,0.5889,35.1923,12.7305,df_numeric
C3N-01385-02-3,0.0,0.0253,0.0,0.0,0.0,0.0,0.0,0.0,0.1946,0.0,0.0,0.0,0.0,0.0293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0135,0.0,0.0416,0.1579,0.0,0.1062,0.0,43.2535,133.1464,11.9756,0.012,0.0349,2.6585,0.9886,34.8453,7.5043,35.7714,0.9451,57.1159,21.536,df_numeric
C3N-01388-03,0.0,0.0,0.0,0.0,0.0,0.1652,0.0,0.0,0.0658,0.0,0.0,0.1342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0392,0.0,0.0429,0.0,0.0,0.0,0.0,0.0,0.1437,0.0,70.237,190.1328,11.9306,0.0324,0.0315,2.1627,0.5145,49.8036,11.9408,47.3777,0.7925,73.4204,43.2634,df_numeric
C3N-01502-01,0.0,0.0,0.0,0.0,0.0,0.0772,0.039,0.0,0.0308,0.0,0.0,0.0251,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.079,0.3996,0.0,0.1343,0.289,52.8839,144.083,9.2487,0.0151,0.0294,1.7017,1.3469,29.4184,8.5914,31.0633,1.0104,43.4948,37.0918,df_numeric
C3N-01714-02,0.0,0.0,0.0,0.0,0.3511,0.1767,0.0,0.0,0.0704,0.0,0.0,0.0287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0903,0.0,0.0,0.0,0.0,77.0003,171.0639,7.6876,0.0173,0.0252,1.1566,0.4219,34.2658,6.2999,26.1176,0.4046,73.0617,20.5179,df_numeric
C3N-01715-02,0.0643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0465,0.0,0.0,0.0379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3384,0.0,0.0,0.1016,0.0,35.2878,72.6777,3.8162,0.0114,0.0111,0.7721,0.1212,27.4186,8.0439,17.0344,0.2802,79.9565,10.3303,df_numeric
C3N-01716-03,0.0,0.0,0.0,0.0,0.0,0.0638,0.0,0.0,0.2541,0.0,0.0,0.0,0.0173,0.0,0.0305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0282,0.2711,0.0435,0.165,0.0,0.0555,0.0,64.3598,172.3909,7.2878,0.0125,0.0243,0.8596,0.5296,52.8175,6.0751,31.237,0.3754,51.9242,23.0012,df_numeric
C3N-01719-04,0.0,0.0,0.0,0.0,0.0,0.108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1263,0.0,0.0,0.0,0.1473,0.0,0.0,0.094,0.0,64.2192,159.941,12.4539,0.0423,0.0411,1.9325,0.8076,30.747,11.4298,43.1741,1.4136,55.8622,32.8853,df_numeric
C3N-01897-01,0.0,0.0,0.0,0.0,0.0,0.5865,0.0,0.0,0.1871,0.0,0.0,0.3431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,76.6157,120.6793,6.0385,0.0,0.0223,1.4904,0.4385,66.1983,4.5034,16.6523,1.8933,60.7694,14.2623,df_numeric
C3N-01898-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0642,0.0,0.0,0.0523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0471,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,61.0665,134.3518,9.3024,0.0,0.046,2.7757,1.2369,43.9939,8.0305,41.2267,2.0715,67.5612,42.7229,df_numeric
C3N-01898-04-2,0.0,0.0,0.0,0.0,0.0,0.0996,0.0,0.0,0.1191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0583,0.0,0.0,0.0,0.034,0.0,0.0,0.0,0.0,75.3494,156.7246,11.1086,0.0,0.0379,2.3248,1.2827,71.3342,10.8714,46.5959,2.3684,81.7261,38.7486,df_numeric
C3N-01899-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.115,0.0499,0.0,0.0,0.0,0.0461,0.0,0.0,0.0,0.0,0.0,0.0,0.0464,0.0,0.0562,0.05,0.0,0.0908,0.0328,0.0,0.0,0.0,0.0,54.6718,139.4901,10.1674,0.0377,0.0183,1.3212,0.3993,40.8356,5.6953,28.8039,0.692,64.2938,25.4202,df_numeric
C3N-01899-02-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1464,0.0,0.0,0.0,0.0249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.4737,158.4413,14.2543,0.0719,0.035,3.4515,0.7626,42.3496,8.9985,33.6306,2.3827,90.8769,34.3918,df_numeric
C3N-01899-02-3,0.0,0.0,0.0,0.0,0.0,0.0794,0.0,0.0,0.0949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.2624,141.7162,8.9177,0.0466,0.0151,1.5436,0.4615,40.9678,6.0943,25.8582,0.8137,58.8823,25.2243,df_numeric
C3N-01997-03,0.0,0.0,0.0,0.0,0.0,0.1284,0.0,0.1284,0.2304,0.0,0.0,0.0,0.0174,0.0616,0.0,0.0,0.0,0.0276,0.0,0.0,0.0,0.0305,0.1126,0.0,0.0,0.0303,0.0876,0.2216,0.0,0.0,0.0,42.0609,153.6628,12.1504,0.0126,0.0122,2.1146,0.4801,45.2348,8.7721,40.9994,0.4202,64.2417,24.8819,df_numeric
C3N-01998-03,0.0,0.0,0.0,0.0,0.0184,0.2407,0.0,0.1203,0.1679,0.0,0.0,0.2541,0.0,0.0577,0.0,0.0,0.0,0.0,0.0466,0.0,0.0,0.0,0.2111,0.0,0.0,0.0,0.1026,0.3114,0.157,3.8201,0.0,39.4442,149.0878,6.5821,0.0118,0.0115,1.1388,0.1749,43.2464,7.4681,36.6409,0.4724,50.6718,18.5541,df_numeric
C3N-02010-03,0.0,0.0,0.0,0.0,0.0,0.087,0.044,0.0,0.1734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0193,0.0,0.0,0.1501,0.0,0.0,0.0,107.249,224.4436,2.9523,0.0511,0.0828,1.06,0.1806,56.6927,8.6949,21.7917,0.0949,91.9787,13.5407,df_numeric
C3N-02295-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1099,0.1752,0.0,0.0,0.0,0.0,0.0527,0.0,0.0644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1873,0.3792,0.0956,0.0,0.0,68.7883,163.0549,12.0525,0.0,0.0209,4.0173,1.9168,47.9515,13.8113,48.6639,1.6297,69.2548,47.9533,df_numeric
C3N-02573-01,0.0,0.0,0.0,0.0,0.0,1.6462,0.0,0.0,0.2316,0.0,0.0,0.2832,0.0,0.0464,0.0,0.0,0.0,0.0,0.075,0.0468,0.0,0.0,0.0,0.0,0.0,0.0,0.099,0.2506,0.0,0.5054,0.0,43.4185,167.2237,10.5538,0.0,0.0,1.6823,0.6435,42.9025,9.492,39.1492,1.0138,72.7907,22.59,df_numeric
C3N-02579-02,0.0,0.0,0.0,0.0,0.0,0.1081,0.0273,0.0,0.0646,0.0,0.0,0.1581,0.0,0.0,0.0,0.0,0.0,0.0,0.5862,0.0,0.0,0.0,0.0316,0.0,0.0,0.0,0.0,0.0466,0.0,0.047,0.0,59.3025,178.9172,9.7577,0.0,0.0309,1.3035,0.3143,46.2492,11.4289,45.2967,0.7781,70.6433,28.8523,df_numeric
C3N-02585-01,0.0,0.0,0.0,0.0,0.614,0.2869,0.0,0.0,0.0381,0.0,0.0,0.0621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0559,0.0,0.0212,0.0,0.0978,0.0825,0.0,0.0,0.0,55.6694,144.6863,9.6707,0.0,0.0,2.5291,0.7149,54.4403,14.237,42.1628,0.876,79.0142,26.2775,df_numeric
C3N-02589-01,0.0,0.0,0.0,0.0,0.0,0.0753,0.0,0.0,0.09,0.0,0.0,0.0,0.0205,0.0,0.0,0.0,0.0,0.0,0.1749,0.0,0.0363,0.0,0.1761,0.0,0.0,0.0,0.1027,0.0649,0.0655,0.0,0.0,55.1772,197.6665,11.5295,0.0,0.0143,2.4788,1.2193,67.4901,13.5832,56.1851,0.509,54.6387,29.0553,df_numeric
C3N-02590-01,0.0,0.0,0.0,0.0,0.0,0.2043,0.1033,0.0,0.0,0.0,0.0,0.0664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0696,0.0,0.0,0.0,0.0,88.128,146.1917,15.328,0.04,0.0778,2.1185,0.509,45.0215,7.0454,33.1383,2.9849,79.1828,31.9011,df_numeric
