,,0
MAGEC3,NSMCE3,-0.20771009363201234
MAGEC3,CSAG1,-0.17037876809591143
MAGEB2,NSMCE3,-0.1507637079162119
MAGEE1,NSMCE3,-0.1496344836159062
MAGEA12,MAGEC3,-0.14334258945440106
MAGEA12,MAGEL2,-0.14113927956872294
CSAG1,MAGEL2,-0.13822439221381685
CSAG1,MAGED1,-0.13757814140717195
CSAG1,MAGEE1,-0.13493868469728681
MAGEB6,CSAG4,-0.1296547467927371
